Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;AfD;BIG;pro Deutschland;FREIE WÄHLER;PARTEI DER VERNUNFT;Die PARTEI;Bergpartei;BGD;DKP;NEIN;WGr/EB;Ungültige;Gültige;CDU;SPD;FDP;DIE LINKE;GRÜNE;CSU;Sonstige;PIRATEN;NPD;Tierschutzpartei;REP;ÖDP;FAMILIE;Bündnis 21/RRP;RENTNER;BP;PBC;BüSo;DIE VIOLETTEN;MLPD;Volksabstimmung;PSG;AfD;BIG;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;Partei der Nichtwähler;PARTEI DER VERNUNFT;Die PARTEI
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
261;Esslingen;BW;Urne;166975;98149;1031;97118;49192;25266;1638;3860;10406;0;2307;750;0;777;0;0;0;0;0;0;0;0;0;0;2922;0;0;0;0;0;0;0;0;0;0;991;97158;43120;21929;5429;4719;11415;0;10546;2317;732;820;684;245;0;0;125;0;125;16;0;99;94;0;4551;130;69;0;0;467;0;72;0
262;Nürtingen;BW;Urne;205756;123407;1388;122019;62038;31500;2721;4251;11626;0;2588;1022;0;1685;0;0;0;0;0;0;0;0;0;0;3852;0;0;736;0;0;0;0;0;0;0;1389;122018;55894;24931;7765;5422;13663;0;14343;2897;1017;928;1405;354;0;0;222;0;256;8;0;50;202;0;6061;101;100;0;0;664;0;78;0
263;Göppingen;BW;Urne;179130;105433;1526;103907;51070;25537;3043;3959;10744;0;2089;1531;0;0;441;0;0;0;0;0;0;0;0;0;5493;0;0;0;0;0;0;0;0;0;0;1295;104138;47500;23078;5651;4723;10084;0;13102;2183;1369;784;432;310;0;0;187;0;193;14;0;62;133;0;6750;123;62;0;0;411;0;89;0
264;Waiblingen;BW;Urne;221739;134715;1751;132964;68950;30949;4416;5136;13495;0;3043;1862;0;0;0;0;0;0;0;0;0;370;0;0;4743;0;0;0;0;0;0;0;0;0;0;1433;133282;61138;27263;9769;6311;13096;0;15705;2951;1520;1060;548;472;0;0;409;0;491;14;0;97;293;0;7172;79;78;0;0;424;0;97;0
265;Ludwigsburg;BW;Urne;209968;123857;1759;122098;61622;26990;3488;6250;15451;0;3400;1833;0;0;790;0;0;0;0;0;0;0;0;0;0;0;0;2274;0;0;0;0;0;0;0;1300;122557;53768;26827;7859;6203;13719;0;14181;2790;1128;836;433;398;0;0;297;0;246;16;0;103;133;0;6498;127;116;0;0;953;0;107;0
266;Neckar-Zaber;BW;Urne;226751;139367;2282;137085;72968;36977;3901;6393;12160;0;0;2814;0;0;1872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1629;137738;62509;29608;8713;6061;13821;0;17026;3132;1606;982;600;521;0;0;375;0;370;74;0;79;192;0;7847;174;145;0;0;799;0;130;0
267;Heilbronn;BW;Urne;241656;140831;2449;138382;71494;37883;4436;6441;9664;0;3773;3281;0;0;1079;0;0;0;0;0;0;0;331;0;0;0;0;0;0;0;0;0;0;0;0;1955;138876;63963;31144;8073;6999;11225;0;17472;3116;2291;986;602;553;0;0;325;0;343;22;0;105;192;0;7689;305;191;0;0;612;0;140;0
268;Schwäbisch Hall - Hohenlohe;BW;Urne;224384;132882;2275;130607;69528;29700;4854;5687;12210;0;3567;2752;0;0;2309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1962;130920;61917;26152;8383;6498;12259;0;15711;2835;1890;882;522;971;0;0;326;0;461;20;0;64;193;0;6685;84;131;0;0;506;0;141;0
269;Backnang - Schwäbisch Gmünd;BW;Urne;175434;103621;2065;101556;56224;25456;2683;4219;7818;0;3091;2065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1477;102144;49442;21194;5574;4548;8711;0;12675;2242;1350;784;452;330;0;0;255;0;426;24;0;60;155;0;5987;51;97;0;0;324;0;138;0
270;Aalen - Heidenheim;BW;Urne;222959;131802;2439;129363;74824;32205;2165;6739;9224;0;4052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;1851;129951;64474;29264;5467;6395;10212;0;14139;2547;1882;755;817;467;0;0;286;0;242;15;0;43;197;0;6013;95;128;0;0;542;0;110;0
271;Karlsruhe-Stadt;BW;Urne;205735;108851;1497;107354;42399;32736;2846;5768;13732;0;3803;721;0;356;0;0;0;0;0;0;0;0;0;0;4310;0;0;683;0;0;0;0;0;0;0;1215;107636;40137;25083;5891;7083;15294;0;14148;4449;684;810;279;294;0;0;155;0;135;22;0;72;121;0;6391;67;68;0;0;512;0;89;0
272;Karlsruhe-Land;BW;Urne;209733;123924;2220;121704;64991;32089;3065;4808;9186;0;3466;1562;0;945;0;0;0;0;0;0;0;0;0;0;0;0;0;1592;0;0;0;0;0;0;0;1598;122326;57208;26343;6713;5300;11377;0;15385;2996;1106;919;571;261;0;0;198;0;389;14;0;30;153;0;7578;57;156;0;0;843;0;114;0
273;Rastatt;BW;Urne;207555;115238;2150;113088;60697;26476;3065;4125;8999;0;2428;1382;0;0;0;0;0;0;0;0;0;0;0;0;5386;0;0;0;0;0;0;0;0;0;530;1949;113289;55820;23739;6012;5020;9785;0;12913;2344;1184;759;304;204;0;0;214;0;146;10;0;41;191;0;6674;41;97;0;0;593;0;111;0
274;Heidelberg;BW;Urne;215943;122096;1452;120644;48683;38246;3339;5389;13840;0;2523;995;0;0;432;0;0;0;0;0;0;0;0;0;6135;0;0;550;0;512;0;0;0;0;0;1432;120664;44592;29238;7644;7360;17038;0;14792;3430;955;859;215;263;0;0;171;0;106;8;0;29;115;0;7869;70;55;0;0;544;0;103;0
275;Mannheim;BW;Urne;198525;100299;2079;98220;38319;33004;2364;7070;11139;0;3462;2020;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;642;0;0;0;0;0;1706;98593;33961;27885;4767;8082;10233;0;13665;3219;1283;1024;395;183;0;0;259;0;113;20;0;95;167;0;6321;84;99;0;0;333;0;70;0
276;Odenwald - Tauber;BW;Urne;213424;128083;1992;126091;75166;27036;2029;4370;6929;0;2419;1840;0;0;1195;0;0;0;0;0;0;0;0;0;5107;0;0;0;0;0;0;0;0;0;0;2101;125982;65861;25123;6148;5430;8592;0;14828;2532;1742;914;521;800;0;0;232;0;165;16;0;29;201;0;6639;67;109;0;0;742;0;119;0
277;Rhein-Neckar;BW;Urne;197424;116902;1829;115073;56988;30253;2701;4814;9166;0;3182;1673;0;516;553;0;0;0;0;0;0;0;0;0;5227;0;0;0;0;0;0;0;0;0;0;1730;115172;50082;26231;7028;5768;10654;0;15409;3270;1611;953;477;327;0;0;212;0;207;11;0;28;177;0;7075;70;102;0;0;762;0;127;0
278;Bruchsal - Schwetzingen;BW;Urne;195953;112669;2001;110668;57109;27990;2791;4378;7278;0;2707;1383;0;955;0;0;0;0;0;0;0;0;0;0;4807;0;0;1270;0;0;0;0;0;0;0;1730;110939;51241;24425;5916;5275;8819;0;15263;2887;1306;1054;787;220;0;0;224;0;123;20;0;37;175;0;7084;81;131;0;0;994;0;140;0
279;Pforzheim;BW;Urne;219976;123702;1921;121781;60807;28416;6076;5271;9209;0;2765;2072;0;0;0;0;0;0;0;0;0;0;0;0;6250;0;0;915;0;0;0;0;0;0;0;1833;121869;54921;24990;8051;6003;10390;0;17514;2758;1783;949;491;305;0;0;245;0;474;13;0;34;197;0;9177;89;133;0;0;730;0;136;0
280;Calw;BW;Urne;197679;115879;2024;113855;67123;23366;2974;5006;7429;0;2472;1745;0;1267;861;0;0;0;0;0;0;0;0;0;0;0;0;1612;0;0;0;0;0;0;0;1703;114176;58797;20348;6891;4932;8152;0;15056;2154;1430;730;766;390;0;0;217;0;630;19;0;34;153;0;7486;83;103;0;0;761;0;100;0
281;Freiburg;BW;Urne;219472;121440;1364;120076;42316;36979;2010;6236;23621;0;2815;765;0;0;0;0;0;0;0;0;0;301;0;0;3045;0;0;682;0;0;0;0;0;0;1306;1371;120069;42689;27185;5325;10045;22626;0;12199;3669;628;1060;224;428;0;0;200;0;255;11;0;61;160;0;4794;44;70;0;0;507;0;88;0
282;Lörrach - Müllheim;BW;Urne;229316;127202;1839;125363;63037;31331;2680;5329;14180;0;3004;1477;0;0;0;0;0;0;0;0;0;0;0;0;4325;0;0;0;0;0;0;0;0;0;0;1803;125399;54943;27867;6587;6515;14975;0;14512;2935;1203;1046;490;321;0;0;265;0;470;20;0;38;341;0;6520;62;102;0;0;574;0;125;0
283;Emmendingen - Lahr;BW;Urne;215623;124908;2749;122159;64470;32583;2133;5912;13093;0;0;1615;0;0;2353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2382;122526;56566;26223;6001;5951;14051;0;13734;3042;1016;1178;355;866;0;0;206;0;319;22;0;26;254;0;5683;25;79;0;0;569;0;94;0
284;Offenburg;BW;Urne;205119;117589;2071;115518;65309;23434;2380;5134;10839;0;2339;1235;0;0;0;0;0;0;0;0;0;0;0;0;4303;0;0;545;0;0;0;0;0;0;0;2185;115404;56368;22359;6132;5713;11755;0;13077;2508;1121;940;266;269;0;0;176;0;154;4;0;24;227;0;6388;20;65;0;0;656;0;259;0
285;Rottweil - Tuttlingen;BW;Urne;199241;114719;2185;112534;65621;20349;3425;4363;7781;0;0;1940;0;0;1726;0;0;0;0;0;0;0;0;0;5782;0;0;1547;0;0;0;0;0;0;0;2031;112688;58552;20001;6853;4671;7723;0;14888;2154;1796;687;331;962;0;0;276;0;272;18;0;22;230;0;6779;50;87;0;0;1080;0;144;0
286;Schwarzwald-Baar;BW;Urne;166191;93662;1548;92114;52465;17797;2154;3468;6534;0;0;1645;0;0;422;0;0;0;0;0;0;0;0;0;3684;0;0;1360;0;0;0;0;0;0;2585;1617;92045;45674;17890;4985;4069;7770;0;11657;1805;1492;720;167;267;0;0;203;0;361;15;0;45;144;0;5455;33;61;0;0;797;0;92;0
287;Konstanz;BW;Urne;202393;109189;1575;107614;56677;20942;3628;4743;13062;0;2463;1041;0;0;707;0;0;0;0;0;0;0;0;0;4351;0;0;0;0;0;0;0;0;0;0;1529;107660;47736;22122;7295;5734;12437;0;12336;2477;945;863;166;443;0;0;185;0;166;13;0;36;226;0;6173;44;68;0;0;459;0;72;0
288;Waldshut;BW;Urne;177313;101382;1955;99427;51933;27876;2961;4564;9354;0;0;1393;0;0;1346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1561;99821;49948;19207;5373;4514;10291;0;10488;1882;785;642;526;497;0;0;176;0;185;16;0;26;200;0;4684;38;81;0;0;674;0;76;0
289;Reutlingen;BW;Urne;199091;118333;1599;116734;61223;24021;3903;4952;13622;0;0;1453;0;0;591;0;0;0;0;0;0;0;257;0;5149;0;0;875;0;0;0;0;0;0;688;1786;116547;54106;22848;7780;5890;12042;0;13881;2624;1281;701;438;380;0;0;236;0;249;19;0;123;213;0;6698;66;82;0;0;685;0;86;0
290;Tübingen;BW;Urne;193188;114648;1501;113147;54036;23661;2252;7631;17161;0;3328;1323;0;0;0;0;0;0;0;0;0;0;0;0;3755;0;0;0;0;0;0;0;0;0;0;1322;113326;48179;23596;5790;7927;15488;0;12346;3066;1095;773;371;420;0;0;165;0;256;19;0;72;174;0;5322;55;82;0;0;384;0;92;0
291;Ulm;BW;Urne;220702;132467;1795;130672;69158;31437;3091;5085;11745;0;3497;0;0;0;0;0;0;0;0;0;0;0;0;0;4678;0;0;1189;0;0;0;0;0;0;792;1560;130907;64317;26838;6349;5949;12461;0;14993;3255;1487;862;459;560;0;0;255;0;258;24;0;94;200;0;6375;87;119;0;0;836;0;122;0
292;Biberach;BW;Urne;163772;99500;1795;97705;58937;18992;1888;3369;8283;0;2813;0;0;0;1470;0;0;0;0;0;0;0;0;0;0;0;0;1953;0;0;0;0;0;0;0;1475;98025;55987;14434;4543;3456;8290;0;11315;2073;915;647;497;924;0;0;207;0;159;25;0;17;194;0;4217;60;97;0;0;1161;0;122;0
293;Bodensee;BW;Urne;171016;99128;1515;97613;53570;20258;3275;4571;10397;0;2247;1321;0;0;1034;0;0;0;0;0;0;0;0;0;0;0;0;940;0;0;0;0;0;0;0;1257;97871;48487;18065;5712;4561;10715;0;10331;2080;932;684;245;689;0;0;137;0;125;17;0;39;255;0;4331;28;63;0;0;630;0;76;0
294;Ravensburg;BW;Urne;185006;107163;1364;105799;55600;21517;2338;3658;13525;0;2241;1071;0;0;2108;0;0;0;0;0;0;0;0;0;2706;0;0;838;0;0;0;0;0;0;197;1235;105928;53864;18598;5190;4749;12106;0;11421;2315;993;699;338;1534;0;0;193;0;169;15;0;47;230;0;4025;28;72;0;0;674;0;89;0
295;Zollernalb - Sigmaringen;BW;Urne;184370;109296;2316;106980;65347;19821;2354;4623;8216;0;0;2380;0;0;879;0;0;0;0;0;0;0;457;0;0;0;0;2903;0;0;0;0;0;0;0;1669;107627;57340;18621;5683;4605;8467;0;12911;2264;1628;762;568;412;0;0;241;0;231;30;0;169;180;0;5174;40;109;0;0;970;0;133;0
296;Saarbrücken;SL;Urne;204905;105558;2559;102999;36675;38004;1594;11981;5005;0;2987;2121;0;0;0;0;0;0;0;0;0;0;210;0;4422;0;0;0;0;0;0;0;0;0;0;2404;103154;33157;32541;4223;12926;7672;0;12635;3198;2159;0;0;0;1188;0;0;0;0;0;0;124;0;0;5148;0;165;0;0;653;0;0;0
297;Saarlouis;SL;Urne;211529;124296;3603;120693;52702;42570;1407;9225;4306;0;3057;2159;0;0;0;0;0;0;0;0;0;0;0;0;5267;0;0;0;0;0;0;0;0;0;0;3618;120678;47367;37206;4176;11422;6180;0;14327;3158;2284;0;0;0;1375;0;0;0;0;0;0;54;0;0;6403;0;175;0;0;878;0;0;0
298;St. Wendel;SL;Urne;181521;108160;3261;104899;46895;35582;1558;8357;2793;0;2450;1654;0;0;0;0;0;0;0;0;0;0;0;0;5112;0;0;0;498;0;0;0;0;0;0;3190;104970;41816;32210;3409;10008;4652;0;12875;2810;1745;0;0;0;1512;0;0;0;0;0;0;42;0;0;5968;0;157;0;0;641;0;0;0
299;Homburg;SL;Urne;198117;111005;2970;108035;41637;41195;1335;10313;3677;0;2682;1916;0;0;0;0;0;0;0;0;0;0;0;0;5280;0;0;0;0;0;0;0;0;0;0;2845;108160;38188;34787;3853;11715;5346;0;14271;2868;2110;0;0;0;1900;0;0;0;0;0;0;56;0;0;6456;0;157;0;0;724;0;0;0
001;Flensburg - Schleswig;SH;Brief;0;26215;297;25918;11379;8476;653;1008;2995;0;511;105;0;0;0;0;0;0;0;0;0;0;0;0;791;0;0;0;0;0;0;0;0;0;0;224;25991;10010;7653;1909;1175;3229;0;2015;436;93;249;0;0;0;0;214;0;0;0;0;8;0;0;914;0;0;0;0;101;0;0;0
002;Nordfriesland - Dithmarschen Nord;SH;Brief;0;21552;225;21327;10490;6305;752;710;1897;0;380;94;0;0;0;0;0;0;0;0;0;0;0;0;699;0;0;0;0;0;0;0;0;0;0;142;21410;8944;5835;1955;790;2209;0;1677;351;78;205;0;0;0;0;134;0;0;0;0;5;0;0;793;0;0;0;0;111;0;0;0
003;Steinburg - Dithmarschen Süd;SH;Brief;0;18188;161;18027;7975;5712;1530;556;1192;0;326;88;0;0;0;0;0;0;0;0;0;0;0;0;648;0;0;0;0;0;0;0;0;0;0;131;18057;7595;5037;1572;700;1631;0;1522;300;83;172;0;0;0;0;130;0;0;0;0;4;0;0;735;0;0;0;0;98;0;0;0
004;Rendsburg-Eckernförde;SH;Brief;0;24570;242;24328;11524;7911;681;611;2309;0;384;84;0;0;0;0;0;0;0;0;0;0;0;0;824;0;0;0;0;0;0;0;0;0;0;188;24382;10095;6753;2009;801;2773;0;1951;363;83;243;0;0;0;0;198;0;0;0;0;3;0;0;948;0;0;0;0;113;0;0;0
005;Kiel;SH;Brief;0;32760;278;32482;11867;12761;931;1288;3719;0;691;103;0;0;0;0;0;271;0;0;0;0;0;0;832;0;0;0;0;0;0;0;0;0;19;214;32546;10782;10135;2331;1612;5252;0;2434;745;93;244;0;0;0;0;235;0;0;0;0;12;0;0;1005;0;0;0;0;100;0;0;0
006;Plön - Neumünster;SH;Brief;0;20879;201;20678;9572;7083;514;624;1594;0;305;131;0;0;0;0;0;0;0;0;0;0;0;0;762;0;0;0;0;0;0;0;0;0;93;161;20718;8443;6124;1475;743;2227;0;1706;289;128;175;0;0;0;0;141;0;0;0;0;11;0;0;870;0;0;0;0;92;0;0;0
007;Pinneberg;SH;Brief;0;33566;244;33322;15853;11223;852;1018;2556;0;494;153;0;0;0;0;0;0;0;0;0;0;0;0;1173;0;0;0;0;0;0;0;0;0;0;192;33374;13956;9725;2644;1217;3267;0;2565;532;149;245;0;0;0;0;203;0;0;0;0;7;0;0;1301;0;0;0;0;128;0;0;0
008;Segeberg - Stormarn-Mitte;SH;Brief;0;33066;222;32844;15208;10880;923;1021;2645;0;543;152;0;0;0;0;0;0;0;0;0;0;0;0;1136;0;0;336;0;0;0;0;0;0;0;176;32890;13462;9512;2545;1259;3320;0;2792;531;170;330;0;0;0;0;255;0;0;0;0;10;0;0;1313;0;0;0;0;183;0;0;0
009;Ostholstein - Stormarn-Nord;SH;Brief;0;24054;243;23811;11817;7800;718;577;1659;0;296;79;0;0;0;0;0;0;0;0;0;0;0;0;865;0;0;0;0;0;0;0;0;0;0;187;23867;10395;6613;2054;746;2223;0;1836;258;80;183;0;0;0;0;134;0;0;0;0;4;0;0;1068;0;0;0;0;109;0;0;0
010;Herzogtum Lauenburg - Stormarn-Süd;SH;Brief;0;35015;246;34769;16508;10917;1131;969;2990;0;472;178;0;0;0;0;0;0;0;0;0;0;0;0;1461;0;0;0;0;0;0;0;0;0;143;194;34821;14665;9621;2907;1250;3538;0;2840;439;173;284;0;0;0;0;182;0;0;0;0;7;0;0;1609;0;0;0;0;146;0;0;0
011;Lübeck;SH;Brief;0;24241;239;24002;9385;8998;833;968;2270;0;456;99;0;0;0;0;0;0;0;0;0;0;0;0;749;0;0;244;0;0;0;0;0;0;0;209;24032;8795;7443;1570;1140;3176;0;1908;468;100;199;0;0;0;0;124;0;0;0;0;12;0;0;859;0;0;0;0;146;0;0;0
012;Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I;MV;Brief;0;25972;302;25670;9114;7144;574;5668;1311;0;538;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737;0;0;0;0;0;0;53;233;25739;10400;5936;657;4914;1577;0;2255;390;405;0;5;0;0;0;0;0;0;0;0;33;0;0;1094;0;38;0;0;290;0;0;0
013;Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I;MV;Brief;0;22259;249;22010;9152;4972;514;4963;1174;0;476;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372;0;0;0;0;0;0;0;156;22103;9569;4370;561;4388;1274;0;1941;362;296;0;10;0;0;0;0;0;0;0;0;23;0;0;992;0;45;0;0;213;0;0;0
014;Rostock - Landkreis Rostock II;MV;Brief;0;30620;313;30307;9801;5640;422;8969;3439;0;641;387;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;279;0;0;0;0;0;0;616;224;30396;11323;6182;721;6627;2798;0;2745;819;267;0;9;0;0;0;0;0;0;0;0;69;0;0;1278;0;45;0;0;258;0;0;0
015;Vorpommern-Rügen - Vorpommern-Greifswald I;MV;Brief;0;31502;248;31254;16796;4532;259;6361;1497;0;746;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;0;0;0;0;0;0;356;229;31273;13512;4990;1002;6425;2320;0;3024;746;369;0;17;0;0;0;0;0;0;0;0;48;0;0;1499;0;60;0;0;285;0;0;0
016;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;MV;Brief;0;26420;361;26059;11349;4138;680;6581;940;0;650;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;913;0;0;0;0;0;0;0;265;26155;11832;4011;625;5719;1048;0;2920;478;555;0;14;0;0;0;0;0;0;0;0;41;0;0;1355;0;66;0;0;411;0;0;0
017;Mecklenburgische Seenplatte II - Landkreis Rostock III;MV;Brief;0;23765;347;23418;10509;4506;472;5288;1094;0;444;471;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;548;0;0;0;0;0;0;0;277;23488;10577;4168;556;4880;1108;0;2199;357;388;0;13;0;0;0;0;0;0;0;0;51;0;0;1064;0;46;0;0;280;0;0;0
018;Hamburg-Mitte;HH;Brief;0;46805;516;46289;14506;16429;1085;3444;6775;0;1462;288;0;0;0;0;0;0;0;0;0;0;0;0;1321;0;0;241;0;446;0;0;0;0;292;420;46385;14358;14355;2323;3867;7107;0;4375;1545;261;0;0;130;0;0;350;0;0;0;0;19;0;0;1541;0;0;0;0;175;0;0;354
019;Hamburg-Altona;HH;Brief;0;43190;356;42834;16006;13358;1250;3466;6098;0;853;105;0;0;0;0;0;0;0;0;0;0;33;0;873;0;0;191;0;373;0;0;0;0;228;311;42879;14496;11474;3172;3541;7174;0;3022;1001;108;0;0;116;0;0;216;0;0;0;0;27;0;0;1151;0;0;0;0;118;0;0;285
020;Hamburg-Eimsbüttel;HH;Brief;0;48306;550;47756;17941;15816;1659;2594;6818;0;903;159;0;0;0;0;0;0;0;0;0;0;0;0;1217;0;0;151;0;0;0;0;0;0;498;457;47849;16968;13688;3188;3157;7502;0;3346;968;164;0;0;88;0;0;283;0;0;0;0;13;0;0;1449;0;0;0;0;144;0;0;237
021;Hamburg-Nord;HH;Brief;0;54468;611;53857;23745;16518;1798;1934;6885;0;945;164;0;0;0;0;0;0;0;0;0;0;0;0;1651;0;0;217;0;0;0;0;0;0;0;521;53947;21754;14751;4380;2724;6803;0;3535;905;145;0;0;108;0;0;268;0;0;0;0;12;0;0;1791;0;0;0;0;135;0;0;171
022;Hamburg-Wandsbek;HH;Brief;0;43524;515;43009;17415;16048;1158;2249;3178;0;854;259;0;0;0;0;0;0;0;0;0;0;0;0;1553;0;0;295;0;0;0;0;0;0;0;390;43134;16559;14150;2439;2428;4012;0;3546;836;258;0;0;59;0;0;436;0;0;0;0;9;0;0;1630;0;0;0;0;181;0;0;137
023;Hamburg-Bergedorf - Harburg;HH;Brief;0;38617;453;38164;14589;14595;850;2267;2983;0;767;303;0;0;221;0;0;0;0;0;0;0;0;0;1265;0;0;212;0;0;0;0;0;0;112;360;38257;14049;13002;1652;2373;3843;0;3338;807;279;0;0;146;0;0;367;0;0;0;0;16;0;0;1407;0;0;0;0;136;0;0;180
024;Aurich - Emden;NI;Brief;0;20907;265;20642;7407;8866;494;810;2654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;0;0;0;0;0;0;0;161;20746;7465;7777;959;863;2209;0;1473;283;122;205;18;0;0;0;0;0;34;0;0;8;0;0;655;0;20;0;0;128;0;0;0
025;Unterems;NI;Brief;0;23274;287;22987;12153;6911;873;751;1635;0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0;142;164;23110;10776;6917;1262;782;1759;0;1614;294;129;209;13;0;0;0;0;0;47;0;0;4;0;0;788;0;28;0;0;102;0;0;0
026;Friesland - Wilhelmshaven - Wittmund;NI;Brief;0;27130;402;26728;11313;10980;804;1055;1767;0;0;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548;0;0;0;0;0;0;0;241;26889;10940;9034;1486;1013;2396;0;2020;297;159;262;9;0;0;0;0;0;17;0;0;10;0;0;1015;0;37;0;0;214;0;0;0
027;Oldenburg - Ammerland;NI;Brief;0;30623;275;30348;11664;10171;1148;1287;4328;0;447;135;0;0;0;0;0;0;0;0;0;0;0;0;949;0;0;219;0;0;0;0;0;0;0;180;30443;11280;8894;1905;1510;4606;0;2248;484;105;270;8;0;0;0;0;0;25;0;0;10;0;0;1164;0;22;0;0;160;0;0;0
028;Delmenhorst - Wesermarsch - Oldenburg-Land;NI;Brief;0;26947;266;26681;10817;10052;1199;930;2072;0;370;170;0;0;0;0;44;0;0;0;0;0;0;0;815;0;0;212;0;0;0;0;0;0;0;161;26786;10827;8579;1671;1122;2707;0;1880;322;157;246;13;0;0;0;0;0;14;0;0;9;0;0;924;0;28;0;0;167;0;0;0
029;Cuxhaven - Stade II;NI;Brief;0;22556;220;22336;10546;7639;443;689;1858;0;321;138;0;0;0;0;70;0;0;0;0;0;0;0;632;0;0;0;0;0;0;0;0;0;0;131;22425;9882;7139;1151;861;1979;0;1413;267;139;172;5;0;0;0;0;0;17;0;0;4;0;0;688;0;33;0;0;88;0;0;0
030;Stade I - Rotenburg II;NI;Brief;0;25719;207;25512;12036;8431;606;769;2153;0;319;179;0;0;0;0;0;0;0;0;0;0;0;0;830;0;0;189;0;0;0;0;0;0;0;144;25575;11324;7625;1427;885;2509;0;1805;325;143;216;8;0;0;0;0;0;27;0;0;6;0;0;924;0;12;0;0;144;0;0;0
031;Mittelems;NI;Brief;0;23071;145;22926;13162;6448;481;585;1679;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;486;0;0;0;0;0;0;0;0;0;0;91;22980;12602;5768;1246;594;1668;0;1102;304;63;121;10;0;0;0;0;0;9;0;0;6;0;0;542;0;18;0;0;29;0;0;0
032;Cloppenburg - Vechta;NI;Brief;0;21627;188;21439;13694;4452;607;437;1231;0;0;99;0;0;0;147;0;0;0;0;0;0;0;0;521;0;0;251;0;0;0;0;0;0;0;92;21535;13191;4020;1396;466;1287;0;1175;236;89;158;8;0;0;0;0;0;15;0;0;3;0;0;544;0;19;0;0;103;0;0;0
033;Diepholz - Nienburg I;NI;Brief;0;24252;214;24038;11475;7733;532;698;2221;0;346;137;0;0;0;0;0;0;0;0;0;0;0;0;546;0;0;175;0;0;0;0;0;0;175;116;24136;10495;7238;1470;908;2426;0;1599;356;119;223;27;0;0;0;0;0;23;0;0;4;0;0;703;0;25;0;0;119;0;0;0
034;Osterholz - Verden;NI;Brief;0;24921;152;24769;11556;8613;320;953;2110;0;350;122;0;0;0;0;0;0;0;0;0;0;0;0;745;0;0;0;0;0;0;0;0;0;0;131;24790;10420;7618;1273;1023;2797;0;1659;347;134;217;9;0;0;0;0;0;39;0;0;32;0;0;794;0;16;0;0;71;0;0;0
035;Rotenburg I - Heidekreis;NI;Brief;0;19926;184;19742;9073;7513;494;635;1258;0;275;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;0;0;0;0;0;0;0;95;19831;8714;5772;1070;718;2117;0;1440;242;143;203;10;0;0;0;0;0;22;0;0;5;0;0;662;0;21;0;0;132;0;0;0
