Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
244;Nürnberg-Nord;BY;Urne;189738;95209;1151;94058;30621;0;6894;8340;9980;33279;1793;0;0;0;0;146;0;0;0;0;0;0;0;0;3005;0;0;0;937;94272;22126;0;12333;9606;14480;26914;1414;463;476;781;126;86;32;154;0;0;0;0;55;0;66;204;0;528;3744;684;0
245;Nürnberg-Süd;BY;Urne;184672;93755;1322;92433;28649;0;7370;8526;7219;35330;2595;0;0;0;0;0;0;0;0;0;0;0;0;0;2024;720;0;0;1160;92595;23736;0;10677;9292;8866;31184;2087;596;627;688;155;46;30;195;0;0;0;0;59;0;66;187;0;536;2632;936;0
246;Roth;BY;Urne;224946;122670;1749;120921;29905;0;12587;7275;11658;53732;2536;0;0;0;0;0;0;0;0;0;0;0;0;0;2367;861;0;0;1330;121340;26853;0;16429;8433;14015;45160;1933;1128;883;806;252;21;29;323;0;0;0;0;75;0;73;236;0;769;2885;1037;0
247;Aschaffenburg;BY;Urne;183872;96906;2238;94668;18771;0;10433;6204;16011;39907;2165;0;0;0;0;0;0;0;0;0;0;0;0;1177;0;0;0;0;1876;95030;17238;0;15094;6776;10890;36620;1433;1371;830;620;70;55;36;243;0;0;0;0;76;0;44;162;0;625;2178;669;0
248;Bad Kissingen;BY;Urne;219607;114405;2081;112324;20338;0;8944;9636;10030;60467;2506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;1570;112835;17099;0;15719;10113;8734;52357;1890;1161;1015;510;177;18;40;335;0;0;0;0;122;0;53;169;0;907;2064;352;0
249;Main-Spessart;BY;Urne;199081;100625;2213;98412;20132;0;8316;6327;9276;51040;1194;1537;0;0;590;0;0;0;0;0;0;0;0;0;0;0;0;0;1703;98922;18236;0;14122;6741;9845;41919;1177;1292;855;689;159;32;30;223;0;0;0;0;74;0;48;186;0;744;2128;422;0
250;Schweinfurt;BY;Urne;200116;107506;2400;105106;20581;0;9721;11569;10498;48527;2360;0;0;0;0;0;0;1554;0;0;0;0;0;0;0;0;0;296;1567;105939;18480;0;13810;10408;9549;44719;1438;1440;886;504;197;45;22;510;0;0;0;0;114;0;44;167;0;748;2428;430;0
251;Würzburg;BY;Urne;225807;108513;1497;107016;26018;0;9969;6365;13759;46530;1616;0;0;0;0;0;0;0;0;0;0;0;0;0;2341;0;0;418;1163;107350;20879;0;14911;7167;15692;39753;888;1726;691;656;158;28;31;253;0;0;0;0;82;0;24;150;0;920;2962;379;0
252;Augsburg-Stadt;BY;Urne;206196;106154;1535;104619;21496;0;10923;7646;14631;43967;1716;0;0;0;0;197;128;770;0;0;0;0;0;1199;0;1270;0;676;1553;104601;20395;0;13534;8616;12618;39556;1388;716;548;757;116;100;61;513;0;0;0;0;87;0;68;248;0;796;3323;1161;0
253;Augsburg-Land;BY;Urne;240672;136588;2088;134500;21508;0;14970;6612;11328;71674;2317;0;0;0;0;0;328;1954;0;0;0;0;0;2096;0;1713;0;0;1526;135062;19956;0;21244;7525;12390;61387;1778;1436;953;904;157;41;77;1226;0;0;0;0;137;0;94;265;0;1329;2752;1411;0
254;Donau-Ries;BY;Urne;189097;97396;1678;95718;15370;0;10548;5977;7077;50953;1984;0;0;0;0;0;0;1617;0;0;0;0;628;1392;0;0;0;172;1250;96146;13618;0;13869;5715;7196;46997;1490;1270;806;462;133;20;27;981;0;0;0;0;121;0;48;340;0;982;1649;422;0
255;Neu-Ulm;BY;Urne;235775;123255;2266;120989;18927;0;13337;7999;12783;61355;3645;0;0;0;0;0;0;0;0;0;0;0;0;2943;0;0;0;0;1507;121748;18197;0;19842;8016;10680;52867;2823;809;1035;746;267;28;70;757;0;0;0;0;190;0;97;234;0;1770;2762;558;0
256;Oberallgäu;BY;Urne;221708;112582;1545;111037;14208;0;11568;6053;13968;58702;1053;1653;0;0;0;0;0;1779;0;0;0;0;0;2053;0;0;0;0;1308;111274;15168;0;18015;6682;12252;49113;980;1426;914;716;178;35;37;1028;0;0;0;0;237;0;60;237;0;1582;2025;589;0
257;Ostallgäu;BY;Urne;242341;125489;2446;123043;17210;0;14497;7006;10878;63043;2288;0;0;0;0;0;0;4052;0;0;0;0;0;2661;0;0;554;854;1847;123642;15527;0;20874;7432;11314;56188;1848;801;969;692;314;29;67;2190;0;0;0;0;274;0;97;212;0;1999;2328;487;0
258;Stuttgart I;BW;Urne;184454;101291;1175;100116;19213;33888;9207;5000;30148;0;835;0;0;0;0;0;305;0;0;0;0;0;0;0;1520;0;0;0;925;100366;20252;26756;18991;7290;21900;0;541;575;0;449;185;115;101;0;0;85;0;16;0;0;49;250;0;322;2489;0;0
259;Stuttgart II;BW;Urne;181088;99204;1431;97773;27023;33223;9502;8811;15991;0;1345;0;0;0;0;282;271;0;0;0;0;0;0;0;1325;0;0;0;1342;97862;21432;27492;16450;9317;17343;0;794;1101;0;551;201;220;96;0;0;124;0;36;0;0;51;255;0;354;2045;0;0
260;Böblingen;BW;Urne;244919;150394;2381;148013;30537;66609;18491;8236;19091;0;2573;0;0;0;0;264;0;0;0;0;0;0;0;0;2212;0;0;0;2243;148151;28960;49636;30463;9489;20182;0;2012;1105;0;879;876;175;53;0;0;245;0;38;0;0;73;273;0;447;3245;0;0
261;Esslingen;BW;Urne;165210;98915;1441;97474;28574;41761;8196;5164;12036;0;1508;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;1266;97649;21005;32076;17666;6307;15176;0;932;1333;0;414;213;125;59;0;0;169;0;47;0;0;31;160;0;279;1657;0;0
262;Nürtingen;BW;Urne;204091;124618;2078;122540;30481;52889;13713;6624;16580;0;2253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1757;122861;23769;40523;25153;7230;18267;0;1242;2220;0;607;570;80;84;0;0;372;0;77;0;0;50;207;0;327;2083;0;0
263;Göppingen;BW;Urne;180442;107626;1986;105640;28820;44951;10704;7048;11340;0;2087;0;0;0;0;0;0;0;0;0;0;0;0;690;0;0;0;0;1838;105788;22481;34505;19798;8014;14002;0;1525;1190;0;778;398;74;46;0;0;190;0;42;0;0;60;264;0;391;2030;0;0
264;Waiblingen;BW;Urne;220220;134644;2192;132452;36399;57082;15542;7300;12388;0;2356;0;0;0;0;265;0;0;0;0;0;0;0;1120;0;0;0;0;1909;132735;26210;43736;27144;8857;18430;0;1570;1266;0;748;746;125;61;0;0;183;0;106;0;0;85;378;0;686;2404;0;0
265;Ludwigsburg;BW;Urne;206805;124464;2051;122413;28722;48418;14856;8113;18731;0;2108;0;0;0;759;0;0;0;0;0;0;0;0;706;0;0;0;0;1683;122781;25443;39175;23677;8614;18341;0;1334;1305;0;735;476;96;56;0;0;162;0;45;0;0;61;283;0;473;2505;0;0
266;Neckar-Zaber;BW;Urne;224090;140322;2359;137963;33136;58063;19771;7700;14913;0;2405;0;0;0;0;0;0;0;0;0;0;0;0;913;0;0;0;1062;2015;138307;28340;45249;28244;9086;18444;0;1675;1657;0;903;762;51;70;0;0;196;0;57;0;0;97;266;0;623;2587;0;0
267;Heilbronn;BW;Urne;241035;141727;2897;138830;35538;61287;16073;9259;11832;0;3240;0;0;0;0;319;0;0;0;0;0;0;0;1282;0;0;0;0;2481;139246;30329;48071;26221;10637;13868;0;2334;1636;0;924;758;164;60;0;0;223;0;51;0;0;135;213;0;842;2780;0;0
268;Schwäbisch Hall – Hohenlohe;BW;Urne;223234;134125;2789;131336;28598;57160;17079;9657;15049;0;3076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;2428;131697;24456;46007;24647;10182;16670;0;2241;1310;0;908;1007;76;67;0;0;301;0;47;0;0;144;254;0;786;2594;0;0
269;Backnang – Schwäbisch Gmünd;BW;Urne;176381;104960;2253;102707;25947;45892;10427;6928;10211;0;2085;0;0;0;1015;0;0;0;0;0;0;0;0;0;0;0;0;202;2037;102923;20474;36260;18844;7451;12628;0;1379;1422;0;639;765;78;70;0;0;175;0;45;0;0;67;269;0;438;1919;0;0
270;Aalen – Heidenheim;BW;Urne;224418;134259;2901;131358;33834;59316;12778;10199;11527;0;2689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1015;2651;131608;27495;48401;21834;10622;14482;0;1653;1988;0;733;536;49;78;0;0;275;0;50;0;0;106;262;0;669;2375;0;0
271;Karlsruhe-Stadt;BW;Urne;201833;110278;1728;108550;30287;40942;8471;8133;15694;0;1278;0;0;0;0;196;0;0;0;0;0;0;0;0;3334;0;0;215;1634;108644;23312;30186;18433;9639;19652;0;1082;444;0;701;335;119;61;0;0;137;0;21;0;0;60;175;0;305;3982;0;0
272;Karlsruhe-Land;BW;Urne;208654;125673;2543;123130;32097;55458;13799;7082;12404;0;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;2055;123618;25492;44103;23382;8249;14612;0;1358;1070;0;843;712;57;59;0;0;254;0;40;0;0;79;206;0;329;2773;0;0
273;Rastatt;BW;Urne;208664;119073;2846;116227;27626;55662;11157;7498;12179;0;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2405;116668;22745;45075;20342;8492;13317;0;1499;860;0;871;294;54;68;0;0;200;0;47;0;0;65;267;0;305;2167;0;0
274;Heidelberg;BW;Urne;211807;123379;1909;121470;38020;43042;13977;7178;17827;0;1426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1657;121722;27811;36107;21064;9480;21124;0;1114;599;0;720;200;42;49;0;0;155;0;29;0;0;54;219;0;268;2687;0;0
275;Mannheim;BW;Urne;198437;100776;1845;98931;31360;34981;8211;10065;11821;0;2041;0;0;0;0;251;0;0;0;0;0;0;0;0;0;0;0;201;1573;99203;25413;27427;14515;11992;13188;0;1476;844;0;809;184;96;46;0;0;179;0;39;0;0;64;177;0;162;2592;0;0
276;Odenwald – Tauber;BW;Urne;215910;130693;3094;127599;25867;64395;14287;8471;10810;0;2568;0;0;0;0;0;0;0;0;0;0;0;0;1201;0;0;0;0;2837;127856;24028;53685;21280;8981;11426;0;1854;1238;0;972;412;51;85;0;0;229;0;45;0;0;116;229;0;958;2267;0;0
277;Rhein-Neckar;BW;Urne;195971;118362;2524;115838;29666;48836;14079;8880;12004;0;2373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;116340;24656;40589;20976;9334;13540;0;1646;836;0;849;394;42;55;0;0;236;0;55;0;0;86;214;0;316;2516;0;0
278;Bruchsal – Schwetzingen;BW;Urne;194304;114045;2890;111155;26690;51623;12359;8258;9778;0;2447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2231;111814;22843;39490;21436;8919;11419;0;1535;1401;0;1030;304;55;57;0;0;236;0;40;0;0;70;189;0;301;2489;0;0
279;Pforzheim;BW;Urne;220877;126228;2763;123465;28982;50078;19154;8660;12186;0;2655;0;0;0;1750;0;0;0;0;0;0;0;0;0;0;0;0;0;2549;123679;25394;41964;24017;9445;14093;0;1712;1224;0;947;1115;66;53;0;0;287;0;50;0;0;125;252;0;335;2600;0;0
280;Calw;BW;Urne;198923;118710;2523;116187;23809;54012;14076;7735;10752;0;1690;1876;0;0;2237;0;0;0;0;0;0;0;0;0;0;0;0;0;2311;116399;20592;44234;23037;8110;11778;0;1608;1698;0;815;1439;56;53;0;0;209;0;45;0;0;62;222;0;376;2065;0;0
281;Freiburg;BW;Urne;210636;119927;2169;117758;40075;33703;9387;7741;24530;0;712;887;0;0;0;0;0;0;0;0;0;0;723;0;0;0;0;0;1781;118146;25819;31636;16424;10895;25918;0;617;821;0;887;458;70;37;0;0;286;0;47;0;0;68;479;0;329;3355;0;0
282;Lörrach – Müllheim;BW;Urne;225703;126347;2449;123898;41019;46638;13050;7684;12469;0;1836;0;0;0;1202;0;0;0;0;0;0;0;0;0;0;0;0;0;2277;124070;28215;39591;20819;8953;18766;0;1124;1164;0;846;836;45;43;0;0;311;0;42;0;0;66;244;0;342;2663;0;0
283;Emmendingen – Lahr;BW;Urne;213013;125824;3184;122640;30238;51597;11984;8662;18390;0;1769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3209;122615;25439;42434;20021;9445;17596;0;1130;878;0;1157;480;33;48;0;0;292;0;248;0;0;73;290;0;427;2624;0;0
284;Offenburg;BW;Urne;204619;117978;2918;115060;22695;54702;12531;8612;14037;0;1811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672;2891;115087;20527;43346;20547;9124;14845;0;1326;785;0;794;364;36;64;0;0;298;0;71;0;0;82;334;0;342;2202;0;0
285;Rottweil – Tuttlingen;BW;Urne;200726;117473;3461;114012;19031;54965;19722;6939;9232;0;2650;0;0;0;0;0;0;0;0;0;0;0;0;1473;0;0;0;0;2773;114700;19145;44296;24702;7421;10419;0;2045;972;0;843;664;40;102;0;0;363;0;121;0;0;121;243;0;1207;1996;0;0
286;Schwarzwald-Baar;BW;Urne;167458;96975;2654;94321;18235;44491;12486;6152;10429;0;2528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2398;94577;17081;34230;19340;6616;10784;0;1750;484;0;757;586;68;49;0;0;202;0;135;0;0;95;207;0;378;1815;0;0
287;Konstanz;BW;Urne;197671;109719;2425;107294;23714;46308;15582;7368;12898;0;1424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2271;107448;21001;33986;22735;7652;15146;0;1136;447;0;1046;330;56;45;0;0;325;0;93;0;0;71;363;0;363;2653;0;0
288;Waldshut;BW;Urne;177784;102242;2420;99822;29053;41487;10796;5860;10305;0;1460;0;0;0;0;0;0;0;0;0;0;0;0;606;0;0;0;255;1892;100350;19136;36636;18441;6479;13531;0;821;1035;0;677;471;33;60;0;0;240;0;45;0;0;68;273;0;480;1924;0;0
289;Reutlingen;BW;Urne;198466;118195;3018;115177;26115;49009;14265;7069;15521;0;2174;0;0;0;0;419;0;0;0;0;0;0;0;0;0;0;0;605;2341;115854;21322;38807;22979;8369;16950;0;1603;1101;0;665;468;166;65;0;0;321;0;71;0;0;87;219;0;320;2341;0;0
290;Tübingen;BW;Urne;189559;114800;1953;112847;23338;44757;10728;8148;22659;0;1821;0;0;0;0;0;0;0;0;0;0;0;0;618;0;0;0;778;1706;113094;21760;35075;19076;9277;20378;0;1266;969;0;692;437;121;56;0;0;278;0;28;0;0;62;245;0;491;2883;0;0
291;Ulm;BW;Urne;218867;133615;2889;130726;30118;56264;14503;8262;17185;0;2241;0;0;0;0;261;0;0;0;0;0;0;0;0;0;0;0;1892;2334;131281;23917;47238;23264;9080;18345;0;1585;1071;0;885;536;143;83;0;0;361;0;57;0;0;115;294;0;693;3614;0;0
292;Biberach;BW;Urne;162508;99375;2954;96421;22233;41636;14366;5234;9100;0;2145;0;0;0;0;0;0;0;0;0;0;0;0;1380;0;0;0;327;2153;97222;13357;42387;18095;5669;10197;0;1250;1155;0;733;343;34;65;0;0;271;0;52;0;0;88;231;0;1325;1970;0;0
293;Bodensee;BW;Urne;167789;98174;1833;96341;19169;43930;12579;5886;13240;0;1537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1575;96599;16297;35331;19403;6449;13095;0;1128;522;0;632;286;49;46;0;0;266;0;120;0;0;62;379;0;543;1991;0;0
294;Ravensburg;BW;Urne;181362;106405;2650;103755;18837;46784;14158;6650;14821;0;1754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;751;1789;104616;16679;39216;19453;7102;14490;0;1104;835;0;697;399;67;76;0;0;323;0;96;0;0;68;355;0;1629;2027;0;0
295;Zollernalb – Sigmaringen;BW;Urne;185890;110448;2928;107520;18570;53286;14370;7170;9650;0;2597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1877;2413;108035;17141;42185;22815;7545;10350;0;1849;1368;0;793;506;127;52;0;0;273;0;81;0;0;107;246;0;466;2131;0;0
296;Saarbrücken;SL;Urne;207292;108367;2101;106266;33232;32152;7258;24910;6853;0;1609;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;1721;106646;26040;26127;12902;27020;9261;0;1430;0;1272;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;1992;516;0
297;Saarlouis;SL;Urne;214924;130456;3523;126933;42443;46250;9193;20562;6758;0;1727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3058;127398;31311;39587;16161;26071;8371;0;1617;0;1740;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;1853;651;0
298;St. Wendel;SL;Urne;184896;113031;3138;109893;34476;42970;7308;18830;4749;0;1560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2580;110451;28284;36556;12127;22003;6058;0;1398;0;1907;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;1599;479;0
299;Homburg;SL;Urne;201442;115092;2593;112499;35204;36193;7980;22832;5075;0;1880;0;3335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2242;112850;28735;30938;13490;25699;7295;0;1845;0;2489;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;1742;572;0
001;Flensburg – Schleswig;SH;Brief;0;22415;366;22049;6369;9450;2204;1279;2595;0;88;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;318;22097;4909;7903;3595;1553;3367;0;89;0;0;0;0;5;0;0;0;0;0;0;0;0;12;0;0;0;395;0;269
002;Nordfriesland – Dithmarschen Nord;SH;Brief;0;18810;321;18489;4591;8343;2318;1036;1950;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;263;18547;3884;7061;3425;1213;2384;0;109;0;0;0;0;7;0;0;0;0;0;0;0;0;46;0;0;0;243;0;175
003;Steinburg – Dithmarschen Süd;SH;Brief;0;16134;249;15885;4332;6409;2251;987;1618;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;207;15927;3578;5718;2997;1131;1879;0;103;0;0;0;0;4;0;0;0;0;0;0;0;0;9;0;0;0;284;0;224
004;Rendsburg-Eckernförde;SH;Brief;0;21170;333;20837;5565;9141;2319;1077;2472;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;281;20889;4586;7732;3734;1333;2831;0;90;0;0;0;0;7;0;0;0;0;0;0;0;0;5;0;0;0;319;0;252
005;Kiel;SH;Brief;0;27422;379;27043;8980;9317;2641;1730;3979;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;242;27180;6935;8362;3798;2022;4857;0;131;0;0;0;0;15;0;0;0;0;0;0;0;0;21;0;0;0;730;0;309
006;Plön – Neumünster;SH;Brief;0;18062;314;17748;5146;7624;1942;921;1823;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;257;17805;4346;6592;2928;1109;2282;0;93;0;0;0;0;8;0;0;0;0;0;0;0;0;14;0;0;0;239;0;194
007;Pinneberg;SH;Brief;0;28531;370;28161;7847;12477;3009;1524;2975;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;320;28211;6558;10552;4861;1831;3490;0;156;0;0;0;0;6;0;0;0;0;0;0;0;0;13;0;0;0;441;0;303
008;Segeberg – Stormarn-Nord;SH;Brief;0;28462;437;28025;7720;11575;3415;1764;3108;0;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;361;28101;6354;9956;5052;2068;3702;0;154;0;0;0;0;8;0;0;0;0;0;0;0;0;23;0;0;0;432;0;352
009;Ostholstein;SH;Brief;0;20394;362;20032;5701;8711;2459;1163;1789;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;285;20109;4745;7490;3817;1281;2204;0;93;0;0;0;0;6;0;0;0;0;0;0;0;0;13;0;0;0;251;0;209
010;Herzogtum Lauenburg – Stormarn-Süd;SH;Brief;0;30415;425;29990;7434;13057;3792;1773;3560;0;239;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;339;30076;6456;11353;5442;2029;3887;0;216;0;0;0;0;9;0;0;0;0;0;0;0;0;20;0;0;0;375;0;289
011;Lübeck;SH;Brief;0;20712;357;20355;6602;6813;2606;1398;2794;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;20413;5417;6475;3045;1581;3093;0;136;0;0;0;0;13;0;0;0;0;0;0;0;0;15;0;0;0;405;0;233
012;Wismar – Nordwestmecklenburg – Parchim;MV;Brief;0;18204;199;18005;3476;6239;1488;5131;1238;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;135;18069;3163;6483;1667;4785;1320;0;249;16;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;352;0;0
013;Schwerin – Ludwigslust;MV;Brief;0;17276;187;17089;4536;4864;1402;4763;1255;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;17145;3469;5609;1498;4598;1354;0;233;24;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;329;0;0
014;Rostock;MV;Brief;0;22438;215;22223;4270;5820;1560;6602;3376;0;293;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;217;162;22276;3827;6595;1924;6343;2528;0;250;21;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;735;0;0
015;Stralsund – Nordvorpommern – Rügen;MV;Brief;0;19678;171;19507;2310;10022;870;4793;866;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;176;19502;2603;7672;1934;5268;1263;0;297;19;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;405;0;0
016;Greifswald – Demmin – Ostvorpommern;MV;Brief;0;20380;196;20184;2863;7530;1813;5488;1550;0;461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;163;20217;2531;7773;1919;5317;1631;0;428;32;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;542;0;0
017;Bad Doberan – Güstrow – Müritz;MV;Brief;0;18432;231;18201;3930;6356;1364;4786;1245;0;275;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;129;181;18251;3084;6704;1645;4818;1301;0;242;27;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;389;0;0
018;Neubrandenburg – Mecklenburg-Strelitz – Uecker-Randow;MV;Brief;0;19210;253;18957;3026;6392;1316;6310;1016;0;488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;183;19027;2958;6877;1386;5912;1002;0;441;33;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;371;0;0
019;Hamburg-Mitte;HH;Brief;0;43389;609;42780;12410;12950;4151;4616;8190;0;463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438;42951;10453;12240;5531;4609;7692;0;328;0;0;0;0;40;0;0;0;0;0;0;0;0;49;0;0;213;1365;0;431
020;Hamburg-Altona;HH;Brief;0;39720;320;39400;11749;13996;4083;2954;5769;0;158;0;0;0;0;29;42;0;0;0;0;0;0;225;0;0;0;395;250;39470;8418;12943;5731;3586;7328;0;164;0;0;0;0;12;0;0;0;0;0;0;0;0;28;0;0;186;800;0;274
021;Hamburg-Eimsbüttel;HH;Brief;0;44488;537;43951;8306;15679;4618;3053;11525;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;343;44145;10110;14472;6442;3534;8049;0;198;0;0;0;0;18;0;0;0;0;0;0;0;0;32;0;0;132;794;0;364
022;Hamburg-Nord;HH;Brief;0;51975;593;51382;13975;22320;4917;2728;7200;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;51550;11182;19051;8579;3318;7893;0;177;0;0;0;0;14;0;0;0;0;0;0;0;0;24;0;0;147;781;0;384
023;Hamburg-Wandsbek;HH;Brief;0;42545;521;42024;12590;17767;3749;2940;4198;0;371;0;0;0;0;0;0;0;0;0;0;0;0;409;0;0;0;0;355;42190;10847;15531;5837;3397;4796;0;274;0;0;0;0;17;0;0;0;0;0;0;0;0;68;0;0;198;647;0;578
024;Hamburg-Bergedorf – Harburg;HH;Brief;0;34030;480;33550;12034;12190;3056;2643;3109;0;339;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;356;33674;9416;11623;4082;2982;3939;0;279;0;0;0;0;15;0;0;0;0;0;0;0;0;59;0;0;106;631;0;542
025;Aurich – Emden;NI;Brief;0;17462;210;17252;6124;5535;1534;1409;2494;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;17334;5400;5209;2204;1611;2188;0;139;0;0;152;0;3;0;0;0;0;0;0;0;0;3;0;0;16;252;157;0
026;Unterems;NI;Brief;0;19595;245;19350;4922;8797;2241;1394;1817;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;19451;4620;7658;2827;1620;1867;0;174;0;0;170;0;2;0;0;0;0;0;0;0;0;12;0;0;37;287;177;0
027;Friesland – Wilhelmshaven;NI;Brief;0;22419;323;22096;7874;8350;2250;1689;1700;0;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;22223;6023;7720;3427;1851;2128;0;185;0;0;222;0;6;0;0;0;0;0;0;0;0;19;0;0;16;367;259;0
028;Oldenburg – Ammerland;NI;Brief;0;24597;221;24376;6595;9247;2501;1792;3933;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;116;24481;5665;7603;3895;1938;4296;0;121;0;0;175;0;11;0;0;0;0;0;0;0;0;14;0;0;38;572;153;0
029;Delmenhorst – Wesermarsch – Oldenburg-Land;NI;Brief;0;22584;221;22363;6818;8520;2560;1520;2417;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;0;0;143;22441;5590;7830;3408;1820;2736;0;155;0;0;204;0;6;0;0;0;0;0;0;0;0;18;0;0;35;314;325;0
030;Cuxhaven – Stade II;NI;Brief;0;18872;222;18650;5951;7808;1809;1223;1509;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;147;18725;4745;6995;2755;1464;1959;0;130;0;0;178;0;4;0;0;0;0;0;0;0;0;14;0;0;28;224;229;0
031;Stade I – Rotenburg II;NI;Brief;0;21157;240;20917;6485;9499;1709;1310;1514;0;230;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;109;156;21001;4979;8156;3042;1515;2410;0;195;0;0;155;0;6;0;0;0;0;0;0;0;0;15;0;0;29;325;174;0
