Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
072;Anhalt;ST;Urne;248457;126258;3209;123049;26512;38373;9690;39345;4060;0;3405;0;0;0;0;793;0;0;0;0;0;0;0;0;0;0;0;871;3098;123160;20255;37142;13172;41487;4435;0;3089;0;0;0;0;419;0;0;0;0;0;0;0;0;421;0;0;0;2740;0;0
073;Halle;ST;Urne;223268;113806;2136;111670;18038;34458;9754;38242;8144;0;2219;0;0;0;0;815;0;0;0;0;0;0;0;0;0;0;0;0;1918;111888;17392;29700;13336;36133;9040;0;1993;0;0;0;0;425;0;0;0;0;0;0;0;0;290;0;0;0;3579;0;0
074;Burgenland – Saalekreis;ST;Urne;214081;110575;2316;108259;20323;35729;9511;34729;3281;0;3997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;2287;108288;16890;34215;12126;34892;3898;0;3447;0;0;0;0;221;0;0;0;0;0;0;0;0;351;0;0;0;2248;0;0
075;Mansfeld;ST;Urne;232086;119565;2867;116698;20121;37213;9467;41425;4437;0;4035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2560;117005;18307;34196;12787;41237;4074;0;3473;0;0;0;0;284;0;0;0;0;0;0;0;0;376;0;0;0;2271;0;0
076;Berlin-Mitte;BE;Urne;197252;96777;2196;94581;26221;19761;5891;18536;19609;0;1686;0;0;0;0;0;710;0;0;0;0;0;0;0;0;0;0;2167;1885;94892;21162;16607;9450;18822;20562;0;1221;410;0;1154;0;84;238;0;88;0;0;0;0;119;101;399;0;176;4299;0;0
077;Berlin-Pankow;BE;Urne;232250;124573;2314;122259;33006;21287;6861;36355;19293;0;3190;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0;1434;1941;122632;22616;20386;10222;34616;23117;0;2587;419;0;1759;0;88;327;0;147;0;0;0;0;173;212;428;0;239;5296;0;0
078;Berlin-Reinickendorf;BE;Urne;183112;98609;2458;96151;27720;36449;9493;8608;9827;0;2113;0;0;0;0;0;629;0;0;0;0;0;0;0;0;0;0;1312;2198;96411;21444;29859;15233;9808;12933;0;1663;630;0;1441;0;26;257;0;61;0;0;0;0;27;129;272;0;180;2448;0;0
079;Berlin-Spandau – Charlottenburg Nord;BE;Urne;184436;94868;2435;92433;31685;32108;7444;9466;8029;0;2054;0;0;0;0;232;896;0;0;0;0;0;0;0;0;0;0;519;2322;92546;22405;25845;13370;11227;12309;0;1637;492;0;1490;0;78;371;0;64;0;0;0;0;42;154;282;0;169;2611;0;0
080;Berlin-Steglitz – Zehlendorf;BE;Urne;217335;116820;1893;114927;32986;42354;9346;7063;18583;0;1137;0;1055;0;0;0;311;0;0;0;0;0;616;0;0;0;0;1476;1609;115211;24787;32721;19307;9219;22665;0;961;358;0;1282;0;26;188;0;60;0;0;0;0;29;94;435;0;195;2884;0;0
081;Berlin-Charlottenburg – Wilmersdorf;BE;Urne;195857;103497;1827;101670;34735;29456;9947;7627;18048;0;873;0;0;0;0;0;631;0;0;0;0;0;0;0;0;0;0;353;1456;102041;22901;24690;16435;9774;22719;0;660;209;0;1055;0;26;178;0;35;0;0;0;0;35;61;340;0;172;2751;0;0
082;Berlin-Tempelhof – Schöneberg;BE;Urne;232759;122071;2681;119390;28714;37241;8745;10916;30395;0;1916;0;0;0;0;0;940;0;0;0;0;0;0;0;0;0;0;523;2302;119769;26759;29689;16222;13179;25444;0;1489;447;0;1607;0;52;301;0;66;0;0;0;0;77;154;454;0;243;3586;0;0
083;Berlin-Neukölln;BE;Urne;197444;98459;3076;95383;27174;27864;8078;12795;13294;0;2760;0;0;0;0;164;0;0;0;0;0;218;0;0;0;0;0;3036;2649;95810;21258;22813;12230;14526;16432;0;2115;485;0;1481;0;87;153;0;99;0;0;0;0;118;131;292;0;173;3417;0;0
084;Berlin-Friedrichshain – Kreuzberg – Prenzlauer Berg Ost;BE;Urne;222647;120358;2113;118245;20458;13308;4568;21351;54419;0;1524;0;0;0;0;0;0;0;0;0;0;491;0;0;0;0;0;2126;2007;118351;24715;13362;7015;30455;31076;0;1209;230;0;1380;0;105;121;0;136;0;0;0;0;282;100;566;0;210;7389;0;0
085;Berlin-Treptow – Köpenick;BE;Urne;200391;109216;1926;107290;19851;22422;4744;47476;7633;0;3552;0;0;0;0;315;887;0;0;0;0;0;0;0;0;0;0;410;1725;107491;21256;19520;8888;35803;11424;0;3215;379;0;1655;0;125;376;0;121;0;0;0;0;147;210;285;0;214;3873;0;0
086;Berlin-Marzahn – Hellersdorf;BE;Urne;203416;102181;2103;100078;16638;19615;5478;46887;5466;0;4194;0;0;0;0;0;1246;0;0;0;0;0;0;0;0;0;0;554;1900;100281;16835;17940;7856;40271;6688;0;3416;404;0;1750;0;94;435;0;131;0;0;0;0;170;319;210;0;140;3622;0;0
087;Berlin-Lichtenberg;BE;Urne;204766;101504;1943;99561;18737;17445;3942;46288;7222;0;3908;0;0;0;0;0;1016;0;0;0;0;0;0;0;0;0;0;1003;1729;99775;17465;16180;6888;40004;8624;0;3124;380;0;1562;0;77;363;0;124;0;0;0;0;206;239;216;0;175;4148;0;0
088;Aachen;NW;Urne;176885;90132;1247;88885;28547;33108;7541;7551;11266;0;872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1007;89125;21204;26347;13050;8523;14313;0;641;170;308;474;0;24;24;0;5;52;42;0;0;0;44;0;0;113;3457;105;229
089;Kreis Aachen;NW;Urne;228546;121569;2274;119295;42348;46291;9871;10769;7942;0;2074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1987;119582;35446;38136;17756;11934;9558;0;1496;657;643;796;0;16;25;0;15;64;47;0;0;0;98;0;0;69;2231;156;439
090;Heinsberg;NW;Urne;187605;105995;2070;103925;25619;51613;9852;8220;6946;0;1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1706;104289;22986;42301;17124;8874;7417;0;1338;347;673;770;0;13;18;0;13;84;48;0;0;0;62;0;0;80;1665;140;336
091;Düren;NW;Urne;199907;108146;2025;106121;33771;48195;7681;7949;6479;0;2046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1688;106458;27958;39099;15629;9442;8318;0;1694;205;707;739;0;18;18;0;15;101;49;0;0;0;56;0;0;47;1851;126;386
092;Erftkreis I;NW;Urne;245417;134250;2096;132154;48975;50843;13193;8739;8103;0;2095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1857;132393;37543;43462;21924;10424;12284;0;1594;399;600;881;0;29;33;0;19;112;58;0;0;0;80;0;0;125;2094;107;625
093;Euskirchen – Erftkreis II;NW;Urne;245382;133276;2892;130384;38888;56198;15075;9105;9011;0;1855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;2251;131025;31586;46613;24216;10392;11438;0;1452;325;755;877;0;38;30;0;19;104;77;0;0;0;118;0;0;121;2041;215;608
094;Köln I;NW;Urne;186798;90193;1071;89122;32596;28607;7246;8235;10856;0;1426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;919;89274;24730;22352;13418;9395;14465;0;1041;285;346;554;0;62;18;0;14;87;49;0;0;0;36;0;0;97;1925;118;282
095;Köln II;NW;Urne;224430;115153;967;114186;39702;38080;10831;6921;17674;0;793;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;751;114402;26465;29295;21380;8940;23849;0;578;158;233;464;0;22;23;0;17;57;40;0;0;0;35;0;0;180;2359;109;198
096;Köln III;NW;Urne;197023;95295;1263;94032;35627;25925;7269;8547;15389;0;1275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1052;94243;26949;21888;12173;10304;17973;0;904;287;348;541;0;46;27;0;22;71;36;0;0;0;39;0;0;133;2107;129;266
097;Bonn;NW;Urne;219218;123712;1600;122112;42785;36354;22936;6782;11801;0;958;0;0;0;0;0;187;0;0;0;0;0;309;0;0;0;0;0;1438;122274;28878;35912;23085;9384;19481;0;839;190;370;568;0;30;63;0;24;85;64;0;0;0;38;0;0;127;2887;48;201
098;Rhein-Sieg-Kreis I;NW;Urne;231404;128719;1839;126880;34134;55692;14132;8410;11738;0;1435;0;0;0;0;0;0;0;1061;0;0;0;0;0;0;0;0;278;1601;127118;30139;43427;24180;9390;13504;0;1201;228;559;815;0;16;14;0;14;480;67;0;0;0;80;0;0;124;2435;128;317
099;Rhein-Sieg-Kreis II;NW;Urne;211859;122993;1646;121347;31290;59788;12070;6016;10391;0;1171;0;0;0;0;0;0;0;621;0;0;0;0;0;0;0;0;0;1446;121547;26079;43480;26733;7172;12831;0;977;170;508;694;0;23;12;0;10;266;67;0;0;0;51;0;0;106;2013;112;243
100;Oberbergischer Kreis;NW;Urne;211963;121600;2157;119443;34088;57151;10197;8087;7796;0;1502;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;0;321;2017;119583;29278;44991;19893;9300;10186;0;1136;320;798;756;0;12;30;0;20;119;67;0;0;0;108;0;0;189;1781;162;437
101;Rheinisch-Bergischer Kreis;NW;Urne;215582;125541;1347;124194;34801;60482;10258;6960;10183;0;1310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;1327;124214;29993;42204;23510;8780;14149;0;987;287;581;799;0;23;35;0;11;112;60;0;0;0;81;0;0;121;1903;183;395
102;Leverkusen – Köln IV;NW;Urne;213303;110309;1733;108576;41500;37277;8098;9375;9869;0;1892;0;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;328;1399;108910;31600;30638;15535;10948;13815;0;1473;363;587;730;0;158;32;0;24;83;64;0;0;0;69;0;0;125;2088;172;406
103;Wuppertal I;NW;Urne;216614;115100;1801;113299;41826;37093;9100;12738;10283;0;2012;0;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;1672;113428;31881;30440;15152;14219;14608;0;1340;934;535;807;0;105;22;0;19;102;42;0;0;0;72;0;0;94;2505;129;422
104;Solingen – Remscheid – Wuppertal II;NW;Urne;229927;129291;1831;127460;45363;47971;10609;11298;10168;0;2051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1569;127722;35172;38891;20382;12727;13196;0;1429;564;716;869;0;77;32;0;24;121;87;0;0;0;124;0;0;126;2486;153;546
105;Mettmann I;NW;Urne;204450;113088;1398;111690;38985;48213;8384;6822;7871;0;1415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1362;111726;28582;36892;20323;8436;11653;0;1026;524;643;723;0;26;34;0;18;90;56;0;0;0;60;0;0;99;1945;180;416
106;Mettmann II;NW;Urne;168402;92495;1274;91221;33898;35003;7982;6848;6256;0;1234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1074;91421;25623;29330;15026;7998;8764;0;887;375;497;542;0;25;19;0;17;81;59;0;0;0;69;0;0;68;1613;126;302
107;Düsseldorf I;NW;Urne;218215;114128;1305;112823;35015;46968;10242;8211;11183;0;1046;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;1034;113094;27409;34696;21756;9619;14734;0;642;570;310;646;0;55;28;0;23;68;66;0;0;0;43;0;0;70;1944;102;313
108;Düsseldorf II;NW;Urne;195910;101661;1441;100220;35041;36098;7662;10795;9197;0;1284;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;1164;100497;27500;28812;15136;10982;12599;0;735;856;433;616;0;53;19;0;15;76;66;0;0;0;51;0;0;76;1965;136;371
109;Neuss I;NW;Urne;213950;108871;1589;107282;33577;49087;8962;6852;7113;0;1691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1433;107438;27962;37977;18519;7771;9109;0;1205;419;630;664;0;22;17;0;17;55;327;0;0;0;64;0;0;77;2066;150;387
110;Mönchengladbach;NW;Urne;194294;101322;1490;99832;28659;44159;9274;8023;8212;0;1351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;1229;100093;25361;33504;18045;8866;8901;0;1080;258;463;727;0;28;17;0;15;71;210;0;0;0;40;0;0;67;1864;150;426
111;Krefeld I – Neuss II;NW;Urne;204291;113760;1452;112308;34439;46517;12781;6997;8877;0;1129;0;1568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1285;112475;28218;38288;21625;8156;10703;0;853;268;808;696;0;36;23;0;17;73;214;0;0;0;49;0;0;76;1865;120;387
112;Viersen;NW;Urne;227805;130986;1741;129245;34596;61729;12091;9448;9802;0;1579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1462;129524;30325;47124;24025;10143;11472;0;1227;257;707;973;0;17;15;0;17;80;71;0;0;0;75;0;0;100;2207;125;564
113;Kleve;NW;Urne;226029;124360;1774;122586;37155;59383;10957;7229;7862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1483;122877;29496;50558;19861;7894;9717;0;884;237;702;724;0;21;23;0;12;70;67;0;0;0;81;0;0;114;1917;112;387
114;Wesel I;NW;Urne;207451;120771;1517;119254;47047;44584;8042;9325;7649;0;1358;0;1249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1369;119402;39497;37883;15206;10758;10213;0;1153;330;762;744;0;27;23;0;9;65;69;0;0;0;79;0;0;88;2039;121;336
115;Krefeld II – Wesel II;NW;Urne;182878;102738;1460;101278;41755;34025;8149;8668;7228;0;1235;0;0;0;0;218;0;0;0;0;0;0;0;0;0;0;0;0;1253;101485;33634;28897;13971;9794;10158;0;956;260;452;651;0;94;17;0;15;69;56;0;0;0;69;0;0;59;1779;131;423
116;Duisburg I;NW;Urne;185802;99498;1476;98022;42938;29360;5521;10849;7245;0;1860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;1340;98158;36574;24302;9664;12002;9471;0;1315;498;559;798;0;146;26;0;26;72;93;0;0;0;103;0;0;76;1862;144;427
117;Duisburg II;NW;Urne;159541;77585;1421;76164;36622;19057;4047;9201;4309;0;2526;0;0;0;0;239;0;0;0;0;0;0;0;0;0;0;0;163;1234;76351;31472;16408;6322;11194;5450;0;1708;451;436;668;0;153;27;0;26;50;142;0;0;0;98;0;0;41;1249;121;335
118;Oberhausen – Wesel III;NW;Urne;212283;119297;1712;117585;53906;30775;7023;11903;11430;0;2305;0;0;0;0;243;0;0;0;0;0;0;0;0;0;0;0;0;1585;117712;47189;26961;11957;13842;10881;0;1765;415;626;880;0;103;41;0;28;86;75;0;0;0;123;0;0;88;2002;158;492
119;Mülheim – Essen I;NW;Urne;194638;108879;1371;107508;46103;33289;8447;9811;8251;0;1607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1185;107694;39191;27626;13884;10827;10518;0;1219;432;566;742;0;124;48;0;28;67;51;0;0;0;66;0;0;79;1690;160;376
120;Essen II;NW;Urne;171457;83217;1362;81855;38908;21222;5098;8913;5313;0;1823;0;0;0;0;184;394;0;0;0;0;0;0;0;0;0;0;0;1132;82085;32745;17857;8373;10095;7389;0;1368;807;463;612;0;113;92;0;22;73;57;0;0;0;53;0;0;51;1513;117;285
121;Essen III;NW;Urne;197729;108240;1280;106960;43413;36926;7305;7913;9755;0;1321;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;990;107250;34390;29971;14800;9511;13304;0;1039;482;408;630;0;76;96;0;29;76;49;0;0;0;48;0;0;87;1889;88;277
122;Recklinghausen I;NW;Urne;174767;97807;1546;96261;42544;28428;6832;10493;6043;0;1762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159;1230;96577;35051;25948;10382;11710;7978;0;1260;337;506;654;0;66;26;0;13;59;44;0;0;0;151;0;0;66;1825;154;347
123;Recklinghausen II;NW;Urne;194999;105986;1502;104484;45546;31832;7686;11041;6353;0;1884;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;1217;104769;39137;28769;11350;11806;7898;0;1315;397;561;738;0;77;22;0;25;69;52;0;0;0;118;0;0;62;1909;144;320
124;Gelsenkirchen;NW;Urne;187486;95938;2218;93720;51903;23070;6392;0;7210;0;3593;0;0;0;0;1552;0;0;0;0;0;0;0;0;0;0;0;0;1298;94640;40101;20245;8549;12104;6845;0;1726;926;507;647;0;388;30;0;20;69;53;0;0;0;98;0;0;38;1817;113;364
125;Steinfurt I – Borken I;NW;Urne;200304;115338;1622;113716;35012;50421;13469;6963;6783;0;1068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1239;114099;28684;46554;17712;7745;8736;0;878;167;550;452;0;14;15;0;16;46;75;0;0;0;56;0;0;92;1871;169;267
126;Bottrop – Recklinghausen III;NW;Urne;208655;120537;1578;118959;52083;38136;7462;11542;6582;0;2088;0;0;0;0;209;0;0;0;0;0;0;0;857;0;0;0;0;1424;119113;44867;32736;13059;13161;8451;0;1550;557;683;828;0;117;30;0;17;69;57;0;0;0;97;0;0;332;1953;119;430
127;Borken II;NW;Urne;196659;121169;1332;119837;31363;64502;9920;5455;7675;0;922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1124;120045;27127;54041;19887;6180;8743;0;713;149;530;480;0;15;10;0;8;53;74;0;0;0;51;0;0;74;1563;74;273
128;Coesfeld – Steinfurt II;NW;Urne;189353;111782;1092;110690;30098;55199;10512;6153;7930;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;903;110879;25120;45928;18231;6900;10439;0;621;169;580;515;0;12;12;0;15;57;64;0;0;0;58;0;0;131;1618;105;304
129;Steinfurt III;NW;Urne;192966;119655;1613;118042;49594;50422;9264;7756;0;0;1006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1273;118382;37162;41636;16224;7932;11004;0;830;174;617;438;0;14;19;0;11;37;43;0;0;0;64;0;0;73;1750;126;228
130;Münster;NW;Urne;210934;110694;1033;109661;38429;40774;10328;5901;13591;0;527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;959;109735;27387;34283;15905;8230;19399;0;436;126;298;387;0;28;8;0;13;49;44;0;0;0;31;0;0;303;2557;66;185
131;Warendorf;NW;Urne;211287;122362;2232;120130;40059;58079;12260;9732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;120754;30168;47989;18151;8035;11560;0;859;256;570;525;0;6;11;0;8;62;80;0;0;0;65;0;0;88;1910;90;321
132;Gütersloh;NW;Urne;232944;134739;2286;132453;43408;58731;11652;8446;9390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;0;0;0;327;1746;132993;34607;51030;19333;9247;12714;0;1040;315;682;620;0;19;19;0;20;89;68;0;0;0;98;0;0;313;2226;119;434
133;Bielefeld;NW;Urne;247085;136786;2031;134755;48665;47208;7549;11523;18108;0;1417;0;0;0;0;0;285;0;0;0;0;0;0;0;0;0;0;0;1840;134946;41793;39596;14172;14047;18755;0;1187;249;626;694;0;60;79;0;36;91;49;0;0;0;83;0;0;136;2777;126;390
134;Herford – Minden-Lübbecke II;NW;Urne;233781;127006;2120;124886;49619;45679;11220;10006;8362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1851;125155;42123;39220;16381;10699;10961;0;1113;494;721;680;0;29;17;0;18;106;44;0;0;0;68;0;0;104;1938;133;306
135;Minden-Lübbecke I;NW;Urne;209155;119364;1780;117584;47515;49413;7506;7359;5791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;117756;38718;41843;14109;8667;9048;0;792;660;706;530;0;16;15;0;22;51;43;0;0;0;74;0;0;85;1966;114;297
136;Lippe I;NW;Urne;174517;102018;1625;100393;41439;36517;8855;7121;6461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1348;100670;35579;31761;12592;7533;8083;0;904;295;669;556;0;18;31;0;8;65;51;0;0;0;79;0;0;100;1947;92;307
137;Höxter – Lippe II;NW;Urne;216917;128708;2375;126333;40839;58272;9241;7640;7483;0;1284;0;1248;0;0;0;0;0;0;0;0;0;0;326;0;0;0;0;2162;126546;37440;47393;18320;8685;9112;0;992;210;892;543;0;17;18;0;27;78;71;0;0;0;96;0;0;218;2061;96;277
138;Paderborn;NW;Urne;243442;138058;1994;136064;35017;70785;11813;7887;9079;0;1483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1948;136110;28508;57907;22860;8688;11338;0;1152;316;962;612;0;18;21;0;23;99;84;0;0;0;99;0;0;142;2839;113;329
139;Hagen – Ennepe-Ruhr-Kreis I;NW;Urne;217768;117060;1621;115439;50739;37013;8499;10177;6758;0;2253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1452;115608;38755;33261;13897;12090;10688;0;1508;747;570;958;0;76;25;0;8;85;51;0;0;0;89;0;0;62;2039;204;495
140;Ennepe-Ruhr-Kreis II;NW;Urne;183435;100566;1402;99164;41534;29111;9472;8602;8616;0;1413;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;187;1167;99399;35046;25193;12320;9855;11576;0;1098;249;539;770;0;123;23;0;38;80;47;0;0;0;83;0;0;91;1778;116;374
141;Bochum I;NW;Urne;214358;113865;1454;112411;50441;32567;6134;11676;9244;0;1809;0;0;0;0;216;324;0;0;0;0;0;0;0;0;0;0;0;1280;112585;41528;25794;12014;13084;13771;0;1457;288;490;807;0;115;72;0;46;60;33;0;0;0;78;0;0;79;2376;130;363
142;Herne – Bochum II;NW;Urne;188777;101890;2479;99411;52016;25642;6556;0;9662;0;2198;2372;0;0;0;965;0;0;0;0;0;0;0;0;0;0;0;0;1690;100200;40596;21431;9029;13573;8912;0;1365;1230;502;722;0;155;14;0;28;58;53;0;0;0;143;0;0;69;1739;175;406
143;Dortmund I;NW;Urne;214213;110267;1218;109049;46489;28819;8509;11195;11692;0;1835;0;0;0;0;207;303;0;0;0;0;0;0;0;0;0;0;0;1045;109222;36853;24697;12810;12864;15282;0;1189;190;407;662;0;106;67;0;18;70;46;0;0;0;698;0;0;82;2656;111;414
144;Dortmund II;NW;Urne;208840;107181;1334;105847;45933;29756;6788;11897;9099;0;1945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;1176;106005;38255;24478;11905;12918;11920;0;1343;220;568;729;0;89;34;0;20;87;41;0;0;0;551;0;0;55;1990;172;630
145;Unna I;NW;Urne;202933;115624;1419;114205;49700;35651;7170;10125;9657;0;1902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1275;114349;43505;28443;13697;11398;10864;0;1437;253;630;797;0;35;18;0;14;73;39;0;0;0;181;0;0;65;2059;123;718
146;Hamm – Unna II;NW;Urne;239907;129811;2000;127811;57276;40275;10934;9842;7019;0;2465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1713;128098;43999;38586;15099;13291;9951;0;1776;447;669;792;0;49;16;0;22;77;46;0;0;0;184;0;0;64;2401;154;475
147;Soest;NW;Urne;232781;125283;1859;123424;37337;55585;11226;9149;8673;0;1454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1655;123628;32312;43688;20924;10033;10621;0;1097;302;826;637;0;10;37;0;20;85;80;0;0;0;96;0;0;80;2128;211;441
148;Hochsauerlandkreis;NW;Urne;209440;113622;1616;112006;30824;57352;9672;7262;5681;0;1215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1460;112162;28072;46239;17927;7852;7005;0;975;242;711;564;0;22;17;0;23;84;81;0;0;0;73;0;0;88;1606;146;435
149;Siegen-Wittgenstein;NW;Urne;218411;121474;1820;119654;47746;48945;11427;9607;0;0;1929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467;120007;35488;40908;17386;10067;10285;0;1561;527;610;650;0;17;20;0;18;82;65;0;0;0;57;0;0;173;1659;118;316
150;Olpe – Märkischer Kreis I;NW;Urne;214196;108506;1541;106965;31212;49955;10670;7774;5736;0;1618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1465;107041;26853;41132;17811;8352;7453;0;1254;402;666;658;0;32;13;0;26;77;87;0;0;0;90;0;0;81;1482;164;408
151;Märkischer Kreis II;NW;Urne;210993;110376;1507;108869;46041;37881;8327;8493;4652;0;1894;0;0;1581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1431;108945;32509;36542;15202;10094;8042;0;1580;466;659;952;0;41;16;0;21;83;40;0;0;0;89;0;0;74;1799;217;519
152;Nordsachsen;SN;Urne;178447;94781;1658;93123;13648;37946;9184;24082;3549;0;4714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1576;93205;14420;32861;12032;24150;3948;0;4688;351;0;0;0;235;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;Leipzig I;SN;Urne;202455;105075;1517;103558;20037;34473;9575;27591;6724;0;3767;0;0;0;0;0;1391;0;0;0;0;0;0;0;0;0;0;0;1369;103706;18638;30555;13760;26716;8743;0;3782;296;0;0;0;244;972;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;Leipzig II;SN;Urne;212804;112052;1618;110434;25113;32105;8308;28482;12382;0;2705;0;0;0;0;0;1339;0;0;0;0;0;0;0;0;0;0;0;1561;110491;20048;28542;13656;28816;15215;0;2729;215;0;0;0;309;961;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Leipzig-Land;SN;Urne;231084;126454;2049;124405;19991;51871;12486;28261;5415;0;5491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;890;1906;124548;19756;45366;16647;29716;6148;0;5289;420;0;0;0;311;895;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;Meißen;SN;Urne;216629;118478;2065;116413;14583;52376;10645;24931;6532;0;6465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;881;2103;116375;15079;43327;17160;26430;6385;0;6312;373;0;0;0;268;1041;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;Bautzen I;SN;Urne;237786;137247;2672;134575;14918;57020;15653;33768;5430;0;7786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2401;134846;16690;52202;18690;32795;5403;0;7053;488;0;0;0;400;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
