Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BY;09185;Neuburg-Schrobenhausen;69444;48713;687;48026;6443;0;4549;2797;3467;28767;911;0;0;0;0;0;179;0;0;0;0;0;0;692;0;0;0;221;434;48279;6366;0;6508;2759;3456;25412;725;376;344;279;51;5;33;474;0;0;0;0;32;0;23;57;0;395;830;154;0
BY;09186;Pfaffenhofen a.d.Ilm;88313;63225;824;62401;9228;0;9586;3582;6948;31245;1317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;0;0;489;62736;8607;0;8857;3505;5712;30289;947;448;407;418;70;13;15;636;0;0;0;0;56;0;32;105;0;691;1497;431;0
BY;09187;Rosenheim;185231;134972;1679;133293;18336;0;12313;4711;15812;70196;960;2690;0;0;0;0;305;3197;0;0;0;0;0;3374;0;1399;0;0;1248;133724;16232;0;19423;5577;14951;63821;967;2326;801;792;121;23;161;2357;0;0;0;0;169;0;67;391;0;2320;1935;1290;0
BY;09188;Starnberg;94784;75871;775;75096;13150;0;14033;2586;9267;35214;709;0;49;0;0;0;0;0;0;0;0;0;0;41;0;35;12;0;398;75473;10649;0;16647;2821;11111;29619;463;189;306;476;48;11;30;453;0;0;0;0;41;0;39;195;0;637;1196;542;0
BY;09189;Traunstein;130978;92050;1216;90834;13964;0;6516;4083;10606;48471;1288;0;0;0;0;0;458;2221;0;0;0;0;0;1714;0;933;580;0;865;91185;11620;0;11657;4654;11061;43521;1082;786;482;536;167;11;105;1672;0;0;0;0;154;0;35;240;0;1339;1226;837;0
BY;09190;Weilheim-Schongau;98684;73009;1017;71992;11887;0;7194;3554;8659;35645;834;0;0;0;0;0;0;1184;0;0;0;0;0;1512;0;867;0;656;723;72286;10577;0;10674;4130;8440;31383;659;397;602;462;83;12;27;1027;0;0;0;0;76;0;37;175;0;1325;1313;887;0
BY;09261;Landshut, Stadt;47214;31482;645;30837;4888;0;5005;1856;4729;12995;458;0;0;0;0;0;0;0;0;0;0;0;268;638;0;0;0;0;305;31177;4610;0;4683;1927;3743;13799;317;154;179;229;20;6;18;168;0;0;0;0;22;0;12;175;0;398;561;156;0
BY;09262;Passau, Stadt;38176;25011;320;24691;3744;0;6200;1839;2538;9244;385;0;0;0;0;0;0;0;0;0;0;0;0;741;0;0;0;0;242;24769;4230;0;4055;1934;2576;9964;330;107;105;137;27;5;4;109;0;0;0;0;21;0;7;49;0;516;493;100;0
BY;09263;Straubing, Stadt;34307;20617;272;20345;3495;0;1637;1244;1163;11695;498;0;0;0;0;0;0;0;0;0;0;0;0;489;0;0;0;124;207;20410;3089;0;2890;1469;1300;9848;353;186;97;103;21;4;4;121;0;0;0;0;8;0;10;34;0;433;346;94;0
BY;09271;Deggendorf;90845;56548;880;55668;8455;0;5471;4034;4776;30485;1943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;582;55966;8112;0;8144;4167;3937;25994;1309;946;429;329;83;10;16;561;0;0;0;0;72;0;24;103;0;673;762;295;0
BY;09272;Freyung-Grafenau;63922;38374;644;37730;6881;0;5594;2817;1941;18913;1096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488;0;467;37907;5499;0;5341;3369;2252;17634;881;503;257;208;27;7;9;652;0;0;0;0;40;0;22;84;0;505;398;219;0
BY;09273;Kelheim;85581;58482;816;57666;9941;0;6673;3160;4347;30480;1332;0;0;0;0;0;0;0;0;0;0;0;359;1374;0;0;0;0;531;57951;9254;0;7828;3224;4436;28191;1048;362;365;364;51;12;10;421;0;0;0;0;59;0;34;221;0;924;931;216;0
BY;09274;Landshut;114038;81101;1357;79744;10508;0;11262;4346;8057;41478;1505;0;0;0;0;0;0;0;0;0;0;0;549;2039;0;0;0;0;748;80353;9770;0;11520;4403;6823;40476;1008;857;608;579;59;10;13;808;0;0;0;0;74;0;34;314;0;1313;1351;333;0
BY;09275;Passau;147892;93238;1216;92022;12829;0;15869;7378;6229;45031;2215;0;0;0;0;0;0;0;0;0;0;0;0;2471;0;0;0;0;882;92356;13543;0;14147;7264;6478;42512;1747;685;684;586;73;13;36;803;0;0;0;0;95;0;65;177;0;1876;1125;447;0
BY;09276;Regen;63315;38268;533;37735;13551;0;2968;1781;1067;16888;758;0;0;0;0;0;0;0;0;0;0;0;0;560;0;0;0;162;512;37756;6531;0;5025;2916;2061;17524;711;451;285;212;27;5;11;452;0;0;0;0;46;0;19;49;0;737;480;214;0
BY;09277;Rottal-Inn;91825;58631;1140;57491;9444;0;5740;2710;3871;31440;1048;617;0;0;0;0;389;0;0;0;0;0;0;2232;0;0;0;0;731;57900;7560;0;8224;3164;4263;28961;1041;474;392;346;35;7;98;693;0;0;0;0;97;0;32;92;0;1359;776;286;0
BY;09278;Straubing-Bogen;75446;53823;816;53007;7876;0;4045;2385;2142;32989;1263;0;0;0;0;0;0;0;0;0;0;0;0;1991;0;0;0;316;626;53197;6197;0;7317;2872;2564;28472;1021;621;390;314;21;4;13;659;0;0;0;0;39;0;18;88;0;1661;700;226;0
BY;09279;Dingolfing-Landau;70284;45856;912;44944;8476;0;4565;2158;1957;23464;695;1102;0;0;0;0;133;0;0;0;0;0;0;2394;0;0;0;0;496;45360;6591;0;6135;2578;2523;22741;720;914;282;253;24;13;26;447;0;0;0;0;60;0;22;102;0;1113;616;200;0
BY;09361;Amberg, Stadt;33585;21597;404;21193;4937;0;2749;1835;2075;8936;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;0;202;21395;4133;0;2899;1865;1934;8480;419;103;140;131;57;8;8;113;0;0;0;0;22;0;5;30;0;314;600;134;0
BY;09362;Regensburg, Stadt;100178;67841;653;67188;14765;0;9402;4660;8226;25926;814;0;0;0;0;0;0;0;0;0;0;0;0;1429;1449;517;0;0;476;67365;12087;0;9098;5133;9918;25473;678;238;287;517;55;24;24;272;0;0;0;0;37;0;29;173;0;960;1857;505;0
BY;09363;Weiden i.d.OPf., Stadt;33334;22059;380;21679;5217;0;1786;1441;1258;8813;469;0;0;0;0;0;0;0;0;0;0;0;0;247;0;0;0;2448;398;21661;4863;0;2620;1959;1745;8515;475;97;169;139;18;5;11;162;0;0;0;0;28;0;11;30;0;224;459;131;0
BY;09371;Amberg-Sulzbach;82906;59727;1306;58421;14359;0;7747;4724;4726;24888;1545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432;0;0;770;58957;11854;0;7258;4650;4526;24768;1130;442;493;384;107;11;27;402;0;0;0;0;65;0;39;78;0;937;1436;350;0
BY;09372;Cham;101906;65803;918;64885;10031;0;4411;3963;3135;40087;1429;0;0;0;0;0;0;0;0;0;0;0;0;845;0;0;0;984;959;64844;8449;0;8045;4796;3941;33353;1259;587;564;443;85;11;28;702;0;0;0;0;129;0;44;82;0;889;1057;380;0
BY;09373;Neumarkt i.d.OPf.;98125;72335;1604;70731;11291;0;8426;3985;7032;37324;1767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;906;0;0;708;71627;9619;0;9261;4114;6347;35338;1290;368;651;450;70;18;27;511;0;0;0;0;111;0;61;105;0;832;1650;804;0
BY;09374;Neustadt a.d.Waldnaab;77269;57128;825;56303;11190;0;3760;2841;2714;24614;1357;0;0;0;0;0;0;0;0;0;0;0;0;928;0;0;0;8899;1046;56082;11667;0;6477;3963;3656;24433;1466;334;546;384;47;9;15;576;0;0;0;0;96;0;24;74;0;951;1075;289;0
BY;09375;Regensburg;142905;103161;1280;101881;20442;0;12216;5854;6558;49727;1939;0;0;0;0;0;0;0;0;0;0;0;0;2981;1454;710;0;0;979;102182;17288;0;13900;6320;8425;46647;1619;862;750;799;98;16;44;806;0;0;0;0;92;0;72;257;0;1812;1709;666;0
BY;09376;Schwandorf;114138;78136;1233;76903;24290;0;6647;5433;3288;32704;2034;0;0;0;0;0;0;0;0;0;0;0;0;1985;0;0;0;522;998;77138;16379;0;8508;6514;4639;33598;1761;598;661;523;74;11;21;586;0;0;0;0;97;0;50;109;0;1416;1212;381;0
BY;09377;Tirschenreuth;61408;44839;654;44185;7854;0;3118;2285;2059;21464;1168;0;0;0;0;0;0;0;0;0;0;0;0;388;0;0;0;5849;826;44013;7937;0;5175;3171;2659;21061;1130;262;417;349;43;7;7;316;0;0;0;0;98;0;24;72;0;390;673;222;0
BY;09461;Bamberg, Stadt;53916;37356;489;36867;8343;0;3472;2726;4520;16362;425;514;0;0;0;0;0;419;0;0;0;0;0;0;0;0;0;86;308;37048;6076;0;4949;2880;5381;14736;384;430;191;216;31;34;6;198;0;0;0;0;30;0;9;75;0;266;926;230;0
BY;09462;Bayreuth, Stadt;56180;37663;546;37117;8172;0;3603;2175;5642;16735;450;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;37366;7363;0;6019;2348;4571;14378;392;282;167;209;93;8;11;92;0;0;0;0;33;0;15;43;0;192;971;179;0
BY;09463;Coburg, Stadt;32721;22440;283;22157;5799;0;1998;1494;2739;9384;389;0;0;0;0;0;0;0;0;0;0;0;0;273;0;0;0;81;195;22245;5207;0;2863;1723;2527;8405;349;102;79;110;51;12;7;41;0;0;0;0;10;0;9;31;0;172;474;73;0
BY;09464;Hof, Stadt;35645;23838;523;23315;5710;0;2172;2100;2004;10721;519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;463;23375;5038;0;3000;2154;1842;9343;403;155;194;166;133;9;13;82;0;0;0;0;21;0;18;28;0;77;570;129;0
BY;09471;Bamberg;113974;85330;962;84368;14268;0;5895;4958;4488;50523;2066;1040;0;0;0;0;0;564;0;0;0;0;0;483;0;0;0;83;906;84424;11622;0;10874;5602;6058;41487;1719;1649;830;553;152;21;35;669;0;0;0;0;103;0;39;124;0;557;1768;562;0
BY;09472;Bayreuth;85745;63115;846;62269;12948;0;4880;3278;6044;33136;971;1012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;523;62592;12187;0;7881;3596;5014;28926;934;884;508;355;130;7;14;264;0;0;0;0;77;0;25;101;0;313;1094;282;0
BY;09473;Coburg;71590;51688;706;50982;13149;0;3964;3312;4436;24065;1241;0;0;0;0;0;0;0;0;0;0;0;0;637;0;0;0;178;533;51155;12255;0;6063;3735;4095;21269;1095;297;339;259;76;18;13;120;0;0;0;0;25;0;32;78;0;350;907;129;0
BY;09474;Forchheim;88406;66580;825;65755;11701;0;7703;3358;6318;33871;929;1162;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;134;575;66005;10407;0;9114;3632;6432;30518;865;968;611;434;165;15;21;299;0;0;0;0;86;0;34;139;0;359;1558;348;0
BY;09475;Hof;81949;58789;790;57999;15001;0;4475;4119;4330;28649;1223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;620;58169;13401;0;6469;4374;3887;25540;973;422;471;455;298;8;16;209;0;0;0;0;65;0;46;75;0;239;965;256;0
BY;09476;Kronach;58523;41723;795;40928;9934;0;2843;2669;2205;21725;1145;0;0;0;0;0;0;0;0;0;0;0;0;324;0;0;0;83;544;41179;9407;0;4472;2658;2085;19574;940;215;293;228;104;5;5;100;0;0;0;0;35;0;15;56;0;175;712;100;0
BY;09477;Kulmbach;61611;44947;350;44597;7632;0;1433;2217;2190;29793;798;0;0;0;0;0;0;0;0;0;0;0;0;534;0;0;0;0;409;44538;9225;0;4785;2964;3306;20987;792;254;334;302;96;6;10;91;0;0;0;0;31;0;23;70;0;401;693;168;0
BY;09478;Lichtenfels;55182;39849;397;39452;5617;0;1387;1831;1605;27634;988;0;0;0;0;0;0;0;0;0;0;0;0;390;0;0;0;0;510;39339;6554;0;4487;2197;2418;20405;948;205;283;238;73;12;14;117;0;0;0;0;21;0;19;58;0;352;764;174;0
BY;09479;Wunsiedel i.Fichtelgebirge;63141;43469;744;42725;13052;0;2957;3775;2968;18262;1352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;652;42817;10826;0;4567;4022;2949;16778;1082;339;334;384;80;14;20;196;0;0;0;0;25;0;29;64;0;168;713;227;0
BY;09561;Ansbach, Stadt;31306;20290;306;19984;5797;0;1604;1408;2021;7774;372;0;0;0;0;0;0;0;0;0;0;0;0;511;415;0;0;82;268;20022;4480;0;2523;1860;2459;6866;284;108;140;132;49;2;4;47;0;0;0;0;17;0;12;38;0;373;461;167;0
BY;09562;Erlangen, Stadt;76073;57630;550;57080;14897;0;5332;4115;7682;22576;554;0;796;0;0;0;0;0;0;0;0;0;0;986;0;0;0;142;406;57224;12361;0;8318;4177;9133;18267;451;179;413;323;80;28;14;111;0;0;0;0;26;0;22;97;0;683;2128;413;0
BY;09563;Fürth, Stadt;83231;56062;796;55266;16278;0;4688;5568;5481;20076;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;1633;0;462;0;621;55441;13260;0;7412;5840;7010;16655;832;317;351;461;102;32;25;113;0;0;0;0;34;0;43;105;0;273;1993;583;0
BY;09564;Nürnberg, Stadt;345218;239209;3020;236189;72916;0;19056;20148;22872;88226;5129;0;0;0;0;187;0;0;0;0;0;0;0;0;6513;1142;0;0;2389;236820;55881;0;30255;22499;30796;75420;4127;1257;1268;1942;327;161;90;449;0;0;0;0;162;0;148;501;0;1471;7653;2413;0
BY;09565;Schwabach, Stadt;29192;20731;241;20490;5489;0;2094;1569;2219;8236;327;0;0;0;0;0;0;0;0;0;0;0;0;0;408;148;0;0;172;20559;4636;0;2865;1753;2348;7319;256;106;128;133;50;7;6;51;0;0;0;0;12;0;11;74;0;129;507;168;0
BY;09571;Ansbach;140048;100340;1438;98902;19753;0;11291;5061;7769;47963;2338;0;0;0;0;0;0;0;0;0;0;0;0;2355;1890;0;0;482;1206;99134;17889;0;14396;6836;9871;40323;1829;832;1003;626;412;21;24;332;0;0;0;0;117;0;84;213;0;1602;2057;667;0
BY;09572;Erlangen-Höchstadt;101188;78215;785;77430;17372;0;7404;4160;7354;38109;1042;0;1150;0;0;0;0;0;0;0;0;0;0;700;0;0;0;139;685;77530;15887;0;11730;4644;8910;30285;911;417;682;471;128;17;23;197;0;0;0;0;44;0;28;113;0;494;1968;581;0
BY;09573;Fürth;89029;68358;933;67425;17883;0;6381;4744;5979;28308;1395;0;0;0;0;0;0;0;0;0;0;0;0;0;1506;0;1229;0;806;67552;14784;0;10024;5129;7499;23968;1067;482;552;516;149;23;22;182;0;0;0;0;48;0;47;124;0;438;1849;649;0
BY;09574;Nürnberger Land;128435;97979;1263;96716;23658;0;8790;5500;10216;43884;1877;0;0;0;0;0;0;0;0;0;0;0;0;0;1830;961;0;0;954;97025;22288;0;13118;6494;11916;34976;1385;966;594;662;208;17;17;258;0;0;0;0;66;0;46;154;0;614;2140;1106;0
BY;09575;Neustadt a.d.Aisch-Bad Windsheim;77443;55521;783;54738;10344;0;4292;3486;5649;28513;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;1027;0;351;0;603;54918;9776;0;7542;3698;5805;22769;815;452;609;378;142;11;19;197;0;0;0;0;60;0;46;135;0;899;1193;372;0
BY;09576;Roth;96511;73097;993;72104;16806;0;10019;4110;6305;31396;1412;0;0;0;0;0;0;0;0;0;0;0;0;0;1375;681;0;0;738;72359;14039;0;10059;4768;7601;29787;1102;508;545;500;151;11;25;237;0;0;0;0;54;0;48;207;0;451;1550;716;0
BY;09577;Weißenburg-Gunzenhausen;72599;51359;809;50550;11583;0;4451;2762;4264;24502;1125;0;0;0;0;0;0;0;0;0;0;0;0;792;943;0;0;128;645;50714;10478;0;6303;3480;4964;20939;910;361;377;303;157;14;14;174;0;0;0;0;53;0;32;149;0;687;994;325;0
BY;09661;Aschaffenburg, Stadt;49850;33634;716;32918;6550;0;3546;2477;6288;12983;643;0;0;0;0;0;0;0;0;0;0;0;0;431;0;0;0;0;578;33056;5986;0;5086;2699;4365;12102;394;404;214;191;31;30;10;78;0;0;0;0;27;0;15;63;0;250;832;279;0
BY;09662;Schweinfurt, Stadt;39579;25343;487;24856;5736;0;1919;3867;2225;10321;470;0;0;0;0;0;0;226;0;0;0;0;0;0;0;0;0;92;376;24967;5417;0;2827;3435;2251;9258;297;252;123;122;27;23;10;78;0;0;0;0;23;0;10;39;0;108;526;141;0
BY;09663;Würzburg, Stadt;99834;70893;803;70090;16663;0;7479;3982;11401;27701;755;0;0;0;0;0;0;0;0;0;0;0;0;0;1884;0;0;225;551;70342;12941;0;9968;4646;12516;24781;404;741;284;437;87;16;24;140;0;0;0;0;68;0;15;99;0;640;2217;318;0
BY;09671;Aschaffenburg;134022;101371;2124;99247;18593;0;11639;5595;16429;43508;2073;0;0;0;0;0;0;0;0;0;0;0;0;1410;0;0;0;0;1719;99652;17249;0;15782;6129;10706;41099;1356;1387;875;726;68;37;40;251;0;0;0;0;93;0;45;183;0;729;1996;901;0
BY;09672;Bad Kissingen;85514;62823;933;61890;9564;0;5894;5053;7235;32663;1217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;264;682;62141;8733;0;8623;5271;5131;29684;821;774;471;335;124;10;36;166;0;0;0;0;77;0;31;104;0;444;1041;265;0
BY;09673;Rhön-Grabfeld;65476;48176;847;47329;7549;0;3592;3721;4007;27436;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;649;47527;6189;0;6817;3822;3794;23723;626;358;387;222;84;7;10;115;0;0;0;0;66;0;18;73;0;256;793;167;0
BY;09674;Haßberge;68617;51053;879;50174;11374;0;4106;4226;3481;25475;1291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;569;50484;8790;0;6748;4624;3550;22301;1057;448;481;247;51;16;10;214;0;0;0;0;53;0;21;87;0;542;973;271;0
BY;09675;Kitzingen;69223;50360;1125;49235;10085;0;5297;3384;5968;22170;1271;0;0;0;0;0;0;964;0;0;0;0;0;0;0;0;0;96;608;49752;8514;0;7167;3411;4731;21314;745;577;409;308;113;7;11;331;0;0;0;0;51;0;20;63;0;507;1171;302;0
BY;09676;Miltenberg;96774;70907;1722;69185;12719;0;7374;4111;6316;36423;977;873;0;0;392;0;0;0;0;0;0;0;0;0;0;0;0;0;1219;69688;12179;0;10749;4421;6593;29956;878;784;649;446;82;16;18;179;0;0;0;0;63;0;25;153;0;567;1362;568;0
BY;09677;Main-Spessart;102307;76575;1464;75111;15940;0;5484;4706;7333;39119;643;1357;0;0;529;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;75505;13693;0;9611;4925;7692;33557;697;1042;556;621;150;30;29;200;0;0;0;0;50;0;34;154;0;520;1526;418;0
BY;09678;Schweinfurt;91314;70347;1509;68838;11973;0;6497;7552;6405;33762;1288;0;0;0;0;0;0;1023;0;0;0;0;0;0;0;0;0;338;883;69464;10816;0;8748;6471;6200;31693;787;961;558;341;137;32;19;375;0;0;0;0;83;0;27;140;0;375;1379;322;0
BY;09679;Würzburg;125973;99138;1382;97756;22392;0;9551;5352;10513;46099;1557;0;0;0;0;0;0;0;0;0;0;0;0;0;1775;0;0;517;1018;98120;18499;0;13235;5936;11825;40513;883;1721;727;666;163;20;35;288;0;0;0;0;79;0;24;161;0;782;2045;518;0
BY;09761;Augsburg, Stadt;185478;121772;1632;120140;24154;0;12729;8536;18149;49751;1857;0;0;0;0;220;158;872;0;0;0;0;0;1459;0;1509;0;746;1601;120171;22866;0;15380;9640;15568;45533;1466;771;575;868;113;106;82;583;0;0;0;0;103;0;82;274;0;974;3821;1366;0
BY;09762;Kaufbeuren, Stadt;31663;20425;320;20105;2685;0;2227;1559;1829;10499;319;0;0;0;0;0;0;412;0;0;0;0;0;291;0;0;43;241;241;20184;2745;0;3403;1523;1931;8907;257;111;119;128;37;6;13;190;0;0;0;0;32;0;12;39;0;209;415;107;0
BY;09763;Kempten (Allgäu), Stadt;47475;30991;405;30586;4252;0;3724;2094;3975;14565;299;581;0;0;0;0;0;330;0;0;0;0;0;766;0;0;0;0;316;30675;4762;0;5032;2250;3367;12277;281;506;214;229;66;22;8;188;0;0;0;0;52;0;16;82;0;448;630;245;0
BY;09764;Memmingen, Stadt;29798;19988;389;19599;4867;0;2192;1147;1563;8395;434;0;0;0;0;0;0;193;0;0;0;0;0;605;0;0;55;148;270;19718;3253;0;3304;1296;1938;8088;342;100;100;106;124;6;10;116;0;0;0;0;19;0;12;38;0;399;367;100;0
BY;09771;Aichach-Friedberg;96843;71969;1007;70962;10172;0;9169;3103;5910;37993;1105;0;0;0;0;0;124;1375;0;0;0;0;66;1207;0;709;0;29;667;71302;9281;0;11047;3465;6454;34293;752;957;467;474;90;17;50;838;0;0;0;0;90;0;34;186;0;791;1387;629;0
BY;09772;Augsburg;182218;131816;1820;129996;20664;0;14361;6493;11547;68704;2148;0;0;0;0;10;339;1693;0;0;0;0;0;1958;0;1979;0;100;1355;130461;19316;0;20589;7425;12216;58973;1728;1118;923;914;145;39;83;1078;0;0;0;0;139;0;86;292;0;1232;2565;1600;0
BY;09773;Dillingen a.d.Donau;72061;49281;792;48489;7479;0;7832;2855;3387;24054;1153;0;0;0;0;0;0;817;0;0;0;0;288;513;0;0;0;111;527;48754;6433;0;7922;2910;3664;23067;784;1057;432;262;74;13;14;471;0;0;0;0;55;0;35;175;0;346;762;278;0
BY;09774;Günzburg;89304;60911;1077;59834;7890;0;6317;3673;5293;32923;1804;0;0;0;0;0;0;0;0;0;0;0;0;1934;0;0;0;0;642;60269;8137;0;9017;3644;4273;29063;1401;466;524;418;103;10;30;451;0;0;0;0;88;0;43;96;0;949;1197;359;0
BY;09775;Neu-Ulm;120795;85316;1390;83926;15293;0;9695;5636;10708;38840;2103;0;0;0;0;0;0;0;0;0;0;0;0;1651;0;0;0;0;923;84393;14136;0;14106;5820;8755;33927;1676;412;622;530;150;25;49;330;0;0;0;0;110;0;75;198;0;950;2025;497;0
BY;09776;Lindau (Bodensee);58682;42281;492;41789;5984;0;4194;2340;5867;21471;348;310;0;0;0;0;0;469;0;0;0;0;0;806;0;0;0;0;433;41848;6046;0;6768;2576;5410;17718;306;272;286;269;68;9;15;289;0;0;0;0;127;0;15;100;0;676;691;207;0
BY;09777;Ostallgäu;102335;74239;1210;73029;8153;0;9426;3318;7155;38239;943;0;0;0;0;0;0;3555;0;0;0;0;0;1291;0;0;372;577;920;73319;8396;0;11732;3538;7138;35480;770;432;558;438;94;15;33;1802;0;0;0;0;193;0;43;146;0;972;1229;310;0
BY;09778;Unterallgäu;104221;74023;1438;72585;8948;0;9664;3734;5880;38579;1694;0;0;0;0;0;0;1207;0;0;0;0;0;2190;0;0;267;422;988;73035;7814;0;13191;3889;5943;34506;1315;502;556;438;226;8;46;965;0;0;0;0;205;0;65;148;0;1636;1214;368;0
BY;09779;Donau-Ries;99365;71762;1213;70549;12127;0;6021;4620;5708;37752;1158;0;0;0;0;0;0;1202;0;0;0;0;534;1270;0;0;0;157;849;70913;10731;0;9543;4142;5565;34844;959;498;532;358;86;14;23;745;0;0;0;0;101;0;24;280;0;887;1200;381;0
BY;09780;Oberallgäu;115551;85585;1111;84474;8871;0;9546;3408;10251;47145;667;1201;0;0;0;0;0;1807;0;0;0;0;0;1578;0;0;0;0;869;84716;9584;0;14218;3909;8976;40564;615;1022;700;541;108;10;30;1030;0;0;0;0;178;0;40;171;0;1175;1314;531;0
SL;10041;Regionalverband Saarbrücken;256577;183168;3718;179450;54478;57685;13453;39243;11209;0;2461;0;598;0;0;323;0;0;0;0;0;0;0;0;0;0;0;0;2911;180257;43764;49011;21687;42840;14563;0;2209;0;2188;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;2945;927;0
SL;10042;Merzig-Wadern;82872;61744;1563;60181;19772;23612;4482;8427;3069;0;819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1354;60390;14882;20712;7593;10706;3737;0;756;0;815;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;826;346;0
SL;10043;Neunkirchen;112670;81813;1901;79912;27010;25955;5162;16621;3351;0;1193;0;620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1551;80262;22455;22650;8307;18659;4281;0;1099;0;1345;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;1049;394;0
SL;10044;Saarlouis;161209;120144;3096;117048;37358;43848;8822;19189;6331;0;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2599;117545;27770;37701;14788;24231;7673;0;1403;0;1566;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;1715;660;0
SL;10045;Saarpfalz-Kreis;119510;89880;1875;88005;25929;31276;6894;15223;4450;0;1349;0;2884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1626;88254;20771;27356;11183;17337;6319;0;1323;0;2092;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;1338;504;0
SL;10046;St. Wendel;75716;59445;1513;57932;17793;25488;3294;8385;2261;0;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286;58159;14822;21859;5869;10107;2977;0;609;0;906;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;747;243;0
BE;11000;Berlin, Stadt;2471665;1752839;34080;1718759;418045;452542;123780;355640;298277;0;34488;0;1416;0;0;901;10946;0;0;0;0;929;875;0;0;0;0;20920;29434;1723405;348082;393180;198516;348661;299535;0;27799;5921;0;23528;0;1111;4709;0;1420;0;0;0;0;1894;2275;5492;0;3220;58062;0;0
BB;12051;Brandenburg an der Havel, Stadt ;62606;37601;964;36637;12742;9343;1701;10108;1411;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;995;36606;10485;8950;2466;10524;1768;0;749;37;0;0;0;50;49;0;0;0;0;0;0;0;297;0;198;0;1033;0;0
BB;12052;Cottbus, Stadt ;85352;54038;1477;52561;15062;11730;4468;16599;2584;0;1525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;1212;52826;13222;11750;4538;16134;2985;0;1217;82;0;0;0;95;108;0;0;0;0;0;0;0;333;0;417;0;1945;0;0
BB;12053;Frankfurt (Oder), Stadt;50820;32551;1112;31439;7783;7207;2197;11451;1939;0;862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;830;31721;7463;7087;2425;10695;1842;0;606;85;0;0;0;48;101;0;0;0;0;0;0;0;260;0;203;0;906;0;0
