Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIE VIOLETTEN;ödp;PIRATEN;RRP;Freie Union;Übrige;Ungültige;Gültige;SPD;CDU;FDP;DIE LINKE;GRÜNE;CSU;NPD;REP;FAMILIE;Die Tierschutzpartei;PBC;MLPD;BüSo;BP;PSG;Volksabstimmung;ZENTRUM;ADM;CM;DKP;DVU;DIE VIOLETTEN;FWD;ödp;PIRATEN;RRP;RENTNER
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NW;05112;Duisburg, Stadt;345343;223880;3546;220334;97799;64780;12690;23756;15221;0;5144;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;669;3101;220779;84261;55446;20581;27618;18700;0;3489;1113;1164;1856;0;329;68;0;60;200;308;0;0;0;224;0;0;158;3808;392;1004
NW;05113;Essen, Stadt;435602;303489;3727;299762;126582;96607;21026;25511;24006;0;4699;0;0;0;0;240;1091;0;0;0;0;0;0;0;0;0;0;0;2978;300511;105066;81792;36829;29171;30931;0;3496;1869;1351;2148;0;269;331;0;78;303;173;0;0;0;163;0;0;211;4917;417;996
NW;05114;Krefeld, Stadt;168093;114481;1395;113086;39240;42272;11354;8431;9769;0;1215;0;735;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;1260;113221;31185;36939;17769;9765;12239;0;954;216;585;755;0;61;21;0;23;95;72;0;0;0;55;0;0;71;1847;167;402
NW;05116;Mönchengladbach, Stadt;194294;124190;1774;122416;33852;55784;11573;9233;10162;0;1569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;1444;122746;30018;43020;22148;10241;10876;0;1231;301;526;906;0;31;20;0;19;104;259;0;0;0;49;0;0;84;2191;196;526
NW;05117;Mülheim an der Ruhr, Stadt;128222;94447;1167;93280;37043;30283;8828;7937;8116;0;1073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;935;93512;31957;25492;13363;8725;9624;0;808;246;437;659;0;102;31;0;24;65;45;0;0;0;57;0;0;60;1330;154;333
NW;05119;Oberhausen, Stadt;158666;108617;1547;107070;47971;28599;6518;10723;10951;0;2095;0;0;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;1395;107222;42348;25819;10699;12460;9596;0;1596;364;564;862;0;90;32;0;23;91;72;0;0;0;90;0;0;81;1749;170;516
NW;05120;Remscheid, Stadt;81358;56094;752;55342;20137;21056;4725;4688;3826;0;910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;665;55429;15426;17994;8726;5419;4825;0;628;235;293;368;0;11;12;0;6;61;29;0;0;0;57;0;0;44;943;76;276
NW;05122;Solingen, Stadt;114569;80275;1068;79207;26689;31041;7042;6692;6559;0;1184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;831;79444;20814;25044;13264;7480;8433;0;798;294;422;556;0;68;22;0;17;91;63;0;0;0;66;0;0;98;1497;103;314
NW;05124;Wuppertal, Stadt;250614;170912;2438;168474;59264;59289;14025;17041;15879;0;2689;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;2213;168699;45873;49182;23547;18901;21384;0;1779;1233;733;1188;0;126;35;0;30;210;66;0;0;0;94;0;0;143;3331;233;611
NW;05154;Kleve;226029;158453;2128;156325;46290;76480;14620;8787;10148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1714;156739;36810;66161;25249;9566;12355;0;1045;299;819;974;0;25;29;0;15;115;90;0;0;0;95;0;0;138;2277;166;511
NW;05158;Mettmann;372852;273405;3250;270155;93492;114576;23006;16830;19058;0;3193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2874;270531;69507;93052;47655;20250;26754;0;2279;1095;1381;1716;0;60;76;0;41;286;178;0;0;0;153;0;0;218;4356;456;1018
NW;05162;Rhein-Kreis Neuss;331783;241727;2916;238811;64527;114736;25014;12923;17390;0;2856;0;1365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2458;239269;55116;91041;46391;14568;19937;0;2003;753;1451;1525;0;44;39;0;28;203;755;0;0;0;121;0;0;165;3883;339;907
NW;05166;Viersen;227805;164366;1990;162376;41691;79359;15755;11102;12633;0;1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1658;162708;36743;61723;30071;11935;14433;0;1428;302;840;1269;0;22;22;0;25;133;106;0;0;0;78;0;0;130;2554;171;723
NW;05170;Wesel;362311;263818;3206;260612;108013;90302;18998;20475;17975;0;2997;0;1583;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;2823;260995;90532;78960;32368;23403;23160;0;2427;725;1439;1692;0;135;54;0;38;183;146;0;0;0;177;0;0;176;4082;346;952
NW;05313;Aachen, Stadt;176885;130211;1582;128629;38523;50703;11554;9520;17241;0;1088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1194;129017;28937;41146;19464;10911;20765;0;789;221;385;672;0;34;32;0;9;87;62;0;0;0;54;0;0;149;4837;149;314
NW;05314;Bonn, Stadt;219218;167574;1898;165676;55251;51674;31606;8381;16856;0;1211;0;0;0;0;0;251;0;0;0;0;0;446;0;0;0;0;0;1655;165919;37387;51654;31483;11624;26573;0;1049;244;443;786;0;40;87;0;26;137;87;0;0;0;52;0;0;208;3685;74;280
NW;05315;Köln, Stadt;703424;496338;5443;490895;171228;159025;44890;37140;71622;0;5938;0;0;0;0;487;0;0;0;0;0;0;0;0;0;0;0;565;4064;492274;126700;132283;76764;44508;88310;0;4228;1137;1482;2803;0;247;105;0;88;529;236;0;0;0;200;0;0;683;9697;807;1467
NW;05316;Leverkusen, Stadt;118130;83947;1288;82659;29222;32114;6986;6137;6485;0;1316;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;282;1021;82926;22740;27012;12775;6977;8610;0;1025;273;473;654;0;97;27;0;15;85;39;0;0;0;50;0;0;76;1431;163;404
NW;05354;Aachen;228546;160816;2766;158050;54205;63511;13275;13502;11056;0;2501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2296;158520;45981;53062;23518;14926;12491;0;1767;820;792;1107;0;19;29;0;18;125;70;0;0;0;114;0;0;81;2764;239;597
NW;05358;Düren;199907;144058;2447;141611;43655;65662;10745;10079;8956;0;2514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1979;142079;36209;53597;21383;11924;11102;0;2066;259;891;1100;0;20;28;0;19;201;72;0;0;0;74;0;0;62;2273;207;592
NW;05362;Rhein-Erft-Kreis;341857;251135;3926;247209;87310;97538;26354;15528;16301;0;3560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;618;3221;247914;67998;84794;41256;18270;23085;0;2680;672;1085;1806;0;59;58;0;37;316;124;0;0;0;155;0;0;193;3726;311;1289
NW;05366;Euskirchen;148942;104971;2092;102879;26212;47597;12886;7366;7133;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;1614;103357;21783;39657;20250;8083;8177;0;1082;248;639;803;0;17;24;0;16;129;59;0;0;0;89;0;0;118;1485;210;488
NW;05370;Heinsberg;187605;131761;2409;129352;31111;65143;12342;9859;8933;0;1964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1923;129838;27877;53888;21315;10638;9307;0;1532;413;784;1047;0;17;24;0;20;145;69;0;0;0;73;0;0;94;1976;199;420
NW;05374;Oberbergischer Kreis;211963;150609;2389;148220;41165;71759;12990;9599;10066;0;1734;0;0;0;0;0;0;0;0;0;0;0;0;458;0;0;0;449;2173;148436;35604;56807;25007;11070;12826;0;1317;380;905;977;0;16;36;0;22;193;79;0;0;0;119;0;0;264;2035;228;551
NW;05378;Rheinisch-Bergischer Kreis;215582;166669;1598;165071;43992;82523;14198;8561;13745;0;1643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;1541;165128;38415;58572;31480;10832;18582;0;1227;353;725;1111;0;30;47;0;18;197;87;0;0;0;94;0;0;177;2346;292;543
NW;05382;Rhein-Sieg-Kreis;443263;328780;4197;324583;82057;154322;34739;17953;29435;0;3208;0;0;0;0;0;0;0;2550;0;0;0;0;0;0;0;0;319;3571;325209;71221;118003;66346;20450;34257;0;2650;495;1283;2087;0;46;36;0;30;1193;196;0;0;0;162;0;0;302;5332;357;763
NW;05512;Bottrop, Stadt;90873;64660;802;63858;29771;18944;3932;5836;3380;0;1033;0;0;0;0;126;0;0;0;0;0;0;0;836;0;0;0;0;719;63941;25363;17041;6644;6851;4393;0;761;299;312;461;0;72;12;0;11;35;25;0;0;0;37;0;0;365;926;77;256
NW;05513;Gelsenkirchen, Stadt;187486;121673;2652;119021;64623;31011;8344;0;9013;0;4199;0;0;0;0;1831;0;0;0;0;0;0;0;0;0;0;0;0;1472;120201;50435;27930;10846;14497;8327;0;2018;1094;573;818;0;454;33;0;21;112;67;0;0;0;108;0;0;52;2148;158;510
NW;05515;Münster, Stadt;210934;163921;1362;162559;53029;63819;16131;7805;20822;0;718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;1190;162731;38604;54902;23951;10970;27985;0;574;175;416;567;0;39;17;0;19;89;78;0;0;0;38;0;0;417;3489;107;294
NW;05554;Borken;273666;201502;2339;199163;51478;103265;19983;9696;13185;0;1556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1786;199716;43790;90752;32976;10752;14571;0;1212;260;855;811;0;24;19;0;24;99;142;0;0;0;82;0;0;136;2561;182;468
NW;05558;Coesfeld;169618;130730;1219;129511;33767;65711;12828;6957;9362;0;886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;129731;28524;55208;21529;7724;11911;0;687;197;631;632;0;13;15;0;20;71;83;0;0;0;58;0;0;147;1752;154;375
NW;05562;Recklinghausen;487548;348261;4659;343602;144650;110871;25546;34515;21441;0;5705;0;0;0;0;308;0;0;0;0;0;0;0;302;0;0;0;264;3684;344577;123850;100262;38208;37589;26157;0;4001;1237;1785;2453;0;232;80;0;58;303;169;0;0;0;394;0;0;247;5782;518;1252
NW;05566;Steinfurt;335998;249324;3129;246195;91345;108481;23085;14747;6607;0;1930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2328;246996;70236;93295;36044;15697;22283;0;1580;349;1175;984;0;23;38;0;24;106;162;0;0;0;116;0;0;172;3814;329;569
NW;05570;Warendorf;211287;156217;2696;153521;49996;75187;16333;12005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1809;154408;37608;62706;23668;9824;14609;0;977;302;685;688;0;8;14;0;16;112;107;0;0;0;82;0;0;119;2308;132;443
NW;05711;Bielefeld, Stadt;238268;173691;2270;171421;59127;61977;10435;13686;24094;0;1715;0;0;0;0;0;387;0;0;0;0;0;0;0;0;0;0;0;2030;171661;51537;52207;18992;16692;24133;0;1396;294;720;920;0;67;98;0;43;129;66;0;0;0;119;0;0;166;3363;183;536
NW;05754;Gütersloh;261647;189615;2807;186808;59460;84045;16865;11122;13986;0;243;0;0;0;0;0;7;0;0;0;0;0;0;625;0;0;0;455;2175;187440;47665;72877;27933;12251;18235;0;1390;414;978;970;0;26;27;0;32;169;98;0;0;0;134;0;0;418;3016;197;610
NW;05758;Herford;195730;138906;2119;136787;53485;51102;12942;10081;9177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1751;137155;45694;44177;18349;10869;11918;0;1160;490;725;785;0;30;20;0;18;152;46;0;0;0;79;0;0;113;1983;193;354
NW;05762;Höxter;116613;86058;1390;84668;21194;45373;6717;4472;4768;0;844;0;985;0;0;0;0;0;0;0;0;0;0;315;0;0;0;0;1320;84738;19990;36739;13890;5160;5301;0;665;144;612;360;0;7;5;0;16;64;61;0;0;0;64;0;0;222;1181;63;194
NW;05766;Lippe;274821;200080;3163;196917;78643;72887;17248;13120;13620;0;658;0;601;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;2570;197510;68822;62620;25862;14165;16677;0;1525;468;1204;1095;0;37;52;0;25;156;96;0;0;0;139;0;0;206;3576;208;577
NW;05770;Minden-Lübbecke;247206;173590;2374;171216;66720;71893;12235;10818;9550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2084;171506;55266;60717;21766;12419;13685;0;1119;884;951;870;0;22;28;0;34;135;66;0;0;0;94;0;0;137;2674;175;464
NW;05774;Paderborn;223556;157938;2015;155923;39447;81502;13972;8593;10826;0;1583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1918;156020;31818;67355;26461;9418;13343;0;1209;341;992;731;0;24;25;0;22;135;102;0;0;0;101;0;0;158;3235;132;418
NW;05911;Bochum, Stadt;284855;202563;3016;199547;89914;59441;12121;14741;18220;0;3325;509;0;0;0;790;486;0;0;0;0;0;0;0;0;0;0;0;2295;200268;74219;48442;20891;22643;22846;0;2421;567;848;1583;0;199;112;0;67;173;77;0;0;0;197;0;0;156;3775;304;748
NW;05913;Dortmund, Stadt;423053;290498;3161;287337;119980;81245;22277;29092;28433;0;4660;0;0;0;0;288;440;0;0;0;0;0;0;0;0;0;0;922;2670;287828;98695;70243;33806;32376;35686;0;3123;494;1198;1960;0;247;145;0;47;277;116;0;0;0;1501;0;0;175;5694;476;1569
NW;05914;Hagen, Stadt;140145;95011;1248;93763;40326;31084;6811;8083;5641;0;1818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1091;93920;30708;28492;10689;9670;8545;0;1147;801;441;829;0;74;23;0;8;102;48;0;0;0;68;0;0;54;1544;210;467
NW;05915;Hamm, Stadt;129218;89529;1268;88261;38184;30122;8531;6055;3981;0;1388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1056;88473;28756;29654;10746;8447;6435;0;980;310;376;502;0;13;15;0;13;53;29;0;0;0;59;0;0;44;1617;115;309
NW;05916;Herne, Stadt;118280;79748;1873;77875;40227;21282;5002;0;6948;0;1513;2259;0;0;0;644;0;0;0;0;0;0;0;0;0;0;0;0;1232;78516;31927;18002;7090;10060;6322;0;938;1211;364;532;0;102;8;0;16;46;40;0;0;0;68;0;0;44;1242;146;358
NW;05954;Ennepe-Ruhr-Kreis;261058;191561;2364;189197;78499;59572;17832;15285;14816;0;2623;0;0;0;0;285;0;0;0;0;0;0;0;0;0;0;0;285;1989;189572;65201;52660;24335;17374;20260;0;2009;443;905;1505;0;166;42;0;46;161;85;0;0;0;136;0;0;141;3043;262;798
NW;05958;Hochsauerlandkreis;209440;152242;1927;150315;40010;77687;13753;9362;7966;0;1537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1702;150540;36741;63133;24530;10064;9460;0;1223;306;910;809;0;25;23;0;26;146;121;0;0;0;96;0;0;112;2008;206;601
NW;05962;Märkischer Kreis;320421;221471;2859;218612;84355;81657;19808;16547;10510;0;3518;0;0;2217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2589;218882;62225;75693;33062;18922;16364;0;2789;790;1282;1869;0;73;37;0;39;269;117;0;0;0;175;0;0;164;3217;547;1248
NW;05966;Olpe;104768;76642;870;75772;17439;41799;7500;3984;4173;0;877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805;75837;16000;35159;12575;4325;4604;0;677;268;407;419;0;15;8;0;21;51;65;0;0;0;49;0;0;49;865;69;211
NW;05970;Siegen-Wittgenstein;218411;156878;2271;154607;60500;64217;15482;12009;0;0;2399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1682;155196;44822;53999;23059;12362;13385;0;1910;660;755;920;0;22;26;0;22;152;88;0;0;0;67;0;0;218;2044;200;485
NW;05974;Soest;232781;165293;2204;163089;47583;74725;15625;11432;11924;0;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1921;163372;41522;59805;27675;12460;14081;0;1324;388;1037;922;0;13;48;0;22;149;123;0;0;0;118;0;0;106;2612;315;652
NW;05978;Unna;313622;226802;2813;223989;96900;71668;15839;18034;17749;0;3799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2428;224374;81932;61615;27025;21312;20119;0;2798;533;1161;1592;0;91;35;0;31;211;89;0;0;0;354;0;0;132;3711;309;1324
HE;06411;Darmstadt, Wissenschaftsstadt;99125;73578;1256;72322;25528;22843;5044;5270;10981;0;629;0;0;0;0;0;0;0;0;0;85;0;0;0;1942;0;0;0;1045;72533;17438;19175;9883;7105;15155;0;500;225;0;603;0;49;63;0;0;0;0;0;0;0;73;0;0;0;2264;0;0
HE;06412;Frankfurt am Main, Stadt;402198;288977;4888;284089;84221;100893;27212;24029;39104;0;2873;862;0;3956;0;170;769;0;0;0;0;0;0;0;0;0;0;0;4241;284736;62350;79120;49792;29948;48870;0;2449;1475;0;2918;0;154;400;0;0;0;0;0;0;0;183;0;0;0;7077;0;0
HE;06413;Offenbach am Main, Stadt;67209;44428;945;43483;13429;15093;4087;4377;4627;0;963;0;0;833;0;0;0;0;0;0;0;0;0;0;0;0;0;74;887;43541;10342;12451;6618;5057;6078;0;720;442;0;608;0;19;64;0;0;0;0;0;0;0;36;0;0;0;1106;0;0
HE;06414;Wiesbaden, Landeshauptstadt;187479;133425;2374;131051;42751;53416;12350;9016;10970;0;1516;0;0;0;0;0;588;0;0;0;0;0;0;0;0;0;0;444;2221;131204;30892;40831;23194;11333;18560;0;1070;1049;0;1005;0;37;269;0;0;0;0;0;0;0;125;0;0;0;2839;0;0
HE;06431;Bergstraße;199708;148308;3135;145173;44903;64472;12966;9171;11296;0;2365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2708;145600;35748;50275;25219;10891;15683;0;1607;1458;0;1618;0;41;165;0;0;0;0;0;0;0;113;0;0;0;2782;0;0
HE;06432;Darmstadt-Dieburg;212102;161670;3841;157829;52906;59623;14876;9675;15515;0;1959;534;0;0;0;0;0;0;0;0;311;0;0;0;1924;0;0;506;3404;158266;41068;49123;26230;12120;21445;0;1644;1065;0;1678;0;70;183;0;0;0;0;0;0;0;101;0;0;0;3539;0;0
HE;06433;Groß-Gerau;172278;128119;3099;125020;44973;45410;10177;9449;12072;0;2457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;2765;125354;35058;37526;18630;11103;15677;0;1680;1098;0;1463;0;60;178;0;0;0;0;0;0;0;109;0;0;0;2772;0;0
HE;06434;Hochtaunuskreis;164545;131574;2037;129537;29594;61154;16333;6245;13141;0;870;688;0;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1853;129721;24481;47648;28898;7694;15756;0;765;722;0;1246;0;20;110;0;0;0;0;0;0;0;68;0;0;0;2313;0;0
HE;06435;Main-Kinzig-Kreis;299306;219769;5225;214544;71521;85517;19476;15214;14111;0;3337;1764;0;3575;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5077;214692;52143;70596;37044;18739;22663;0;3026;2313;0;3061;0;53;288;0;0;0;0;0;0;0;211;0;0;0;4555;0;0
HE;06436;Main-Taunus-Kreis;164372;130279;2398;127881;31323;59859;15272;6672;13248;0;1507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1994;128285;25135;47388;26848;7486;15532;0;1010;612;0;1241;0;27;151;0;0;0;0;0;0;0;92;0;0;0;2763;0;0
HE;06437;Odenwaldkreis;73386;52967;1525;51442;17321;19056;4790;4133;4347;0;732;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;1298;51669;14547;15958;8044;4866;5306;0;611;768;0;462;0;39;67;0;0;0;0;0;0;0;32;0;0;0;969;0;0
HE;06438;Offenbach;237891;179457;5255;174202;46736;75393;19008;10926;16951;0;2194;499;0;1889;0;0;0;0;0;0;0;0;0;0;0;0;0;606;5588;173869;37342;59161;33870;12937;20985;0;1699;1079;0;1922;0;30;222;0;0;0;0;0;0;0;177;0;0;0;4445;0;0
HE;06439;Rheingau-Taunus-Kreis;138092;107149;2111;105038;30696;46305;11357;5560;9078;0;853;1189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1751;105398;23941;36765;20373;6905;12312;0;893;841;0;970;0;22;106;0;0;0;0;0;0;0;68;0;0;0;2202;0;0
HE;06440;Wetteraukreis;223046;166853;3658;163195;54323;66755;14821;9833;11406;0;3415;0;0;2343;0;0;0;0;0;0;0;0;0;0;0;0;0;299;3567;163286;40951;54215;28966;12218;17798;0;3175;502;0;1870;0;39;148;0;0;0;0;0;0;0;105;0;0;0;3299;0;0
HE;06531;Gießen;194073;141443;3023;138420;48408;49659;15221;9374;12852;0;1842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1064;2747;138696;38043;42226;21762;12267;17161;0;1427;550;0;1276;0;37;161;0;0;0;0;0;0;0;135;0;0;0;3651;0;0
HE;06532;Lahn-Dill-Kreis;194479;133947;2823;131124;42513;55400;11643;9044;9765;0;2759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2517;131430;36239;46439;18878;11138;11709;0;2115;694;0;1305;0;37;133;0;0;0;0;0;0;0;117;0;0;0;2626;0;0
HE;06533;Limburg-Weilburg;131968;94277;1975;92302;25400;43334;9344;5829;6268;0;977;588;0;562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1778;92499;22068;35965;15615;6696;7745;0;1017;466;0;1117;0;19;99;0;0;0;0;0;0;0;62;0;0;0;1630;0;0
HE;06534;Marburg-Biedenkopf;185071;135293;2382;132911;51712;47322;10964;10857;10366;0;1690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2195;133098;38139;41356;17410;13181;16884;0;1290;843;0;1116;0;27;151;0;0;0;0;0;0;0;76;0;0;0;2625;0;0
HE;06535;Vogelsbergkreis;89974;65598;1832;63766;21423;24638;6825;5051;4434;0;1206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;1654;63944;17585;20023;11038;6055;6010;0;968;417;0;629;0;21;79;0;0;0;0;0;0;0;62;0;0;0;1057;0;0
HE;06611;Kassel, documenta-Stadt;140827;97906;2353;95553;33738;28433;7343;10588;13837;0;899;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;475;2079;95827;27186;23811;11710;11997;16502;0;703;268;0;814;0;142;93;0;0;0;0;0;0;0;71;0;0;0;2530;0;0
HE;06631;Fulda;168552;125472;2661;122811;25261;66176;12132;7722;9157;0;2363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2459;123013;21768;54780;21710;8518;10187;0;1843;669;0;1054;0;43;154;0;0;0;0;0;0;0;121;0;0;0;2166;0;0
HE;06632;Hersfeld-Rotenburg;98857;72557;1926;70631;27609;25374;7394;5400;3549;0;1305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1850;70707;24110;22371;9509;6298;5214;0;1242;191;0;541;0;20;88;0;0;0;0;0;0;0;53;0;0;0;1070;0;0
HE;06633;Kassel;191915;145761;4491;141270;59418;44466;11856;11423;11923;0;1678;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;427;4206;141555;50954;38254;18547;13014;15004;0;1350;467;0;1259;0;60;139;0;0;0;0;0;0;0;117;0;0;0;2390;0;0
HE;06634;Schwalm-Eder-Kreis;148215;111042;3571;107471;45134;34314;10279;8844;7176;0;1724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3423;107619;37835;30006;14843;10125;9915;0;1420;380;0;1033;0;28;88;0;0;0;0;0;0;0;87;0;0;0;1859;0;0
HE;06635;Waldeck-Frankenberg;128771;91622;2031;89591;29587;35897;9377;6393;6889;0;1324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;1983;89639;26067;29764;14784;7135;8332;0;1008;415;0;645;0;28;80;0;0;0;0;0;0;0;80;0;0;0;1301;0;0
HE;06636;Werra-Meißner-Kreis;85480;63170;1787;61383;25666;20337;4896;5680;3981;0;823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1780;61390;21291;17595;8017;6629;5465;0;697;231;0;463;0;15;67;0;0;0;0;0;0;0;42;0;0;0;878;0;0
RP;07111;Koblenz, Stadt;82692;56567;1174;55393;15290;23890;5073;4237;6332;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;916;55651;12758;19171;9696;4712;6627;0;492;147;402;0;94;15;0;0;0;0;0;0;0;0;33;0;0;144;1360;0;0
RP;07131;Ahrweiler;100614;74578;1344;73234;15742;33458;12890;4311;6041;0;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1052;73526;13192;30251;14999;5387;6699;0;616;203;556;0;100;20;0;0;0;0;0;0;0;0;55;0;0;255;1193;0;0
RP;07132;Altenkirchen (Westerwald);103285;72588;1673;70915;25664;27655;7337;5097;4023;0;1139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1121;71467;17640;26111;11748;6783;5513;0;853;301;675;0;515;37;0;0;0;0;0;0;0;0;68;0;0;130;1093;0;0
RP;07133;Bad Kreuznach;121777;87259;1977;85282;24478;40781;5535;6408;6641;0;1132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307;1570;85689;22849;29238;13616;8124;7938;0;942;353;731;0;166;22;0;0;0;0;0;0;0;0;74;0;0;184;1452;0;0
RP;07134;Birkenfeld;68792;45932;1085;44847;12854;20386;3149;5171;2127;0;666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;888;45044;12135;14062;7574;6073;3127;0;618;194;427;0;82;14;0;0;0;0;0;0;0;0;84;0;0;76;578;0;0
RP;07135;Cochem-Zell;52051;38128;1434;36694;7237;19852;4610;2215;2382;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;821;37307;6798;16748;7323;2552;2331;0;320;126;361;0;85;3;0;0;0;0;0;0;0;0;22;0;0;62;576;0;0
RP;07137;Mayen-Koblenz;167286;117038;2626;114412;31619;53148;13088;7404;7847;0;1306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2097;114941;27188;44604;20349;8659;9292;0;1010;365;1001;0;277;19;0;0;0;0;0;0;0;0;68;0;0;242;1867;0;0
RP;07138;Neuwied;139283;100211;2200;98011;35880;38559;10544;6234;5495;0;1299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1614;98597;24639;35196;17006;8577;8492;0;967;388;873;0;507;35;0;0;0;0;0;0;0;0;55;0;0;197;1665;0;0
RP;07140;Rhein-Hunsrück-Kreis;81702;59170;1725;57445;14679;25768;7206;4336;4718;0;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1127;58043;13094;21275;10582;5015;5322;0;529;251;564;0;248;10;0;0;0;0;0;0;0;0;56;0;0;164;933;0;0
