Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
037;Lüchow-Dannenberg – Lüneburg;NI;Urne;182673;88323;1171;87152;21665;25540;6512;6109;3401;19739;0;954;1519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1610;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;50;875;87448;18260;26645;6889;8606;3972;17745;0;691;993;1015;121;317;93;40;0;0;0;18;0;0;23;0;0;70;0;52;0;1530;0;0;0;0;0;28;0;0;0;127;0;213
038;Osnabrück-Land;NI;Urne;199960;105204;985;104219;36738;31462;7744;9209;2565;14159;0;871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1146;104058;28752;33528;8243;11766;2764;14464;0;565;791;872;96;303;53;49;0;0;0;8;0;0;17;0;0;69;0;41;0;1299;0;0;0;0;0;10;0;0;0;227;0;141
039;Stadt Osnabrück;NI;Urne;195467;91398;965;90433;25720;28365;5224;6206;4369;19109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0;1312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;90543;20408;28201;5322;8975;4017;19220;0;307;873;751;63;288;74;33;0;0;0;3;0;0;39;0;0;91;0;40;0;1039;0;0;0;0;0;12;0;0;0;482;0;305
040;Nienburg II – Schaumburg;NI;Urne;193863;96254;960;95294;29274;33350;9121;6029;2219;11220;0;1167;0;1813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;886;95368;22384;32918;9618;9770;2745;12560;0;863;891;1343;111;411;48;56;0;0;0;11;0;0;15;0;0;71;0;49;0;1058;0;0;0;0;0;15;0;0;0;265;0;166
041;Stadt Hannover I;NI;Urne;176770;77577;887;76690;15834;27940;5730;5669;3010;14702;0;484;939;914;0;447;71;0;0;0;0;60;0;0;0;0;0;0;0;0;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1060;76517;13789;24539;5774;7766;3658;16115;0;387;694;879;65;414;57;64;0;0;0;33;0;0;36;0;0;104;0;45;0;854;0;0;0;0;0;22;0;0;0;880;0;342
042;Stadt Hannover II;NI;Urne;190336;85206;872;84334;14932;28623;4916;5523;4667;20591;0;509;1456;1158;0;616;0;0;0;0;0;85;0;0;0;0;0;155;0;0;1103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1045;84161;12964;24599;5089;7507;5529;22824;0;416;1042;884;36;482;59;90;0;0;0;42;0;0;52;0;0;111;0;55;0;1024;0;0;0;0;0;7;0;0;0;869;0;480
043;Hannover-Land I;NI;Urne;231250;110983;1073;109910;33597;37445;9657;8291;2718;13252;0;0;1137;1888;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1206;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;31;1505;109478;27108;35263;9947;12515;3029;15600;0;658;908;1650;91;453;75;44;0;0;0;24;0;0;22;0;0;90;0;33;0;1077;0;0;0;0;0;32;0;0;0;637;0;222
044;Celle – Uelzen;NI;Urne;214482;104217;992;103225;33766;33134;11103;9072;3043;10899;0;2186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;910;103307;26674;31592;11116;12069;3208;13048;0;935;974;1416;130;386;77;59;0;0;0;12;0;0;22;0;0;76;0;42;0;1130;0;0;0;0;0;18;0;0;0;161;0;162
045;Gifhorn – Peine;NI;Urne;219966;113174;1329;111845;27158;47867;12160;7544;2523;9777;0;1340;0;1843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1477;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;91;1504;111670;25458;39074;12693;11203;2855;13678;0;1034;1024;1445;134;456;119;62;0;0;0;20;0;0;16;0;0;95;0;65;0;1447;0;0;0;0;0;40;0;0;0;481;0;271
046;Hameln-Pyrmont – Holzminden;NI;Urne;184471;85586;978;84608;20841;36222;8469;6190;2425;7935;0;1236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;981;84605;18568;30955;8699;8959;2491;10235;0;665;684;1088;118;318;45;50;0;0;0;6;0;0;17;0;0;78;0;48;0;1127;0;0;0;0;0;15;0;0;0;298;0;141
047;Hannover-Land II;NI;Urne;238323;114580;1156;113424;27740;45648;10089;7949;2844;13353;0;1175;1129;1618;0;731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1662;112918;24579;38522;10361;11898;3448;17486;0;1001;952;1620;120;572;68;67;0;0;0;20;0;0;23;0;0;99;0;52;0;1124;0;0;0;0;0;27;0;0;0;618;0;261
048;Hildesheim;NI;Urne;215131;106419;1299;105120;26186;41269;8865;7724;3659;13671;0;928;0;0;0;1010;154;0;0;0;0;0;0;0;0;0;0;0;0;0;1515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;1589;104830;23047;36741;9450;10322;3632;16017;0;684;1001;1286;119;527;85;57;0;0;0;20;0;0;24;0;0;65;0;63;0;1130;0;0;0;0;0;20;0;0;0;335;0;205
049;Salzgitter – Wolfenbüttel;NI;Urne;200922;99831;1382;98449;25647;38143;11453;6692;3839;9446;0;1086;0;0;0;862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;1234;98597;21626;36234;11492;9177;3159;11125;0;843;910;1410;184;424;59;59;0;0;0;19;0;0;14;0;0;64;0;46;0;940;0;0;0;0;0;26;0;0;0;610;0;176
050;Braunschweig;NI;Urne;187721;81574;967;80607;17275;29973;6038;5893;3329;14953;0;705;0;0;0;0;196;308;0;0;0;64;0;0;0;0;0;0;0;0;1101;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;725;1307;80267;14419;25003;6143;8056;3827;17459;0;479;943;913;70;488;105;155;0;0;0;31;0;0;16;0;0;101;0;36;0;967;0;0;0;0;0;32;0;0;0;505;0;519
051;Helmstedt – Wolfsburg;NI;Urne;180147;86199;1252;84947;22369;35169;9586;6542;2435;6810;0;1379;0;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391;1229;84970;20650;29467;9496;8721;2384;9193;0;696;811;1076;148;371;120;46;0;0;0;20;0;0;10;0;0;89;0;61;0;1083;0;0;0;0;0;26;0;0;0;282;0;220
052;Goslar – Northeim – Osterode;NI;Urne;197519;93080;1150;91930;29479;33934;8582;5937;2603;8904;0;1226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1011;92069;20793;34976;8977;9417;2807;10303;0;728;819;1107;142;299;47;51;0;0;0;12;0;0;15;0;0;83;0;33;0;1037;0;0;0;0;0;14;0;0;0;260;0;149
053;Göttingen;NI;Urne;214542;101106;1791;99315;26086;33337;0;9822;5233;21398;0;0;0;0;0;0;0;0;0;0;0;161;0;0;242;0;0;0;0;0;2511;0;0;0;0;0;525;0;0;0;0;0;0;0;0;0;0;0;0;1276;99830;20940;32482;7421;9667;5215;18591;0;757;1110;1044;119;406;81;67;0;0;0;29;0;0;50;0;0;117;0;57;0;1064;0;0;0;0;0;44;0;0;0;270;0;299
054;Bremen I;HB;Urne;245384;92839;895;91944;17957;28147;6404;7155;8198;18097;0;914;1519;1221;0;0;133;0;0;0;0;77;0;0;0;0;0;281;0;0;1346;0;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;789;92050;14762;26456;6829;9212;8292;20381;0;691;1072;1104;59;0;88;119;0;0;0;46;0;102;0;0;0;170;0;0;0;1205;0;0;0;0;0;0;0;0;0;1066;0;396
055;Bremen II – Bremerhaven;HB;Urne;214365;85226;1558;83668;15574;30982;9259;5408;6268;10947;0;1060;1646;0;0;512;183;326;0;0;0;75;0;0;0;0;0;287;0;0;1141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1037;84189;13424;28893;9429;7298;5884;12657;0;836;1212;1399;119;0;103;149;0;0;0;51;0;136;0;0;0;166;0;0;0;956;0;0;0;0;0;0;0;0;0;1223;0;254
056;Prignitz – Ostprignitz-Ruppin – Havelland I;BB;Urne;172726;86387;1400;84987;16066;27424;19051;5161;7149;3471;0;3100;1465;0;0;446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;1292;85095;13440;27990;18682;6299;6592;4615;0;2128;1005;1764;376;325;81;0;0;0;0;53;0;0;38;0;0;73;0;0;0;1132;0;0;0;0;0;0;0;0;0;88;295;119
057;Uckermark – Barnim I;BB;Urne;182836;87540;1418;86122;14914;24987;20613;7007;7452;4370;0;2385;1353;0;0;531;246;0;0;0;0;0;0;0;0;0;0;0;0;0;1398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866;1362;86178;13095;25944;20173;6787;7114;5289;0;1996;1035;1815;365;371;133;0;0;0;0;26;0;0;104;0;0;74;0;0;0;1310;0;0;0;0;0;0;0;0;0;121;314;112
058;Oberhavel – Havelland II;BB;Urne;249331;120667;1746;118921;23725;30513;23317;10527;9093;10177;0;4696;2610;0;0;1361;502;0;0;0;0;0;0;0;0;0;0;0;0;0;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1581;119086;19956;32359;23150;11985;7701;11120;0;2992;1458;3910;428;661;193;0;0;0;0;41;0;0;86;0;0;152;0;0;0;1898;0;0;0;0;0;0;0;0;0;276;431;289
059;Märkisch-Oderland – Barnim II;BB;Urne;230391;111703;2193;109510;25246;26096;24323;7651;12112;6553;0;0;2826;0;0;0;421;0;0;0;0;0;0;0;335;0;0;0;0;0;2519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1428;2015;109688;16298;28636;24068;9423;10416;7916;0;3614;1517;3454;346;451;192;0;0;0;0;42;0;0;200;0;0;148;0;0;0;1922;0;0;0;0;0;0;0;0;0;198;557;290
060;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;BB;Urne;202955;100592;1790;98802;19542;31014;18897;6391;8170;5774;0;3371;1695;0;0;556;262;0;0;0;0;0;0;0;0;0;0;0;0;0;1673;0;0;0;0;0;0;0;0;697;0;0;0;0;0;0;0;0;760;1683;98909;15023;31754;18854;8039;7845;7381;0;2485;1193;2445;365;441;179;0;0;0;0;49;0;0;96;0;0;124;0;0;0;1561;0;0;0;0;0;0;0;0;0;164;632;279
061;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;BB;Urne;232797;110864;1167;109697;14646;36532;12755;9819;8426;19343;0;1824;2002;0;0;0;444;0;0;0;0;0;0;0;190;0;0;258;0;0;1994;0;0;0;0;0;0;0;0;0;531;0;0;0;0;0;0;0;933;1209;109655;14699;29067;13575;11732;10767;19254;0;1693;1706;2718;170;451;317;0;0;0;0;51;0;0;138;0;0;189;0;0;0;1951;0;0;0;0;0;0;0;0;0;277;332;568
062;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;BB;Urne;252744;127044;2369;124675;23903;32447;26193;9912;10495;7662;0;4829;0;4220;0;870;264;0;0;0;0;0;0;0;219;0;0;0;0;0;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;1011;0;0;0;666;2229;124815;19702;34140;26661;12144;9169;9324;0;3629;1354;3944;405;590;191;0;0;0;0;61;0;0;172;0;0;159;0;0;0;1866;0;0;0;0;0;0;0;0;0;388;564;352
063;Frankfurt (Oder) – Oder-Spree;BB;Urne;191387;96687;1579;95108;15121;25834;23626;6823;9692;5260;0;3275;2286;0;0;0;447;0;0;0;0;179;0;0;0;0;0;0;0;0;2034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;531;1476;95211;13331;26332;22362;8359;8509;6096;0;2411;1386;2496;466;352;217;0;0;0;0;96;0;0;98;0;0;105;0;0;0;1719;0;0;0;0;0;0;0;0;0;186;454;236
064;Cottbus – Spree-Neiße;BB;Urne;171267;81602;1459;80143;12477;21373;24958;6760;5971;2304;0;1967;1665;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;0;0;1844;0;0;0;0;0;0;0;0;622;0;0;0;0;0;0;0;0;0;1340;80262;10738;21096;23594;8264;5517;3647;0;1652;968;1601;326;256;73;0;0;0;0;40;0;0;105;0;0;77;0;0;0;1505;0;0;0;0;0;0;0;0;0;131;472;200
065;Elbe-Elster – Oberspreewald-Lausitz II;BB;Urne;162410;86169;1668;84501;13220;20550;24247;7190;7063;2533;0;3244;1617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1149;0;0;0;0;0;0;0;0;3421;0;0;0;0;0;0;0;0;267;1580;84589;12298;22413;24342;7764;5756;3083;0;2495;1024;1837;503;320;87;0;0;0;0;27;0;0;72;0;0;61;0;0;0;1019;0;0;0;0;0;0;0;0;0;105;1235;148
066;Altmark;ST;Urne;159998;79406;1083;78323;17002;20563;17124;6551;7855;2956;0;3952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633;983;78423;16340;20627;16954;6680;7262;3679;0;2291;552;816;159;236;32;0;0;0;577;51;0;0;0;0;0;76;390;63;0;1543;0;0;0;0;0;0;0;0;0;0;0;95
067;Börde – Jerichower Land;ST;Urne;215532;102671;1408;101263;24828;24936;24036;7940;8538;3561;0;2531;0;1262;0;0;0;0;0;0;2010;0;0;0;0;0;0;0;0;0;1621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1321;101350;22024;25409;23869;9169;8166;4232;0;1762;810;1371;300;335;40;0;0;0;1259;77;0;0;0;0;0;95;580;97;0;1597;0;0;0;0;0;0;0;0;0;0;0;158
068;Harz;ST;Urne;207942;92150;1361;90789;24174;21854;20021;6701;8855;3586;0;3181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;1274;90876;19646;23099;19786;8245;7922;4208;0;1789;645;1225;223;319;57;0;0;0;951;48;0;0;0;0;0;86;507;69;0;1937;0;0;0;0;0;0;0;0;0;0;0;114
069;Magdeburg;ST;Urne;229198;88679;1042;87637;18732;21132;17273;6567;8316;6452;0;1328;1217;0;0;0;133;0;0;0;2256;115;0;0;0;0;0;0;1121;0;1537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1458;1065;87614;15889;21755;17331;7912;8866;7492;0;1122;1017;852;222;372;87;0;0;0;1669;87;0;0;0;0;0;149;1072;90;0;1363;0;0;0;0;0;0;0;0;0;0;0;267
070;Dessau – Wittenberg;ST;Urne;169749;75733;1039;74694;24313;14370;17238;4905;5768;3942;0;2326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;980;74753;17014;18580;16901;6660;5966;3513;0;1601;601;887;279;291;32;0;0;0;637;48;0;0;0;0;0;59;378;50;0;1165;0;0;0;0;0;0;0;0;0;0;0;91
071;Anhalt;ST;Urne;214563;96982;1667;95315;21884;18659;26923;7227;12772;2710;0;3164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;1537;95445;20137;21452;25169;8592;9215;3214;0;1868;639;1362;296;274;28;0;0;0;937;59;0;0;0;0;0;102;583;69;0;1350;0;0;0;0;0;0;0;0;0;0;0;99
072;Halle;ST;Urne;209765;90014;1064;88950;18652;23677;17215;7135;10792;6468;0;1811;1452;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;1523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1011;89003;15946;19924;16771;8985;9785;10073;0;1331;1024;1227;192;459;110;0;0;0;844;123;0;0;0;0;0;179;394;90;0;1345;0;0;0;0;0;0;0;0;0;0;0;201
073;Burgenland – Saalekreis;ST;Urne;184352;83239;1161;82078;19993;16587;25444;7642;7483;2459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046;82193;16406;17231;24331;8169;6446;2808;0;1081;679;1025;311;279;57;0;0;0;726;54;0;0;0;0;0;77;453;81;0;1883;0;0;0;0;0;0;0;0;0;0;0;96
074;Mansfeld;ST;Urne;198676;90819;1316;89503;21220;20052;26011;7252;8175;2303;0;2524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1191;89628;18509;20519;24986;8381;7372;2822;0;1342;558;1180;331;247;34;0;0;0;827;67;0;0;0;0;0;86;464;80;0;1732;0;0;0;0;0;0;0;0;0;0;0;91
075;Berlin-Mitte;BE;Urne;207010;75760;1555;74205;9453;17232;5100;4617;11110;20991;0;0;1485;1491;0;451;100;0;0;0;0;113;0;0;0;0;0;214;0;0;1140;0;0;0;0;0;36;0;0;0;549;0;0;0;0;0;0;0;123;1448;74312;8207;15936;5270;5606;10994;20851;0;459;1241;1394;51;348;101;49;0;0;0;57;115;0;111;376;20;201;0;120;25;0;0;0;0;0;0;28;0;0;0;2167;0;585
076;Berlin-Pankow;BE;Urne;233069;71021;987;70034;10599;11290;12577;2001;9876;18120;0;510;1812;2098;0;417;141;0;0;0;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;298;0;0;0;0;0;0;0;0;878;70143;10103;10406;12816;2457;10080;17549;0;536;1539;1990;62;330;106;41;0;0;0;24;152;0;172;649;23;141;0;108;25;0;0;0;0;0;0;84;0;0;0;311;0;439
077;Berlin-Reinickendorf;BE;Urne;175195;62636;1670;60966;16256;14773;8373;4655;3160;8254;0;1086;896;1839;0;0;136;0;0;0;0;0;0;0;0;1014;0;0;0;0;524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1540;61096;14558;13848;8515;5618;3016;9288;0;820;768;1826;57;210;74;44;0;0;0;9;116;0;29;935;14;107;0;45;12;0;0;0;0;0;0;36;0;0;0;917;0;234
078;Berlin-Spandau – Charlottenburg Nord;BE;Urne;179896;69772;2162;67610;15031;21116;8825;5576;3973;7621;0;0;1478;2462;0;0;142;0;0;0;0;64;0;0;0;0;0;0;0;0;1078;0;0;0;101;0;57;0;0;0;0;0;0;0;0;0;0;0;86;2095;67677;13442;17790;9038;6619;3656;9164;0;652;1132;2507;78;310;124;42;0;0;0;31;198;0;40;795;33;132;0;92;23;0;0;0;0;0;0;41;0;0;0;1434;0;304
079;Berlin-Steglitz-Zehlendorf;BE;Urne;217506;81881;1476;80405;20406;19817;5644;7268;3758;18108;0;712;1080;1907;0;352;153;0;0;0;0;0;195;0;0;0;0;0;0;0;954;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;1485;80396;16775;18974;6148;9732;4243;18416;0;722;901;1717;28;320;134;49;0;0;0;6;151;0;29;526;22;150;0;76;21;0;0;0;0;0;0;42;0;0;0;663;0;551
080;Berlin-Charlottenburg-Wilmersdorf;BE;Urne;195586;66337;965;65372;15036;16519;4385;5045;4182;16355;0;579;952;1052;0;298;76;0;0;0;0;0;0;0;0;0;0;133;0;0;641;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;60;1014;65323;13045;14218;4960;6796;4793;17188;0;400;849;1067;23;226;74;29;0;0;0;14;53;0;42;256;17;135;0;54;7;0;0;0;0;0;0;39;0;0;0;601;0;437
081;Berlin-Tempelhof-Schöneberg;BE;Urne;231477;85664;1772;83892;17027;22563;6410;6385;5742;19749;0;826;1241;2070;0;447;177;0;0;0;0;0;0;158;0;0;0;0;0;0;1052;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;1905;83759;14171;20139;6932;7770;6837;19947;0;827;1099;1958;53;369;142;56;0;0;0;23;167;0;54;652;39;137;0;102;20;0;0;0;0;0;0;45;0;0;0;1714;0;506
082;Berlin-Neukölln;BE;Urne;196593;71767;2182;69585;12344;18418;6526;4482;9293;12140;0;0;1451;2003;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;780;0;0;0;0;0;83;0;1703;0;0;0;0;99;0;0;0;0;154;1874;69893;10992;16933;6583;4994;8661;13836;0;610;1090;1791;61;256;68;35;0;0;0;50;136;0;62;555;30;112;0;121;19;0;0;0;0;0;0;64;0;0;0;2523;0;311
083;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;BE;Urne;218824;79716;1240;78476;6482;13542;4639;3397;15245;27332;0;0;3952;1554;0;454;100;0;0;0;0;103;0;0;0;0;0;209;0;168;1028;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;184;1155;78561;6064;14398;4914;3872;15435;26448;0;377;1961;1522;24;359;101;44;0;0;0;60;110;0;161;361;21;163;0;166;29;0;0;0;0;0;0;24;0;0;0;1365;0;582
084;Berlin-Treptow-Köpenick;BE;Urne;206999;84980;1860;83120;10980;12694;12434;5081;26947;8039;0;1184;1480;2637;0;0;187;0;0;0;0;82;0;0;0;0;0;0;0;0;1161;0;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;2126;82854;10813;17947;13234;6659;12498;12256;0;1151;1692;2851;270;359;154;44;0;0;0;55;288;0;132;1084;54;193;0;106;22;0;0;0;0;0;0;151;0;0;0;429;0;412
085;Berlin-Marzahn-Hellersdorf;BE;Urne;198002;75106;1781;73325;19883;10640;15040;3553;14309;4215;0;0;1608;3117;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;810;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;1976;73130;11415;15667;15958;5332;10432;5798;0;766;1231;2931;289;322;77;33;0;0;0;39;371;0;133;1293;61;168;0;91;26;0;0;0;0;0;0;73;0;0;0;281;0;343
086;Berlin-Lichtenberg;BE;Urne;200461;80848;2078;78770;9815;15148;12386;4888;18719;9690;0;1344;2101;3230;0;0;141;0;0;0;0;109;0;0;0;0;0;0;0;0;1091;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;2087;78761;9350;17289;12698;5614;13556;10988;0;1054;1650;2790;191;422;99;40;0;0;0;55;370;0;167;1121;40;194;0;112;28;0;0;0;0;0;0;66;0;0;0;373;0;494
087;Aachen I;NW;Urne;176306;66432;697;65735;16371;16287;3667;5036;3427;17976;0;395;1514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;521;65911;14954;14747;3738;6698;4137;17004;0;242;818;598;31;291;123;36;0;0;0;19;33;0;30;0;0;135;0;33;18;822;31;0;0;0;53;15;19;32;0;649;0;605
088;Aachen II;NW;Urne;226420;90834;1268;89566;27941;30190;8728;6732;2667;9842;0;870;1625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1121;89713;25516;27491;8595;9525;3002;9728;0;547;848;1350;120;367;97;32;0;0;0;14;90;0;11;0;0;65;0;38;13;966;25;0;0;0;158;9;27;49;0;791;0;239
089;Heinsberg;NW;Urne;192346;84483;1175;83308;31780;21859;8045;6392;2317;8204;0;1173;2610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1018;83465;26108;22143;8286;9211;2763;9071;0;678;1081;1351;156;359;47;50;0;0;0;10;117;0;8;0;0;45;0;31;9;1041;27;0;0;0;158;16;28;80;0;344;0;247
090;Düren;NW;Urne;199656;77845;1079;76766;26802;23316;8631;5671;1965;6583;0;999;1220;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;993;76852;22461;21457;8766;8517;2455;7906;0;581;742;1225;119;373;49;33;0;0;0;6;90;0;16;0;0;44;0;33;5;924;101;0;0;0;149;18;26;53;0;441;0;262
091;Rhein-Erft-Kreis I;NW;Urne;249035;96226;1146;95080;29708;29296;8459;8937;3165;11647;0;905;0;0;0;1396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1188;0;0;0;0;379;0;0;0;0;0;0;0;0;0;0;0;0;0;973;95253;25856;26320;8498;11984;3062;12900;0;620;773;1308;108;625;48;34;0;0;0;19;87;0;13;0;0;82;0;44;15;1001;38;0;0;0;218;23;43;68;0;1119;0;347
