© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ergebnisse der Bundestagswahl 2025 nach kreisfreien Städten und Landkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte (A);Wählende (B);Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
HE;06535;Vogelsbergkreis;82329;68513;770;67743;14667;23898;4137;2003;16022;0;3346;2574;0;0;325;0;0;573;0;0;0;0;0;0;0;0;0;198;0;0;0;0;664;67849;12477;20681;5197;2931;16254;0;4014;1759;837;0;386;0;0;351;0;0;0;54;0;0;14;0;0;0;0;142;2752;0;0
HE;06611;Kassel, documenta-Stadt;134111;106991;1188;105803;27804;22405;18268;2687;15591;0;15583;1517;0;0;0;0;0;1676;0;0;0;0;0;272;0;0;0;0;0;0;0;0;854;106137;21959;20696;18407;3678;15086;0;16558;727;1330;0;571;0;0;903;0;0;0;80;0;0;92;0;0;0;0;146;5904;0;0
HE;06631;Fulda;167615;142323;1116;141207;17446;63156;9383;4968;32253;0;5768;4777;0;0;1282;0;0;1635;0;0;0;0;0;0;0;0;0;539;0;0;0;0;1003;141320;16512;55145;10772;7073;33274;0;7308;3001;1298;0;621;0;0;1083;0;0;0;87;0;0;17;0;0;0;0;277;4852;0;0
HE;06632;Hersfeld-Rotenburg;89848;74154;875;73279;22089;21405;3220;1958;17864;0;3332;2154;0;0;0;0;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;402;747;73407;16093;21235;4649;2828;18131;0;4027;1432;853;0;310;0;0;576;0;0;0;38;0;0;15;0;0;0;0;122;3098;0;0
HE;06633;Kassel;184376;155732;1918;153814;48012;44082;12164;4352;30298;0;9938;4061;0;0;0;0;0;813;0;0;0;0;0;94;0;0;0;0;0;0;0;0;1563;154169;38790;41560;14356;5646;29813;0;10321;2167;2376;0;680;0;0;792;0;0;0;110;0;0;60;0;0;0;0;228;7270;0;0
HE;06634;Schwalm-Eder-Kreis;138843;117316;1487;115829;34444;33439;6599;3251;27451;0;6029;4616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1267;116049;26893;30710;9244;4699;27320;0;6621;2490;1816;0;555;0;0;475;0;0;0;65;0;0;22;0;0;0;0;147;4992;0;0
HE;06635;Waldeck-Frankenberg;119697;98797;990;97807;22466;33891;6571;3637;22844;0;5089;3309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805;97992;19182;30479;7812;4307;22610;0;5571;1701;1267;0;432;0;0;339;0;0;0;74;0;0;16;0;0;0;0;149;4053;0;0
HE;06636;Werra-Meißner-Kreis;77922;64453;764;63689;15921;22768;4137;1368;13062;0;3914;1807;0;0;0;0;0;512;0;0;0;0;0;0;0;0;0;0;0;0;0;200;672;63781;14354;17749;5299;2424;13726;0;4543;1347;891;0;283;0;0;383;0;0;0;40;0;0;12;0;0;0;0;86;2644;0;0
RP;07111;Koblenz, kreisfreie Stadt;80612;65444;651;64793;16490;20987;8211;2046;9140;0;4831;2032;0;0;0;0;0;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372;65072;12433;18602;9510;3288;9315;0;6502;934;623;0;380;0;0;592;92;0;0;0;0;0;20;0;0;0;0;79;2702;0;0
RP;07131;Ahrweiler;98868;82828;819;82009;14876;33978;9018;2921;12275;0;4315;2578;0;0;0;0;0;1186;486;0;0;0;0;0;0;0;0;376;0;0;0;0;459;82369;14314;30459;9324;4164;12664;0;4782;1496;878;0;351;0;0;620;205;0;0;0;0;0;16;0;0;0;0;157;2939;0;0
RP;07132;Altenkirchen (Westerwald);98440;81299;733;80566;18675;27946;4081;3337;17396;0;3937;1647;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;0;2752;0;0;0;476;80823;14995;26534;5668;3570;18167;0;4802;1229;1029;0;361;0;0;438;93;0;0;0;0;0;25;0;0;0;0;103;3809;0;0
RP;07133;Bad Kreuznach;118201;97037;951;96086;25627;31459;5930;3510;18554;0;4451;2406;0;0;0;0;0;1098;0;0;0;0;0;0;0;0;0;0;3051;0;0;0;602;96435;19702;29717;8769;4450;19690;0;5967;1571;1178;0;384;0;0;750;144;0;0;0;0;0;22;0;0;0;0;116;3975;0;0
RP;07134;Birkenfeld;61322;49405;555;48850;12455;15309;1835;1204;12134;0;1901;1998;0;0;0;0;0;343;0;0;0;0;0;0;0;0;0;0;1671;0;0;0;386;49019;9790;14359;2801;1975;12762;0;2617;1141;638;0;237;0;0;249;58;0;0;0;0;0;11;0;0;0;0;65;2316;0;0
RP;07135;Cochem-Zell;47749;40035;663;39372;7225;16826;2433;1729;7300;0;1724;1480;0;0;0;0;0;289;366;0;0;0;0;0;0;0;0;0;0;0;0;0;353;39682;6648;15656;2736;1940;7338;0;1975;924;490;0;162;0;0;181;124;0;0;0;0;0;2;0;0;0;0;75;1431;0;0
RP;07137;Mayen-Koblenz;163424;136173;1469;134704;28806;51216;9949;4142;26131;0;6620;5669;0;0;0;0;0;1482;345;0;0;0;0;0;0;0;0;344;0;0;0;0;858;135315;25024;45527;12174;6227;26764;0;7745;3090;1516;0;606;0;0;812;202;0;0;0;0;0;32;0;0;0;0;203;5393;0;0
RP;07138;Neuwied;137657;113025;1198;111827;23639;40555;7840;3521;22969;0;5752;2698;0;0;0;0;0;1160;0;0;0;0;0;0;0;0;0;0;3693;0;0;0;744;112281;20684;35762;10006;4918;23832;0;6893;2005;1345;0;538;0;0;740;146;0;0;0;0;0;27;0;0;0;0;177;5208;0;0
RP;07140;Rhein-Hunsrück-Kreis;79794;67648;934;66714;12955;23685;5204;4059;13962;0;2994;2646;0;0;0;0;0;717;492;0;0;0;0;0;0;0;0;0;0;0;0;0;463;67185;12106;21515;5551;3621;14452;0;3517;1620;785;0;330;0;0;513;196;0;0;0;0;0;14;0;0;0;0;131;2834;0;0
RP;07141;Rhein-Lahn-Kreis;93287;77598;952;76646;19528;24976;5539;2430;15208;0;3960;3374;1230;0;0;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;77032;16132;22587;6920;3339;15617;0;4842;1929;1146;0;364;0;0;540;106;0;0;0;0;0;37;0;0;0;0;143;3330;0;0
RP;07143;Westerwaldkreis;154115;128037;1624;126413;28790;47525;7529;3909;25738;0;6231;3712;2979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;126967;22156;43111;10475;5921;26511;0;7445;2457;1756;0;611;0;0;807;145;0;0;0;0;0;19;0;0;0;0;216;5337;0;0
RP;07211;Trier, kreisfreie Stadt;76639;61530;472;61058;19198;16215;7269;1783;7885;0;4433;998;0;0;0;0;0;758;274;0;0;0;0;0;0;0;0;0;2245;0;0;0;326;61204;11904;15488;10147;2746;8496;0;6990;709;654;0;362;0;0;695;134;0;0;0;0;0;26;0;0;0;0;66;2787;0;0
RP;07231;Bernkastel-Wittlich;84219;70337;948;69389;14739;26326;5063;3345;12162;0;3200;3501;0;0;0;0;0;782;271;0;0;0;0;0;0;0;0;0;0;0;0;0;478;69859;12573;24803;5649;3620;12583;0;3723;2201;909;0;342;0;0;376;160;0;0;0;0;0;10;0;0;0;0;100;2810;0;0
RP;07232;Eifelkreis Bitburg-Prüm;71182;59306;627;58679;11094;23073;2697;1414;8945;0;1883;8667;0;0;0;0;0;906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;58926;9870;21211;4208;2562;10002;0;2791;4902;554;0;231;0;0;412;114;0;0;0;0;0;7;0;0;0;0;80;1982;0;0
RP;07233;Vulkaneifel;47303;39455;449;39006;8164;17054;2004;1196;6956;0;1586;1540;0;0;0;0;0;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;39187;6582;15022;2844;1819;7282;0;2028;1052;451;0;200;0;0;242;82;0;0;0;0;0;4;0;0;0;0;59;1520;0;0
RP;07235;Trier-Saarburg;110930;95191;950;94241;27753;31611;5574;4365;14203;0;3358;3127;0;0;0;0;0;800;344;0;0;0;0;0;0;0;0;0;3106;0;0;0;586;94605;19188;32342;8873;4510;15583;0;4993;2483;1060;0;459;0;0;739;177;0;0;0;0;0;11;0;0;0;0;133;4054;0;0
RP;07311;Frankenthal (Pfalz), kreisfreie Stadt;31519;24822;318;24504;5868;6615;1574;824;6191;0;1064;1181;0;0;0;0;0;264;0;0;0;0;0;0;0;0;0;89;834;0;0;0;211;24611;4405;6860;1909;1078;6381;0;1487;653;280;0;116;0;0;137;20;0;0;0;0;0;5;0;0;0;0;41;1239;0;0
RP;07312;Kaiserslautern, kreisfreie Stadt;67052;52005;501;51504;14436;11077;3909;1509;12771;0;2880;2030;0;0;0;0;0;552;0;0;0;0;0;0;0;0;0;146;2194;0;0;0;308;51697;9797;11615;5806;2072;12834;0;4382;1115;681;0;236;0;0;364;67;0;0;0;0;0;19;0;0;0;0;98;2611;0;0
RP;07313;Landau in der Pfalz, kreisfreie Stadt;35958;29639;242;29397;7202;9010;4067;759;4054;0;1899;519;480;0;0;0;0;565;0;0;0;0;0;0;0;0;0;0;842;0;0;0;178;29461;5409;7447;5371;1189;4340;0;3236;327;325;0;182;0;0;346;55;0;0;0;0;0;9;0;0;0;0;23;1202;0;0
RP;07314;Ludwigshafen am Rhein, kreisfreie Stadt;97715;72848;845;72003;20143;17082;5158;2257;17327;0;4452;1696;0;0;0;0;0;728;0;0;0;0;0;0;0;0;0;319;2841;0;0;0;610;72238;14514;17425;6310;2765;17564;0;6296;1019;1053;0;361;0;0;509;85;0;0;0;0;0;24;0;0;0;0;226;4087;0;0
RP;07315;Mainz, kreisfreie Stadt;150429;128787;839;127948;30181;31046;29629;4767;9969;0;14064;1211;0;0;814;0;0;2676;721;0;0;0;0;0;0;0;0;0;2870;0;0;0;561;128226;23159;30330;30926;6539;10769;0;17858;810;820;0;544;0;0;1706;432;0;0;0;0;0;33;0;0;0;0;89;4211;0;0
RP;07316;Neustadt an der Weinstraße, kreisfreie Stadt;39919;33332;300;33032;7155;10844;3753;938;6352;0;1321;1029;0;0;0;0;0;562;0;0;0;0;0;0;0;0;0;68;1010;0;0;0;222;33110;5928;9519;4510;1578;6591;0;1950;749;366;0;130;0;0;366;36;0;0;0;0;0;3;0;0;0;0;54;1330;0;0
RP;07317;Pirmasens, kreisfreie Stadt;29595;21841;297;21544;4147;6820;708;556;6467;0;973;329;715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;787;0;0;0;239;21602;3494;5760;1062;905;6891;0;1166;294;572;0;106;0;0;95;11;0;0;0;0;0;5;0;0;0;0;48;1193;0;0
RP;07318;Speyer, kreisfreie Stadt;35520;28487;282;28205;6287;8462;3178;962;5758;0;1520;569;0;0;0;0;0;404;0;0;0;0;0;0;0;0;0;89;976;0;0;0;211;28276;5122;7484;3859;1272;5980;0;2039;343;365;0;122;0;0;267;45;0;0;0;0;0;5;0;0;0;0;74;1299;0;0
RP;07319;Worms, kreisfreie Stadt;56510;44119;557;43562;10013;14548;2918;1006;10247;0;2459;626;0;0;0;0;0;453;0;0;0;0;0;0;0;0;0;0;1154;0;0;138;447;43672;8146;11707;3987;1853;10976;0;3267;488;608;0;211;0;0;311;52;0;0;0;0;0;13;0;0;0;0;75;1978;0;0
RP;07320;Zweibrücken, kreisfreie Stadt;25455;20242;216;20026;4710;5192;1161;813;5293;0;1012;476;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;787;0;0;0;153;20089;3996;4838;1400;874;5586;0;1294;334;378;0;106;0;0;76;20;0;0;0;0;0;3;0;0;0;0;38;1146;0;0
RP;07331;Alzey-Worms;98146;84186;826;83360;17996;29619;5960;2316;17937;0;3674;2159;0;0;0;0;0;1200;0;0;0;0;0;0;0;0;0;0;2224;0;0;275;622;83564;16081;23877;8091;3870;19471;0;4812;1571;1101;0;366;0;0;760;119;0;0;0;0;0;20;0;0;0;0;118;3307;0;0
RP;07332;Bad Dürkheim;103413;88825;794;88031;20090;31692;7147;2625;16979;0;3089;2402;0;0;0;0;0;1205;0;0;0;0;0;0;0;0;0;233;2569;0;0;0;582;88243;16670;27526;9448;4498;17912;0;4503;1784;1110;0;327;0;0;776;106;0;0;0;0;0;16;0;0;0;0;149;3418;0;0
RP;07333;Donnersbergkreis;57681;47263;672;46591;12548;12175;2663;1430;11781;0;1862;1862;0;0;0;0;0;425;0;0;0;0;0;0;0;0;0;100;1745;0;0;0;467;46796;9614;12161;3647;1986;12038;0;2580;1242;754;0;208;0;0;282;74;0;0;0;0;0;10;0;0;0;0;81;2119;0;0
RP;07334;Germersheim;93414;77939;648;77291;12637;30703;4674;2049;18085;0;2835;1736;1265;0;0;0;0;726;0;0;0;0;0;0;0;0;0;0;2581;0;0;0;521;77418;12350;24136;6752;3312;19315;0;4149;1479;1026;0;354;0;0;590;113;0;0;0;0;0;21;0;0;0;0;98;3723;0;0
RP;07335;Kaiserslautern;78699;66603;719;65884;15895;18716;3219;1761;17010;0;2092;3518;670;0;0;0;0;275;0;0;0;0;0;0;0;0;0;152;2576;0;0;0;528;66075;12467;18821;4448;2428;17978;0;3032;1898;966;0;253;0;0;312;76;0;0;0;0;0;16;0;0;0;0;115;3265;0;0
RP;07336;Kusel;54713;45303;798;44505;12917;10753;1790;1194;11885;0;1568;1783;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;111;2180;0;0;0;526;44777;10161;11186;2584;1578;12035;0;2198;1325;753;0;204;0;0;174;52;0;0;0;0;0;17;0;0;0;0;86;2424;0;0
RP;07337;Südliche Weinstraße;86623;72324;826;71498;14435;28411;5058;1878;13448;0;2380;1842;1315;0;0;0;0;793;0;0;0;0;0;0;0;0;0;0;1938;0;0;0;624;71700;12946;23496;7677;3183;14211;0;3570;1557;1134;0;303;0;0;628;108;0;0;0;0;0;11;0;0;0;0;110;2766;0;0
RP;07338;Rhein-Pfalz-Kreis;114112;96910;1232;95678;22239;31522;8471;3713;19747;0;3470;2638;0;0;0;0;0;829;0;0;0;0;0;0;0;0;0;338;2711;0;0;0;839;96071;17545;30577;9700;4705;20319;0;4841;1823;1283;0;447;0;0;629;109;0;0;0;0;0;20;0;0;0;0;206;3867;0;0
RP;07339;Mainz-Bingen;157975;135710;1633;134077;31263;45043;16106;5106;19378;0;7915;2874;0;0;626;0;0;2149;312;0;0;0;0;0;0;0;0;0;3116;0;0;189;1237;134473;25850;41654;19913;6894;20571;0;8882;2065;1525;0;642;0;0;1516;298;0;0;0;0;0;21;0;0;0;0;148;4494;0;0
RP;07340;Südwestpfalz;76292;65015;957;64058;13285;23540;2761;1953;14377;0;1933;2019;1906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;2186;0;0;0;717;64298;10950;21509;3814;2798;15875;0;2713;1394;1430;0;318;0;0;296;83;0;0;0;0;0;17;0;0;0;0;104;2997;0;0
BW;08111;Stuttgart, Stadtkreis;363827;301680;1982;299698;47288;87723;75105;15116;34009;0;26617;3771;0;0;3229;0;0;5626;0;0;0;0;0;627;0;0;0;0;0;0;0;587;1038;300642;46698;79527;65093;19846;34400;0;32625;1853;1815;658;1379;0;0;3481;478;0;0;0;271;0;239;0;0;0;0;228;12051;0;0
BW;08115;Böblingen;258659;218483;1441;217042;36140;81614;29320;13136;37078;0;10553;6415;0;28;0;0;0;1865;23;0;0;0;0;280;0;0;0;0;0;0;0;590;974;217509;31193;72644;30280;15251;38115;0;12815;3188;1474;494;817;0;0;1408;347;0;0;0;457;0;113;0;0;0;0;235;8678;0;0
BW;08116;Esslingen;358778;303882;1781;302101;49391;112809;45104;14699;50802;0;18052;8342;0;1104;0;0;0;1798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1308;302574;44709;100184;43063;18889;51727;0;19472;4388;2529;1165;1315;0;0;2223;526;0;0;0;473;0;137;0;0;0;0;300;11474;0;0
BW;08117;Göppingen;174712;143877;1193;142684;24232;52947;13239;5839;32264;0;6812;4449;0;1653;0;0;0;1072;0;0;0;0;0;177;0;0;0;0;0;0;0;0;832;143045;20544;47872;13447;7925;33280;0;7796;2137;1229;729;604;0;0;676;256;0;0;0;169;0;68;0;0;0;0;153;6160;0;0
BW;08118;Ludwigsburg;358450;304575;1900;302675;46202;114088;43776;13596;53130;0;17824;6311;0;2653;0;0;0;3689;1406;0;0;0;0;0;0;0;0;0;0;0;0;0;1289;303286;45539;98616;42462;18617;54324;0;19276;3971;2268;1231;1222;0;0;2322;644;0;0;0;403;0;101;0;0;0;0;287;12003;0;0
BW;08119;Rems-Murr-Kreis;292377;245196;1709;243487;41263;89914;29333;13254;47905;0;12762;6114;0;2092;782;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;1093;244103;35291;79509;30212;16007;48924;0;14073;3069;2225;1166;1013;0;0;1517;482;0;0;0;539;0;101;0;0;0;0;312;9663;0;0
BW;08121;Heilbronn, Stadtkreis;74039;56924;533;56391;9118;18314;5705;3195;13131;0;4645;834;0;494;0;0;0;683;0;0;0;0;0;121;0;0;0;151;0;0;0;0;380;56544;8679;15054;6230;3651;13322;0;4687;475;554;241;314;0;0;414;96;0;0;0;66;0;44;0;0;0;0;49;2668;0;0
BW;08125;Heilbronn;241651;204107;1560;202547;30300;74720;17688;9634;49521;0;9866;5350;0;2250;0;0;0;2123;369;0;0;0;0;193;0;0;0;533;0;0;0;0;1127;202980;28078;63486;19216;13165;50728;0;10421;3124;2065;1169;894;0;0;1263;440;0;0;0;430;0;63;0;0;0;0;277;8161;0;0
BW;08126;Hohenlohekreis;81919;68532;482;68050;9511;25345;5980;3512;16897;0;2947;2083;0;549;647;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;68167;8688;22425;6011;3942;17695;0;3341;1147;596;285;302;0;0;472;142;0;0;0;156;0;24;0;0;0;0;105;2836;0;0
BW;08127;Schwäbisch Hall;142527;117576;932;116644;17988;41873;12548;4795;27466;0;5955;2531;0;1518;1072;0;0;898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726;116850;15757;36392;12072;6640;28729;0;6504;1715;929;831;594;0;0;633;318;0;0;0;373;0;46;0;0;0;0;161;5156;0;0
BW;08128;Main-Tauber-Kreis;99516;83665;690;82975;11169;37229;6759;2637;17433;0;4015;2649;0;1084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;83186;10860;31272;7507;4029;17968;0;4216;1643;706;414;353;0;0;387;261;0;0;0;87;0;19;0;0;0;0;85;3379;0;0
BW;08135;Heidenheim;91165;74199;693;73506;11613;27394;5945;2491;18738;0;4140;1889;0;0;0;0;0;609;0;0;0;0;0;0;0;0;0;687;0;0;0;0;418;73781;11189;22493;6756;3546;18492;0;4362;1130;641;270;314;0;0;314;184;0;0;0;115;0;34;0;0;0;0;192;3749;0;0
BW;08136;Ostalbkreis;229227;192501;1776;190725;27726;78991;17795;7043;41802;0;9297;4869;0;0;1259;0;0;1269;0;0;0;0;0;163;0;0;0;511;0;0;0;0;1031;191470;25963;69071;18886;9524;42077;0;10416;2814;1433;603;893;0;0;1045;284;0;0;0;285;0;73;0;0;0;0;240;7863;0;0
BW;08211;Baden-Baden, Stadtkreis;37221;29815;244;29571;4090;11828;4540;1322;5431;0;1366;705;0;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;29664;4242;10223;4025;1927;5479;0;1637;315;256;99;106;0;0;190;29;0;0;0;26;0;4;0;0;0;0;14;1092;0;0
BW;08212;Karlsruhe, Stadtkreis;202812;168556;1126;167430;25553;39597;51306;6399;22986;0;13353;2015;0;0;1945;0;0;4021;0;0;0;0;0;255;0;0;0;0;0;0;0;0;711;167845;26164;37645;40424;8658;22678;0;18800;993;1393;352;1020;0;0;2745;223;0;0;0;269;0;95;0;0;0;0;139;6247;0;0
BW;08215;Karlsruhe;320247;270671;2441;268230;39956;102893;32569;11251;54048;0;13415;8087;0;0;2084;0;0;3927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1422;269249;38663;89072;33512;14433;55368;0;14961;3875;2928;760;1339;0;0;2269;382;0;0;0;536;0;73;0;0;0;0;304;10774;0;0
BW;08216;Rastatt;163743;134158;1272;132886;20479;51288;13734;4405;30644;0;6242;4706;0;1388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;886;133272;19311;44125;13648;6105;31292;0;7100;2295;1358;614;555;0;0;831;176;0;0;0;117;0;31;0;0;0;0;125;5589;0;0
BW;08221;Heidelberg, Stadtkreis;100749;86125;464;85661;12434;20235;31150;2974;7550;0;7519;557;0;0;1083;0;0;2069;0;0;0;0;0;90;0;0;0;0;0;0;0;0;293;85832;13795;18112;24144;4817;7651;0;11627;283;465;123;406;0;0;1291;91;0;0;0;79;0;31;0;0;0;0;77;2840;0;0
BW;08222;Mannheim, Stadtkreis;195336;153146;1225;151921;34137;37566;27493;6391;27170;0;12117;2626;2759;0;1441;0;0;0;0;0;0;0;0;221;0;0;0;0;0;0;0;0;869;152277;27687;35227;24376;7839;26735;0;17211;1128;1762;310;820;0;0;1491;168;0;0;0;169;0;82;0;0;0;0;122;7150;0;0
BW;08225;Neckar-Odenwald-Kreis;106966;87750;825;86925;12846;35571;6575;2699;21642;0;3674;3110;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;87157;11712;30682;6777;4129;22182;0;4117;1600;770;284;347;0;0;391;176;0;0;0;148;0;12;0;0;0;0;111;3719;0;0
BW;08226;Rhein-Neckar-Kreis;394290;332275;2727;329548;62563;113414;45603;13600;61712;0;17700;8938;0;0;1188;0;0;4745;0;0;0;0;0;85;0;0;0;0;0;0;0;0;1725;330550;54233;102311;44011;18672;62657;0;21503;4311;3295;812;1594;0;0;2764;443;0;0;0;435;0;68;0;0;0;0;342;13099;0;0
BW;08231;Pforzheim, Stadtkreis;71755;54291;730;53561;10295;17814;0;2777;16836;0;4283;0;0;0;0;0;0;1556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;53902;6583;14508;5144;3079;15776;0;3767;449;656;133;216;0;0;412;59;0;0;0;126;0;25;0;0;0;0;59;2910;0;0
BW;08235;Calw;111743;92728;664;92064;11612;35482;8022;3746;21775;0;3666;4101;1338;0;0;0;0;786;0;0;0;1173;0;0;0;0;0;363;0;0;0;0;452;92276;11234;30744;8604;5338;23501;0;4480;1700;862;298;305;0;0;486;187;0;0;0;768;0;19;0;0;0;0;138;3612;0;0
BW;08236;Enzkreis;141227;120030;1559;118471;25927;45948;0;6605;29429;0;6740;0;0;0;0;0;0;3822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;119439;16241;38327;13093;7690;28183;0;5553;1539;1386;393;489;0;0;931;204;0;0;0;463;0;26;0;0;0;0;170;4751;0;0
BW;08237;Freudenstadt;85813;70954;610;70344;9333;27917;5165;3092;17550;0;2646;1711;1087;0;0;0;0;740;0;0;0;848;0;0;0;0;0;255;0;0;0;0;408;70546;8641;24330;5750;4333;18110;0;3169;970;658;238;200;0;0;412;131;0;0;0;555;0;9;0;0;0;0;125;2915;0;0
BW;08311;Freiburg im Breisgau, Stadtkreis;161136;138091;889;137202;21582;27182;51046;3435;12011;0;16315;1417;0;0;1329;0;0;2703;0;0;0;0;0;182;0;0;0;0;0;0;0;0;517;137574;20888;24600;41561;5349;12161;0;23307;688;1005;294;649;0;0;1608;253;0;0;0;143;0;58;0;0;0;0;83;4927;0;0
BW;08315;Breisgau-Hochschwarzwald;194407;166104;1225;164879;27405;59118;30366;5697;24289;0;9180;5524;0;620;513;0;0;2111;0;0;0;0;0;56;0;0;0;0;0;0;0;0;814;165290;25403;52970;28645;8242;25039;0;10805;2547;1705;610;734;0;0;1310;352;0;0;0;304;0;48;0;0;0;0;180;6396;0;0
BW;08316;Emmendingen;124179;105287;787;104500;25877;38031;12225;3077;16449;0;4868;3973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529;104758;17529;33593;16034;4650;17247;0;6543;1906;1205;269;564;0;0;735;262;0;0;0;130;0;31;0;0;0;0;103;3957;0;0
BW;08317;Ortenaukreis;314344;257389;2399;254990;37890;98190;27645;10451;54345;0;13139;10982;0;0;0;0;0;2280;0;0;0;0;0;0;0;0;0;0;0;0;0;68;1586;255803;34675;85562;27754;13298;56612;0;14243;4870;2542;993;1040;0;0;1742;412;0;0;0;356;0;44;0;0;0;0;256;11404;0;0
BW;08325;Rottweil;101227;83957;812;83145;10235;31853;6407;4551;22070;0;3412;2790;0;0;0;0;0;1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;573;83384;9629;28451;6633;5180;21837;0;3548;1319;788;345;304;0;0;803;401;0;0;0;210;0;11;0;0;0;0;127;3798;0;0
BW;08326;Schwarzwald-Baar-Kreis;145448;118603;958;117645;17408;49299;8919;4097;27042;0;4785;2538;0;0;0;0;0;1361;0;0;0;0;0;0;0;0;0;0;0;0;0;2196;808;117795;14952;39609;11603;6204;28766;0;5974;1825;1132;447;461;0;0;844;212;0;0;0;266;0;45;0;0;0;0;154;5301;0;0
BW;08327;Tuttlingen;94974;77430;747;76683;7462;30392;6054;4168;21932;0;3735;2004;0;0;0;0;0;936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;548;76882;7678;26612;5810;4557;21564;0;3993;1031;716;287;333;0;0;462;121;0;0;0;146;0;19;0;0;0;0;102;3451;0;0
BW;08335;Konstanz;207094;170740;1166;169574;26451;63922;25390;7363;29587;0;9987;3341;0;0;0;0;0;2911;0;0;0;0;0;0;0;0;0;0;0;0;0;622;789;169951;22599;51163;28615;9820;31136;0;12660;1929;1349;466;872;0;0;1691;301;0;0;0;219;0;48;0;0;0;0;148;6935;0;0
