© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ergebnisse der Bundestagswahl 2025 nach kreisfreien Städten und Landkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte (A);Wählende (B);Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
NI;03459;Osnabrück;271605;229875;1514;228361;57947;83093;22634;6486;38305;0;14287;3748;0;0;0;0;0;1718;0;0;0;0;0;0;0;0;0;0;0;0;0;143;1069;228806;52941;73383;23580;9659;38709;0;15161;1921;2024;674;847;0;320;1004;0;0;0;126;0;0;47;0;0;0;0;266;8144;0;0
NI;03460;Vechta;102796;86010;512;85498;16078;40831;5921;2599;13880;0;4616;1573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;85583;13859;35660;7146;3874;14040;0;5754;937;717;142;279;0;127;451;0;0;0;55;0;0;9;0;0;0;0;83;2450;0;0
NI;03461;Wesermarsch;68169;55413;470;54943;17079;15021;4848;2290;10720;0;3670;1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;0;0;0;0;251;55162;14696;13604;4888;2319;11003;0;4145;581;697;125;300;0;88;243;0;0;0;37;0;0;11;0;0;0;0;98;2327;0;0
NI;03462;Wittmund;46291;38022;256;37766;12567;11800;1904;921;7711;0;1633;475;0;280;274;0;0;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;37829;9454;11063;2722;1435;8080;0;2190;278;546;147;175;0;55;137;0;0;0;25;0;0;8;0;0;0;0;54;1460;0;0
HB;04011;Bremen, Stadt;373181;295332;2668;292664;78286;67403;48615;8167;39792;0;39313;1079;0;0;2227;0;0;5083;0;0;0;0;0;588;0;0;0;1392;0;0;0;719;1611;293721;66988;60952;49100;10520;39664;0;45411;1205;0;0;2160;0;0;3358;0;0;244;0;0;0;169;539;0;0;0;677;12498;236;0
HB;04012;Bremerhaven, Stadt;77383;55034;618;54416;16981;11270;4672;1497;12846;0;5095;679;0;0;0;0;0;653;0;0;0;0;0;148;0;0;0;575;0;0;0;0;499;54535;13616;10621;5180;1775;12832;0;6050;413;0;0;422;0;0;478;0;0;59;0;0;0;38;155;0;0;0;256;2616;24;0
NW;05111;Düsseldorf, Stadt;413320;338965;2695;336270;74095;110390;59616;16133;37801;0;27345;1960;0;0;0;0;0;5985;0;0;0;0;0;658;0;0;0;1568;0;0;719;0;1519;337446;60602;94467;59833;22782;38142;0;35531;953;3232;504;1588;588;0;3409;0;0;0;0;0;0;169;0;556;0;0;479;14037;231;343
NW;05112;Duisburg, Stadt;312352;239017;2714;236303;85847;49539;17429;5475;51669;0;20781;2953;0;0;0;0;0;1389;0;0;0;0;0;661;0;0;0;0;0;0;0;560;1957;237060;60500;50514;20738;7176;49295;0;25421;1121;4003;468;1532;959;0;1151;0;0;0;0;0;0;240;0;426;0;0;308;12884;200;124
NW;05113;Essen, Stadt;397968;318771;3093;315678;87110;96611;37354;8878;54870;0;25815;4199;0;0;0;0;0;0;0;0;0;0;0;841;0;0;0;0;0;0;0;0;1753;317018;70289;84032;39442;12711;53958;0;30002;1320;4506;471;2104;643;0;2254;0;0;0;0;0;0;285;0;517;0;0;320;13897;146;121
NW;05114;Krefeld, Stadt;155024;122051;1220;120831;32145;38302;12586;5432;19860;0;9338;2308;0;0;0;0;0;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;769;121282;24346;34977;14461;6248;19549;0;11018;803;1667;229;740;295;0;778;0;0;0;0;0;0;52;0;207;0;0;167;5588;72;85
NW;05116;Mönchengladbach, Stadt;181209;140063;1616;138447;36259;50331;13648;4555;25280;0;0;1478;0;0;3453;0;0;2167;0;0;0;0;0;0;0;0;0;917;0;0;359;0;947;139116;26041;42525;13844;6324;25125;0;13206;657;2016;313;860;228;0;851;0;0;0;0;0;0;32;0;205;0;0;270;6399;75;145
NW;05117;Mülheim an der Ruhr, Stadt;118267;98594;827;97767;32710;28745;9859;3598;14891;0;6361;1603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;98068;23335;28321;11976;4548;14677;0;7609;455;1296;158;584;183;0;507;0;0;0;0;0;0;59;0;148;0;0;90;4023;38;61
NW;05119;Oberhausen, Stadt;142960;113485;1099;112386;34769;29723;8793;3214;24922;0;8814;0;0;0;0;1673;0;0;0;0;0;0;0;478;0;0;0;0;0;0;0;0;724;112761;27727;27534;9566;3718;24240;0;9611;423;1973;203;780;447;0;537;0;0;0;0;0;0;84;0;222;0;0;150;5435;58;53
NW;05120;Remscheid, Stadt;74875;58553;542;58011;15698;18902;4334;1736;11728;0;4467;0;0;0;0;0;0;800;0;0;0;0;0;123;0;0;0;0;0;0;0;223;409;58144;11883;16312;5282;2711;11587;0;5041;242;842;119;316;141;0;383;0;0;0;0;0;0;18;0;103;0;0;79;3027;36;22
NW;05122;Solingen, Klingenstadt;109819;88003;779;87224;24204;27836;7905;2951;15499;0;6851;0;0;0;0;0;0;1401;0;0;0;0;0;255;0;0;0;0;0;0;0;322;526;87477;17230;24775;10506;4129;15291;0;7739;311;1133;233;675;243;0;744;0;0;0;0;0;0;78;0;153;0;0;112;4047;36;42
NW;05124;Wuppertal, Stadt;228470;180214;1632;178582;58242;45963;15791;5431;32391;0;15420;1805;0;0;0;0;0;2358;0;0;0;0;0;51;0;0;0;0;0;0;0;1130;1110;179104;36270;43871;22699;7617;31960;0;20368;785;2276;406;1039;360;0;1373;0;0;0;0;0;0;107;0;298;0;0;173;9289;107;106
NW;05154;Kleve;223650;182375;1351;181024;39191;74631;16447;6098;28974;0;10755;2429;0;0;0;0;0;2499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1060;181315;34003;66214;18986;8100;29096;0;11625;1338;2421;443;891;252;0;1146;0;0;0;0;0;0;32;0;328;0;0;213;6094;43;90
NW;05158;Mettmann;357732;297434;2586;294848;69628;106965;34942;12489;48284;0;19255;0;0;0;0;0;0;2863;0;0;0;0;0;422;0;0;0;0;0;0;0;0;1635;295799;56576;94873;35801;16236;47652;0;20665;1180;4026;565;1553;579;0;2238;0;0;0;0;0;0;114;0;599;0;0;317;12516;112;197
NW;05162;Rhein-Kreis Neuss;329414;276393;2394;273999;66222;106782;26543;13340;41947;0;17457;1708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467;274926;48936;96148;31754;16381;42381;0;18480;1266;3614;745;1355;569;0;1543;0;0;0;0;0;0;71;0;529;0;0;280;10579;111;184
NW;05166;Viersen;223739;185834;1682;184152;38071;73676;19438;7317;29425;0;11337;2510;0;0;0;0;0;2378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;184722;33644;64228;21085;10039;29312;0;11875;1170;2675;439;1137;287;0;1147;0;0;0;0;0;0;26;0;349;0;0;255;6873;55;126
NW;05170;Wesel;351285;291851;2516;289335;87651;93771;23034;9611;51336;0;18153;3235;0;0;0;423;0;922;0;0;0;0;0;163;0;0;0;1036;0;0;0;0;1703;290148;70086;85733;27883;11858;51037;0;20279;1471;4294;561;1900;521;0;1356;0;0;0;0;0;0;117;0;475;0;0;500;11835;92;150
NW;05314;Bonn, Stadt;228194;193699;1647;192052;41577;63973;46819;4737;15681;0;14776;935;0;0;0;0;0;3017;0;0;0;0;0;0;537;0;0;0;0;0;0;0;976;192723;34078;50413;44136;9995;17186;0;23994;419;1252;338;877;270;0;2147;0;0;0;0;0;0;59;0;287;0;0;128;6911;141;92
NW;05315;Köln, Stadt;735287;610832;4725;606107;140979;145507;157164;19554;62230;0;62591;4396;0;0;0;0;0;11639;0;0;0;0;0;527;745;0;0;567;0;0;0;208;2748;608084;116625;134884;131770;27527;60977;0;90419;1759;5677;1004;3319;1181;0;6421;0;0;0;0;0;0;247;0;1084;0;0;577;24007;413;193
NW;05316;Leverkusen, Stadt;112525;91380;912;90468;28743;26173;7968;3054;15465;0;6411;1279;0;0;0;0;0;1225;0;0;0;0;0;150;0;0;0;0;0;0;0;0;621;90759;19432;25449;10713;3946;15573;0;7698;451;1222;205;576;202;0;687;0;0;0;0;0;0;56;0;185;0;0;107;4156;39;62
NW;05334;Städteregion Aachen;397277;326214;9264;316950;81469;116089;52646;14107;0;0;26492;16257;0;0;0;0;0;7212;0;0;0;0;0;0;0;0;0;2678;0;0;0;0;2247;323967;63106;91268;51771;14468;48484;0;30705;1687;3501;565;1625;545;0;2548;0;0;0;0;0;0;63;0;516;0;0;360;12434;173;148
NW;05358;Düren;199301;164552;1452;163100;35854;64996;12153;4591;33137;0;9105;3264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1133;163419;30306;54483;13843;7006;33517;0;10498;1179;2549;395;834;249;0;916;0;0;0;0;0;0;31;0;323;0;0;208;6931;43;108
NW;05362;Rhein-Erft-Kreis;343812;288059;2515;285544;72792;100562;30556;10273;46701;0;18298;3494;0;0;0;0;0;1118;0;0;0;0;0;0;0;0;0;1750;0;0;0;0;1588;286471;56402;90740;34681;14002;46727;0;20799;1523;3770;626;1300;617;0;1971;0;0;0;0;0;0;48;0;515;0;0;538;11916;119;177
NW;05366;Euskirchen;152242;126664;1332;125332;23219;50154;9970;5775;25484;0;6377;1958;0;0;0;0;0;1742;0;0;0;0;0;0;0;0;0;653;0;0;0;0;774;125890;20698;44147;11681;6187;25552;0;6978;1001;1841;412;658;177;0;836;0;0;0;0;0;0;17;0;229;0;0;275;5090;24;87
NW;05370;Heinsberg;192359;157150;1595;155555;29813;64624;11797;4679;30784;0;8959;2804;0;0;0;0;0;2095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1118;156032;26663;54971;13623;6516;31408;0;9856;1208;2443;449;854;250;0;1076;0;0;0;0;0;0;22;0;285;0;0;178;6077;48;105
NW;05374;Oberbergischer Kreis;204353;169819;1559;168260;34869;62100;14813;5476;36265;0;10064;2914;0;0;0;0;0;1759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1210;168609;29960;53407;16035;7771;35722;0;10598;1189;2369;589;1010;253;0;1032;0;0;0;0;0;0;47;0;347;0;0;295;7768;37;180
NW;05378;Rheinisch-Bergischer Kreis;214554;184312;1155;183157;34424;77301;25245;9054;22758;0;9309;1692;0;0;0;0;0;2529;0;0;0;0;0;0;0;0;0;845;0;0;0;0;862;183450;33928;61975;27583;10199;24339;0;11972;999;2151;424;855;218;0;1694;0;0;0;0;0;0;58;0;305;0;0;280;6305;54;111
NW;05382;Rhein-Sieg-Kreis;452409;382510;3179;379331;76561;149989;45376;14317;60396;0;21099;5458;0;0;0;0;0;6135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1950;380560;65816;127020;51583;20169;60489;0;25334;2156;4462;945;1919;619;0;3356;0;0;0;0;0;0;60;0;646;0;0;459;15139;112;276
NW;05512;Bottrop, Stadt;85524;69203;621;68582;20915;20428;4721;2006;14600;0;3981;799;0;0;1016;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;447;68756;16213;19653;5777;2314;14474;0;4724;377;1142;94;416;125;0;281;0;0;0;0;0;0;48;0;110;0;0;86;2881;22;19
NW;05513;Gelsenkirchen, Stadt;164673;122676;1223;121453;38118;28051;7379;4038;31302;0;10246;1720;0;0;0;0;0;0;0;0;0;0;0;599;0;0;0;0;0;0;0;0;900;121776;29342;27665;7944;3682;30032;0;11485;626;2359;191;685;442;0;444;0;0;0;0;0;0;239;0;167;0;0;142;6174;100;57
NW;05515;Münster, Stadt;237654;207991;1176;206815;42553;58996;64528;6779;13426;0;14083;0;0;0;2642;0;0;3808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768;207223;37437;53313;55144;9629;14210;0;25927;408;1361;207;1051;160;0;2242;0;0;0;0;0;0;26;0;303;0;0;128;5525;93;59
NW;05554;Borken;279024;237343;1556;235787;46227;111722;21563;7165;32297;0;12526;4287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1164;236179;40474;99627;23939;10436;32990;0;13394;1764;2372;451;1047;268;0;1305;0;0;0;0;0;0;45;0;473;0;0;242;7160;82;110
NW;05558;Coesfeld;173636;151556;1022;150534;30606;68430;18858;4819;18955;0;6768;0;0;0;0;0;0;2098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;674;150882;26965;60517;20146;6396;19609;0;8061;694;1507;255;694;159;0;1014;0;0;0;0;0;0;14;0;305;0;0;150;4298;20;78
NW;05562;Recklinghausen;453847;365252;3016;362236;110171;112289;24788;8876;74548;0;20991;3998;0;0;3484;0;0;0;0;0;0;0;0;715;0;0;0;644;0;0;0;1732;2153;363099;84226;103604;32654;12860;74895;0;25131;1834;5551;665;2156;778;0;1642;0;0;0;0;0;0;230;0;588;0;0;546;15393;139;207
NW;05566;Steinfurt;338248;287467;1895;285572;70264;110986;32819;9046;42259;0;17053;1708;0;0;0;0;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;1209;1485;285982;60280;100141;34536;11540;41436;0;18372;1580;3061;529;1512;435;0;1742;0;0;0;0;0;0;42;0;508;0;0;284;9772;88;124
NW;05570;Warendorf;207690;175926;1399;174527;36247;72720;18940;5119;27935;0;9798;3768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;998;174928;32533;64092;19715;7133;27955;0;10946;1357;1793;360;823;251;0;990;0;0;0;0;0;0;28;0;307;0;0;198;6315;44;88
NW;05711;Bielefeld, Stadt;231967;189673;1533;188140;50721;48783;30171;5714;27056;0;19337;0;0;0;3010;1512;0;1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1057;188616;38096;43806;31128;7832;27204;0;25180;490;1838;395;1331;587;0;1261;0;0;0;0;0;0;58;0;324;0;0;199;8677;97;113
NW;05754;Gütersloh;261602;217221;1971;215250;45714;88270;19879;6791;37265;0;11933;2796;0;0;81;36;0;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;473;1438;215783;39058;71826;25002;9603;39706;0;13879;1278;2188;488;1090;371;0;1334;0;0;0;0;0;0;32;0;356;0;0;274;9072;59;167
NW;05758;Herford;186344;152660;1382;151278;44380;45220;10726;4961;32462;0;8949;1872;0;0;2348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;994;151666;32748;41774;14697;6283;32567;0;10841;936;1768;365;963;226;0;641;0;0;0;0;0;0;32;0;242;0;0;208;7207;21;147
NW;05762;Höxter;109042;91683;909;90774;15463;42790;6478;2737;17335;0;4620;1351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707;90976;14669;35959;7382;3930;17552;0;4981;598;1041;212;430;120;0;306;0;0;0;0;0;0;12;0;152;0;0;121;3406;16;89
NW;05766;Lippe;261716;215629;2303;213326;50239;67493;24407;6495;47293;0;12718;4681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1614;214015;44487;58549;22053;9069;47355;0;14238;1782;2679;715;1230;372;0;969;0;0;0;0;0;0;38;0;379;0;0;299;9460;60;281
NW;05770;Minden-Lübbecke;235863;192513;2004;190509;48127;61008;17181;6338;41278;0;10852;3325;0;0;414;0;0;1246;0;0;0;0;0;0;0;0;0;0;0;0;740;0;1426;191087;41979;52948;18190;7950;41150;0;12773;1500;2104;539;1148;279;0;764;0;0;0;0;0;0;31;0;359;0;0;266;8763;44;300
NW;05774;Paderborn;231585;192337;1467;190870;29097;86833;20143;4528;34928;0;11949;0;0;0;3392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1072;191265;26308;71373;21998;8049;36233;0;13550;667;1867;510;1171;284;0;979;0;0;0;0;0;0;27;0;280;0;0;226;7567;41;135
NW;05911;Bochum, Stadt;264445;214915;1979;212936;69217;52025;27615;5945;33145;0;19523;0;0;0;2795;0;0;569;0;0;0;0;0;559;0;0;0;1543;0;0;0;0;1267;213648;52336;49751;29571;7543;32519;0;24641;665;3078;344;1428;433;0;1490;0;0;0;0;0;0;200;0;372;0;0;453;8651;84;89
NW;05913;Dortmund, Stadt;399163;319746;2889;316857;99813;76820;38736;8904;54297;0;28842;0;0;0;6556;0;0;1889;0;0;0;0;0;401;0;0;0;0;0;0;0;599;1921;317825;75372;72371;42471;11319;53449;0;35076;967;5067;622;2623;714;0;1987;0;0;0;0;0;0;202;0;484;0;0;359;14421;170;151
NW;05914;Hagen, Stadt der FernUniversität;123822;95113;969;94144;23388;26380;7416;3122;21046;0;6020;1039;0;0;0;1214;0;0;0;0;0;0;0;167;0;0;0;0;4352;0;0;0;658;94455;19863;26187;7762;3379;20452;0;8008;437;1488;188;496;517;0;332;0;0;0;0;0;0;71;0;133;0;0;116;4913;47;66
NW;05915;Hamm, Stadt;121939;96392;923;95469;30574;29052;5818;2540;20558;0;6927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;641;95751;22093;27012;7547;3273;20266;0;7556;330;1316;158;474;258;0;507;0;0;0;0;0;0;27;0;138;0;0;100;4601;53;42
NW;05916;Herne, Stadt;106117;80757;884;79873;27622;18932;5677;1683;17740;0;6628;0;0;0;0;0;0;698;0;0;0;0;0;227;0;0;0;666;0;0;0;0;610;80147;20937;18346;6369;2291;17417;0;7588;296;1407;136;442;198;0;390;0;0;0;0;0;0;80;0;142;0;0;169;3833;48;58
NW;05954;Ennepe-Ruhr-Kreis;243096;202012;1599;200413;58376;61565;19755;6359;35085;0;11692;2153;0;0;2127;231;0;0;0;0;0;0;0;322;0;0;0;585;2163;0;0;0;1131;200881;46642;56096;23544;8318;35455;0;14556;1014;2960;427;1259;354;0;1127;0;0;0;0;0;0;140;0;350;0;0;314;8173;47;105
NW;05958;Hochsauerlandkreis;196716;165006;1008;163998;35080;78259;10024;4120;26087;0;7655;2773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822;164184;26875;71614;12025;6237;27453;0;8773;1144;1958;336;908;225;0;785;0;0;0;0;0;0;27;0;213;0;0;183;5314;28;86
NW;05962;Märkischer Kreis;290106;231683;2074;229609;52404;84999;14935;7504;50305;0;14897;1027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1318;0;0;0;2220;1502;230181;42010;75661;17369;9309;51263;0;15165;1108;3396;690;1061;495;0;856;0;0;0;0;0;0;59;0;354;0;0;533;10589;82;181
NW;05966;Olpe;99978;84653;530;84123;15758;42210;5134;2724;13711;0;3251;1075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;379;84274;12466;39241;5781;3134;14499;0;4023;543;848;138;348;84;0;281;0;0;0;0;0;0;11;0;125;0;0;72;2606;19;55
NW;05970;Siegen-Wittgenstein;202346;168074;1282;166792;40824;56827;12486;5300;34138;0;10735;2344;0;0;2179;0;0;1288;0;0;0;0;0;0;0;0;0;0;0;0;671;0;862;167212;33315;52767;14338;6630;33907;0;12099;1297;1910;417;1004;244;0;925;0;0;0;0;0;0;27;0;223;0;0;209;7526;43;331
NW;05974;Soest;229384;190466;1445;189021;42544;70487;18133;7449;36727;0;11144;2537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996;189470;34834;66361;19038;7681;35823;0;11577;1007;2269;523;1013;270;0;908;0;0;0;0;0;0;35;0;351;0;0;232;7406;45;97
NW;05978;Unna;296285;242999;2171;240828;77208;71643;19717;6220;47340;0;15429;0;0;0;0;0;0;1948;0;0;0;0;0;0;0;0;0;1323;0;0;0;0;1476;241523;58394;67092;23506;8262;47232;0;17258;1126;3941;455;1393;496;0;1312;0;0;0;0;0;0;72;0;390;0;0;442;9951;88;113
HE;06411;Darmstadt, Wissenschaftsstadt;106230;89929;683;89246;17408;18692;27141;2787;9219;0;8518;607;921;0;840;0;0;2985;0;0;0;0;0;128;0;0;0;0;0;0;0;0;477;89452;15703;17094;22179;4036;9209;0;13699;418;705;0;492;0;0;1781;0;0;0;154;0;0;39;0;0;0;0;91;3852;0;0
HE;06412;Frankfurt am Main, Stadt;433242;351711;3014;348697;75933;93242;75963;16191;34516;0;39109;2965;0;0;3542;0;0;5718;0;0;0;0;0;548;0;0;0;534;0;0;0;436;2259;349452;59940;84829;68152;23072;34886;0;50237;1819;2778;0;1778;0;0;4238;0;0;0;326;0;0;168;0;0;0;0;471;16758;0;0
HE;06413;Offenbach am Main, Stadt;66899;50334;574;49760;12324;11912;7928;1657;7427;0;7470;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441;49893;8870;10845;6806;2227;7362;0;8630;441;659;0;279;0;0;437;0;0;0;37;0;0;30;0;0;0;0;61;3209;0;0
HE;06414;Wiesbaden, Landeshauptstadt;186038;148215;1453;146762;32697;44997;21876;5944;20406;0;15408;2317;0;0;0;0;0;3117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006;147209;25711;39190;23494;8234;20737;0;16939;1244;1504;0;694;0;0;1775;0;0;0;173;0;0;61;0;0;0;0;203;7250;0;0
HE;06431;Bergstraße;195419;164877;1676;163201;34219;59209;14917;6289;33328;0;8822;3650;0;0;0;0;0;2767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1230;163647;28439;51096;18346;8475;32971;0;9971;2060;2480;0;837;0;0;1502;0;0;0;138;0;0;47;0;0;0;0;273;7012;0;0
HE;06432;Darmstadt-Dieburg;210654;179048;1822;177226;42769;55809;22660;6117;29759;0;10960;2969;1851;0;1015;0;0;3201;0;0;0;0;0;116;0;0;0;0;0;0;0;0;1337;177711;33936;50687;24510;8839;29997;0;13763;1837;2512;0;1047;0;0;2043;0;0;0;149;0;0;73;0;0;0;0;283;8035;0;0
HE;06433;Groß-Gerau;172314;140680;1682;138998;40121;42181;11195;4667;22816;0;12390;3442;0;0;0;0;0;1896;0;0;0;0;0;290;0;0;0;0;0;0;0;0;1253;139427;27976;37900;15831;6267;23608;0;13876;1815;1938;0;812;0;0;1076;0;0;0;146;0;0;85;0;0;0;0;209;7888;0;0
HE;06434;Hochtaunuskreis;162231;139570;1073;138497;24786;55497;19265;8037;18707;0;7040;2615;0;0;0;0;0;2460;0;0;0;0;0;0;0;0;0;90;0;0;0;0;789;138781;21348;49170;20410;11012;18737;0;8371;1419;1440;0;544;0;0;1260;0;0;0;117;0;0;26;0;0;0;0;188;4739;0;0
HE;06435;Main-Kinzig-Kreis;294581;244056;2639;241417;56439;80405;19743;8337;51301;0;15461;5871;0;0;0;0;0;3238;0;0;0;0;0;0;0;0;0;622;0;0;0;0;2010;242046;42270;72269;24508;11622;51494;0;17833;3383;3535;0;1249;0;0;1900;0;0;0;193;0;0;75;0;0;0;0;469;11246;0;0
HE;06436;Main-Taunus-Kreis;163291;140147;1154;138993;25169;54327;19478;6849;18717;0;8714;2694;0;0;0;0;0;2206;0;0;0;0;0;0;0;0;0;839;0;0;0;0;899;139248;22243;47993;20197;9484;19042;0;9570;1498;1466;0;621;0;0;1334;0;0;0;115;0;0;44;0;0;0;0;384;5257;0;0
HE;06437;Odenwaldkreis;68967;57061;729;56332;15262;17937;3695;1930;11948;0;3309;1609;0;0;0;0;0;642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;534;56527;11287;16387;5003;2585;12294;0;3802;855;882;0;249;0;0;413;0;0;0;38;0;0;20;0;0;0;0;111;2601;0;0
HE;06438;Offenbach;235764;195819;1971;193848;40749;68743;24948;7566;30902;0;14672;5234;0;0;0;0;0;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1488;194331;32786;61019;24399;10877;31050;0;16279;2412;2690;0;955;0;0;1718;0;0;0;162;0;0;57;0;0;0;0;286;9641;0;0
HE;06439;Rheingau-Taunus-Kreis;136563;116526;1110;115416;27201;41182;13547;5276;18560;0;5671;2297;0;0;0;0;0;1682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;741;115785;20182;37905;15632;6920;19061;0;7339;1253;1496;0;624;0;0;992;0;0;0;97;0;0;31;0;0;0;0;193;4060;0;0
HE;06440;Wetteraukreis;224722;189378;1856;187522;46054;62502;17085;7090;36198;0;9706;5568;0;0;0;0;0;3101;0;0;0;0;0;0;0;0;0;218;0;0;0;0;1534;187844;32504;57066;22953;9792;36115;0;12874;3314;2612;0;1051;0;0;1681;0;0;0;153;0;0;34;0;0;0;0;316;7379;0;0
HE;06531;Gießen;197731;164901;1541;163360;46528;48783;15177;4592;29387;0;11824;4487;0;0;0;0;0;2582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1201;163700;31073;42602;21612;6931;29581;0;16728;2625;2042;0;1025;0;0;1543;0;0;0;198;0;0;49;0;0;0;0;269;7422;0;0
HE;06532;Lahn-Dill-Kreis;185831;150621;1483;149138;35171;51456;9691;4127;35479;0;7813;3426;0;0;0;0;0;1975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;149363;27722;45276;12538;6040;35043;0;9751;2180;2031;0;911;0;0;1050;0;0;0;84;0;0;33;0;0;0;0;241;6463;0;0
HE;06533;Limburg-Weilburg;126829;105129;1048;104081;21641;38398;8601;3620;21981;0;5569;2545;0;0;0;0;0;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;801;104328;18156;34460;9605;4914;21856;0;6427;1493;1389;0;454;0;0;951;0;0;0;70;0;0;18;0;0;0;0;182;4353;0;0
HE;06534;Marburg-Biedenkopf;179872;152353;1186;151167;45774;44014;13738;3481;27633;0;11452;2642;0;0;0;0;0;1496;0;0;0;0;0;0;0;0;0;0;0;0;0;937;967;151386;31104;39799;19599;5910;27521;0;16006;1877;1689;0;651;0;0;946;0;0;0;116;0;0;32;0;0;0;0;213;5923;0;0
