© Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stimmabgabe der Urnen- und Briefwahl bei der Bundestagswahl 2025 nach Wahlkreisen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlkreis-Nummer;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wählende;Ungültige - Erststimmen;Gültige - Erststimmen;SPD - Erststimmen;CDU - Erststimmen;GRÜNE - Erststimmen;FDP - Erststimmen;AfD - Erststimmen;CSU - Erststimmen;Die Linke - Erststimmen;FREIE WÄHLER - Erststimmen;Tierschutzpartei - Erststimmen;dieBasis - Erststimmen;Die PARTEI - Erststimmen;Team Todenhöfer - Erststimmen;PIRATEN - Erststimmen;Volt - Erststimmen;ÖDP - Erststimmen;SSW - Erststimmen;PdH - Erststimmen;Bündnis C - Erststimmen;BP - Erststimmen;MLPD - Erststimmen;PdF - Erststimmen;SGP - Erststimmen;BüSo - Erststimmen;BÜNDNIS DEUTSCHLAND - Erststimmen;BSW - Erststimmen;MERA25 - Erststimmen;WerteUnion - Erststimmen;Übrige - Erststimmen;Ungültige - Zweitstimmen;Gültige - Zweitstimmen;SPD - Zweitstimmen;CDU - Zweitstimmen;GRÜNE - Zweitstimmen;FDP - Zweitstimmen;AfD - Zweitstimmen;CSU - Zweitstimmen;Die Linke - Zweitstimmen;FREIE WÄHLER - Zweitstimmen;Tierschutzpartei - Zweitstimmen;dieBasis - Zweitstimmen;Die PARTEI - Zweitstimmen;Team Todenhöfer - Zweitstimmen;PIRATEN - Zweitstimmen;Volt - Zweitstimmen;ÖDP - Zweitstimmen;SSW - Zweitstimmen;Verjüngungsforschung - Zweitstimmen;PdH - Zweitstimmen;Bündnis C - Zweitstimmen;BP - Zweitstimmen;MLPD - Zweitstimmen;MENSCHLICHE WELT - Zweitstimmen;PdF - Zweitstimmen;SGP - Zweitstimmen;BüSo - Zweitstimmen;BÜNDNIS DEUTSCHLAND - Zweitstimmen;BSW - Zweitstimmen;MERA25 - Zweitstimmen;WerteUnion - Zweitstimmen
050;Braunschweig;NI;Brief;0;52585;268;52317;17599;14504;9331;1560;3703;0;3510;667;0;0;0;0;0;1120;0;0;0;0;0;71;0;0;0;0;0;0;0;252;123;52462;12522;13414;11232;2145;3767;0;5278;326;604;119;319;0;90;793;0;0;0;49;0;0;31;0;0;0;0;58;1715;0;0
051;Helmstedt – Wolfsburg;NI;Brief;0;37911;297;37614;11885;13197;3536;1293;4736;0;1936;0;0;0;0;0;0;658;0;0;0;0;0;58;0;0;0;0;0;0;0;315;151;37760;10084;12051;4170;1407;4705;0;2226;238;626;116;183;0;75;325;0;0;0;28;0;0;13;0;0;0;0;34;1479;0;0
052;Goslar – Northeim – Göttingen II;NI;Brief;0;42097;384;41713;13590;14241;3939;1042;5093;0;2133;838;0;0;0;0;0;633;0;0;0;0;0;0;0;0;0;204;0;0;0;0;206;41891;11461;13385;4375;1571;5213;0;2512;356;621;94;197;0;59;342;0;0;0;23;0;0;7;0;0;0;0;60;1615;0;0
053;Göttingen I;NI;Brief;0;50955;269;50686;13322;15938;9202;1910;4451;0;4125;722;0;0;0;0;0;940;0;0;0;0;0;76;0;0;0;0;0;0;0;0;151;50804;11683;14204;9328;1986;4597;0;5383;387;620;88;223;0;77;436;0;0;0;31;0;0;32;0;0;0;0;36;1693;0;0
054;Bremen I;HB;Brief;0;70783;488;70295;18351;18928;14929;2078;4649;0;8269;0;0;0;833;0;0;1525;0;0;0;0;0;108;0;0;0;272;0;0;0;353;181;70602;16519;16988;14769;2803;4717;0;10037;247;0;0;543;0;0;996;0;0;49;0;0;0;34;99;0;0;0;158;2572;71;0
055;Bremen II – Bremerhaven;HB;Brief;0;45053;431;44622;14475;10863;6303;1173;5038;0;4768;593;0;0;0;0;0;907;0;0;0;0;0;122;0;0;0;380;0;0;0;0;171;44882;12321;10272;6922;1363;5018;0;5161;356;0;0;399;0;0;618;0;0;59;0;0;0;24;79;0;0;0;196;2057;37;0
056;Prignitz – Ostprignitz-Ruppin – Havelland I;BB;Brief;0;32780;291;32489;9267;7937;1528;706;7867;0;3694;1490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;32631;6595;7067;2100;804;7127;0;3378;652;0;0;290;0;0;208;0;0;0;0;0;0;33;0;0;0;0;64;4313;0;0
057;Uckermark – Barnim I;BB;Brief;0;40206;378;39828;9761;9100;2298;990;9456;0;5301;2007;0;0;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;40009;6857;8043;2858;1053;8630;0;4771;859;0;0;456;0;0;267;0;0;0;0;0;0;44;0;0;0;0;76;6095;0;0
058;Oberhavel – Havelland II;BB;Brief;0;67360;485;66875;16226;19499;5806;1952;12682;0;6174;2896;0;0;1640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;67064;12577;17560;7169;2285;11870;0;5977;1308;0;0;878;0;0;663;0;0;0;0;0;0;57;0;0;0;0;121;6599;0;0
059;Märkisch-Oderland – Barnim II;BB;Brief;0;61334;541;60793;14275;13217;3278;1612;13521;0;9058;2878;0;0;1156;0;0;914;0;0;0;0;0;0;0;0;0;884;0;0;0;0;251;61083;10216;12748;4602;1742;12298;0;7316;1402;0;0;705;0;0;625;0;0;0;0;0;0;53;0;0;0;0;301;9075;0;0
060;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;BB;Brief;0;46111;450;45661;13903;10581;2383;1043;9884;0;5211;1873;0;0;0;0;0;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;45889;9324;10119;3717;1236;8929;0;4996;916;0;0;407;0;0;464;0;0;0;0;0;0;34;0;0;0;0;110;5637;0;0
061;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;BB;Brief;0;67007;465;66542;15678;15647;12029;2759;7612;0;8665;1742;0;0;0;0;0;1475;0;0;0;0;0;0;0;0;0;369;0;0;0;566;261;66746;12850;14757;11070;2777;7379;0;9156;834;0;0;645;0;0;1079;0;0;0;0;0;0;46;0;0;0;0;213;5940;0;0
062;Dahme-Spreewald – Teltow-Fläming III;BB;Brief;0;58294;510;57784;12177;16590;4040;1475;11975;0;6978;2089;0;0;1086;0;0;828;0;0;0;0;0;0;0;0;0;0;0;0;0;546;276;58018;10610;13854;4705;1989;11350;0;5919;1080;0;0;723;0;0;579;0;0;0;0;0;0;47;0;0;0;0;117;7045;0;0
063;Frankfurt (Oder) – Oder-Spree;BB;Brief;0;38505;355;38150;10695;8972;1722;828;8322;0;4620;1818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;184;38321;7060;7948;2728;1177;7459;0;4404;744;0;0;447;0;0;342;0;0;0;0;0;0;48;0;0;0;0;97;5867;0;0
064;Cottbus – Spree-Neiße;BB;Brief;0;39061;429;38632;12056;8619;0;1018;9924;0;4486;1212;0;0;831;0;0;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;38837;7297;8019;2298;1214;8956;0;3955;666;0;0;469;0;0;320;0;0;0;0;0;0;31;0;0;0;0;92;5520;0;0
065;Elbe-Elster – Oberspreewald-Lausitz;BB;Brief;0;33499;323;33176;7119;7598;963;1079;9347;0;4760;2310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;33339;5549;7015;1338;1029;8808;0;3096;933;0;0;295;0;0;250;0;0;0;0;0;0;25;0;0;0;0;88;4913;0;0
066;Altmark – Jerichower Land;ST;Brief;0;43204;581;42623;9001;11637;1818;1554;10892;0;5617;2104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;43012;6558;10449;2201;1288;10115;0;4407;918;0;0;376;0;0;322;0;0;0;0;0;0;33;0;0;0;0;106;6239;0;0
067;Börde – Salzlandkreis;ST;Brief;0;42219;490;41729;7754;11833;1413;1236;11919;0;4624;1301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;826;0;0;0;823;217;42002;5875;10401;1758;1257;11265;0;3814;684;0;0;337;0;0;271;0;0;0;0;0;0;35;0;0;0;0;273;6032;0;0
068;Harz;ST;Brief;0;40713;593;40120;7567;11985;2116;953;9253;0;5066;1480;0;0;837;0;0;0;0;0;0;0;0;0;0;0;0;863;0;0;0;0;189;40524;6380;10255;2355;1166;8566;0;4115;736;0;0;488;0;0;310;0;0;0;0;0;0;44;0;0;0;0;272;5837;0;0
069;Magdeburg;ST;Brief;0;57010;749;56261;12158;15645;4675;1612;10729;0;8760;1661;0;0;0;0;0;0;0;0;0;0;0;348;0;0;0;673;0;0;0;0;243;56767;8918;12666;5453;1728;9748;0;7749;793;0;0;699;0;0;896;0;0;0;0;0;0;91;0;0;0;0;194;7832;0;0
070;Anhalt – Dessau – Wittenberg;ST;Brief;0;45968;491;45477;6172;16792;3404;952;10903;0;4798;2456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;45728;6366;12451;2712;1290;10320;0;4449;1152;0;0;406;0;0;310;0;0;0;0;0;0;38;0;0;0;0;106;6128;0;0
071;Halle;ST;Brief;0;51648;555;51093;11780;12743;3751;1649;9383;0;9185;1008;0;0;966;0;0;0;0;0;0;0;0;164;0;0;0;464;0;0;0;0;233;51415;7599;10671;6092;1800;8519;0;8695;545;0;0;566;0;0;685;0;0;0;0;0;0;56;0;0;0;0;172;6015;0;0
072;Burgenland – Saalekreis;ST;Brief;0;40966;477;40489;5561;13024;1497;1264;11400;0;4809;2152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782;215;40751;5032;10313;1816;1383;10689;0;3704;933;0;0;411;0;0;380;0;0;0;0;0;0;45;0;0;0;0;123;5922;0;0
073;Mansfeld;ST;Brief;0;39823;590;39233;5756;10551;1140;1623;11296;0;5487;1609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1771;223;39600;5155;9355;1466;1371;11058;0;3856;751;0;0;301;0;0;222;0;0;0;0;0;0;33;0;0;0;0;103;5929;0;0
074;Berlin-Mitte;BE;Brief;0;63639;224;63415;10255;10116;18812;2016;3460;0;13739;208;810;0;647;242;0;0;0;0;0;0;0;43;0;19;0;65;2731;252;0;0;159;63480;9356;9677;16204;2728;3656;0;16144;124;658;0;424;178;0;918;0;0;0;0;0;0;18;0;92;9;5;59;3096;134;0
075;Berlin-Pankow;BE;Brief;0;85686;890;84796;12920;15496;23952;2424;8933;0;19083;1133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;490;0;0;0;0;295;85391;12195;13870;19079;2763;8251;0;18429;393;1316;0;731;116;0;1193;0;0;0;0;0;0;35;0;202;28;54;124;6523;89;0
076;Berlin-Reinickendorf;BE;Brief;0;51115;596;50519;11659;17974;7491;1818;6236;0;4814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527;0;0;0;0;251;50864;9381;15831;7328;2220;6016;0;5124;207;1151;0;293;170;0;500;0;0;0;0;0;0;13;0;116;11;10;108;2345;40;0
077;Berlin-Spandau – Charlottenburg Nord;BE;Brief;0;46549;466;46083;13709;14036;5246;1572;5959;0;4229;0;0;0;1195;0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;0;0;240;46309;9185;13139;6214;1892;5803;0;5207;189;1091;0;405;172;0;397;0;0;0;0;0;0;34;0;113;10;18;41;2345;54;0
078;Berlin-Steglitz-Zehlendorf;BE;Brief;0;80507;657;79850;18615;27271;18316;3183;5402;0;5751;979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;252;80255;15548;24329;16637;4577;5456;0;8004;364;1062;0;366;139;0;854;0;0;0;0;0;0;9;0;154;7;14;105;2573;57;0
079;Berlin-Charlottenburg-Wilmersdorf;BE;Brief;0;70053;413;69640;16640;20136;17970;2982;3989;0;6645;0;0;0;1085;0;0;0;0;0;0;0;0;0;0;0;0;193;0;0;0;0;182;69871;12718;18037;16589;4322;4230;0;9190;130;700;0;354;135;0;870;0;0;0;0;0;0;8;0;90;6;6;61;2371;54;0
080;Berlin-Tempelhof-Schöneberg;BE;Brief;0;79375;552;78823;16436;21660;21618;2112;5642;0;7857;0;2136;0;0;691;0;0;0;0;0;0;0;0;0;0;97;179;0;0;0;395;297;79078;14684;18815;17847;2988;5782;0;12200;211;1251;0;431;247;0;864;0;0;0;0;0;0;20;0;162;19;47;91;3333;86;0
081;Berlin-Neukölln;BE;Brief;0;58329;343;57986;11416;12675;8365;1100;5024;0;16012;419;1303;0;586;777;0;0;0;0;0;0;0;70;0;0;0;168;0;0;0;71;243;58086;9368;11863;10840;1498;5026;0;14055;208;1004;0;360;264;0;534;0;0;0;0;0;0;23;0;91;12;10;82;2715;133;0
082;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;BE;Brief;0;74211;583;73628;9769;8064;25566;1798;3707;0;23664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;715;141;74070;9901;7591;21918;2062;3391;0;22170;146;768;0;655;127;0;1138;0;0;0;0;0;0;29;0;124;9;10;86;3777;168;0
083;Berlin-Treptow-Köpenick;BE;Brief;0;61092;280;60812;5850;9707;3550;1068;7652;0;27454;383;1337;0;0;0;0;0;0;0;0;0;0;36;0;0;38;135;3602;0;0;0;233;60859;8926;10763;8768;1764;8259;0;13118;334;1209;0;561;128;0;753;0;0;0;0;0;0;27;0;155;12;25;119;5895;43;0
084;Berlin-Marzahn-Hellersdorf;BE;Brief;0;51188;298;50890;5332;18215;2792;621;9005;0;8945;733;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;148;4977;0;0;0;228;50960;6853;10150;3925;1325;10099;0;9153;449;1326;0;418;82;0;510;0;0;0;0;0;0;40;0;158;15;16;88;6324;29;0
085;Berlin-Lichtenberg;BE;Brief;0;56623;259;56364;6025;11367;4293;824;7368;0;19424;380;1644;0;0;0;0;0;0;0;0;0;0;0;0;0;53;221;4765;0;0;0;202;56421;7790;8649;7488;1413;7788;0;13846;275;1249;0;549;105;0;780;0;0;0;0;0;0;45;0;175;13;33;107;6065;51;0
086;Aachen I;NW;Brief;0;56294;556;55738;10610;18904;17257;2059;0;0;3867;974;0;0;0;0;0;1348;0;0;0;0;0;0;0;0;0;719;0;0;0;0;125;56169;9982;15084;15613;2738;3120;0;6303;199;385;51;302;68;0;706;0;0;0;0;0;0;8;0;112;0;0;39;1425;19;15
087;Aachen II;NW;Brief;0;68283;1404;66879;20611;29749;5788;2222;0;0;3580;3496;0;0;0;0;0;1433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;68042;15363;25109;7269;2808;8477;0;3422;567;1144;143;359;140;0;474;0;0;0;0;0;0;11;0;123;0;0;56;2500;32;45
088;Heinsberg;NW;Brief;0;51273;383;50890;10374;23908;4540;1611;6022;0;2402;1136;0;0;0;0;0;897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;51072;9497;20756;5207;2120;6328;0;2673;495;917;118;322;90;0;444;0;0;0;0;0;0;7;0;118;0;0;55;1880;16;29
089;Düren;NW;Brief;0;64255;469;63786;14659;29106;5392;1815;8499;0;2692;1623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;63947;12947;24855;5946;2811;8630;0;3183;603;1112;173;353;117;0;426;0;0;0;0;0;0;12;0;141;0;0;61;2523;19;35
090;Rhein-Erft-Kreis I;NW;Brief;0;79034;566;78468;20890;30874;9073;2963;8922;0;4011;1244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;491;0;0;0;0;300;78734;16452;28498;9818;3888;8984;0;4470;571;1276;181;430;201;0;646;0;0;0;0;0;0;10;0;162;0;0;140;2924;30;53
091;Euskirchen – Rhein-Erft-Kreis II;NW;Brief;0;82454;580;81874;18092;35297;8507;3456;9618;0;3598;1428;0;0;0;0;0;1419;0;0;0;0;0;0;0;0;0;459;0;0;0;0;263;82191;15927;31742;9967;3828;9631;0;4129;712;1321;236;456;174;0;653;0;0;0;0;0;0;19;0;188;0;0;161;2973;14;60
092;Köln I;NW;Brief;0;68451;540;67911;16944;18568;15272;2140;6210;0;6242;835;0;0;0;0;0;1543;0;0;0;0;0;157;0;0;0;0;0;0;0;0;246;68205;14009;17280;13619;2870;5683;0;8921;357;817;130;420;149;0;961;0;0;0;0;0;0;36;0;155;0;0;73;2655;47;23
093;Köln II;NW;Brief;0;102261;467;101794;16969;30743;34509;3932;4381;0;7755;486;0;0;0;0;0;2669;0;0;0;0;0;0;0;0;0;235;0;0;0;115;233;102028;18341;28033;26884;5988;4634;0;12338;255;794;97;512;110;0;1327;0;0;0;0;0;0;9;0;185;0;0;66;2406;30;19
094;Köln III;NW;Brief;0;73554;378;73176;19185;15849;20402;2138;5851;0;6930;726;0;0;0;0;0;1686;0;0;0;0;0;0;409;0;0;0;0;0;0;0;175;73379;15208;16059;17534;2437;5609;0;10696;289;956;132;489;178;0;912;0;0;0;0;0;0;13;0;177;0;0;52;2553;64;21
095;Bonn;NW;Brief;0;72007;404;71603;15342;26741;18703;1709;3360;0;3868;380;0;0;0;0;0;1277;0;0;0;0;0;0;223;0;0;0;0;0;0;0;179;71828;12937;21499;18060;3756;3928;0;7465;191;530;88;354;98;0;887;0;0;0;0;0;0;19;0;130;0;0;35;1778;43;30
096;Rhein-Sieg-Kreis I;NW;Brief;0;77251;462;76789;18106;30682;9771;3294;8473;0;3333;1618;0;0;0;0;0;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;77016;15154;28042;10907;3733;8562;0;4034;630;1136;176;459;158;0;817;0;0;0;0;0;0;14;0;173;0;0;85;2853;31;52
097;Rhein-Sieg-Kreis II;NW;Brief;0;72685;417;72268;13416;35371;9592;2206;6325;0;2920;1034;0;0;0;0;0;1404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;72468;12952;28857;11225;3967;6501;0;3812;481;842;169;345;131;0;738;0;0;0;0;0;0;11;0;129;0;0;48;2182;18;60
098;Oberbergischer Kreis;NW;Brief;0;55773;350;55423;12559;23343;5867;1762;7160;0;2727;1232;0;0;0;0;0;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;55567;11152;20444;6277;2633;7044;0;2783;489;921;174;388;108;0;441;0;0;0;0;0;0;17;0;164;0;0;89;2366;14;63
099;Rheinisch-Bergischer Kreis;NW;Brief;0;71608;312;71296;13855;32540;10711;3654;5609;0;2733;752;0;0;0;0;0;1144;0;0;0;0;0;0;0;0;0;298;0;0;0;0;192;71416;13990;26556;11611;3949;6261;0;3744;445;958;138;335;106;0;802;0;0;0;0;0;0;17;0;166;0;0;109;2163;24;42
100;Leverkusen – Köln IV;NW;Brief;0;60648;388;60260;20736;17177;8003;1840;6021;0;4219;897;0;0;0;0;0;1255;0;0;0;0;0;112;0;0;0;0;0;0;0;0;209;60439;13832;16884;10106;2254;6033;0;5911;330;893;123;479;172;0;733;0;0;0;0;0;0;31;0;130;0;0;57;2394;39;38
101;Wuppertal I;NW;Brief;0;41071;233;40838;14601;11743;4547;1306;4524;0;2647;601;0;0;0;0;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0;247;113;40958;9286;11725;6407;1743;4460;0;3781;236;565;88;279;102;0;400;0;0;0;0;0;0;22;0;104;0;0;32;1672;27;29
102;Solingen – Remscheid – Wuppertal II;NW;Brief;0;51760;324;51436;15123;19404;5464;1512;5823;0;2779;0;0;0;0;0;0;1015;0;0;0;0;0;117;0;0;0;0;0;0;0;199;157;51603;11684;17396;6839;2356;5754;0;3198;217;793;113;380;124;0;482;0;0;0;0;0;0;25;0;120;0;0;54;2017;30;21
103;Mettmann I;NW;Brief;0;62562;387;62175;14655;25922;8756;2705;5897;0;2868;0;0;0;0;0;0;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;62367;12824;23413;9067;3339;5878;0;3112;293;928;109;332;124;0;667;0;0;0;0;0;0;10;0;143;0;0;60;2012;17;39
104;Mettmann II;NW;Brief;0;45214;324;44890;11907;18766;5586;1651;4698;0;2113;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;158;45056;9527;17261;5707;2293;4620;0;2252;195;676;71;260;83;0;359;0;0;0;0;0;0;20;0;109;0;0;38;1539;21;25
105;Düsseldorf I;NW;Brief;0;77625;345;77280;15920;31008;14374;4253;4947;0;4187;491;0;0;0;0;0;1691;0;0;0;0;0;115;0;0;0;294;0;0;0;0;147;77478;13200;26608;15200;6094;5129;0;6203;239;739;90;375;106;0;963;0;0;0;0;0;0;20;0;162;0;0;97;2169;40;44
106;Düsseldorf II;NW;Brief;0;58890;330;58560;13419;18854;12305;2532;4845;0;4034;453;0;0;0;0;0;1396;0;0;0;0;0;145;0;0;0;245;0;0;332;0;134;58756;11534;16809;11528;3212;4938;0;5840;233;760;74;353;118;0;792;0;0;0;0;0;0;19;0;109;0;0;73;2216;32;116
107;Neuss I;NW;Brief;0;64814;458;64356;18251;26772;6291;2843;6833;0;3366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;64630;12821;24777;7816;3394;7007;0;3583;329;1044;163;393;170;0;464;0;0;0;0;0;0;16;0;165;0;0;55;2370;25;38
108;Mönchengladbach;NW;Brief;0;43574;319;43255;11158;18203;5043;1376;4681;0;0;526;0;0;1149;0;0;809;0;0;0;0;0;0;0;0;0;203;0;0;107;0;169;43405;8559;15779;5269;2001;4709;0;3370;247;768;90;326;83;0;331;0;0;0;0;0;0;8;0;91;0;0;66;1634;27;47
109;Krefeld I – Neuss II;NW;Brief;0;56721;364;56357;12788;24050;6761;3186;5162;0;2867;1543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;56519;10530;22203;7725;3384;5307;0;3012;512;822;110;327;108;0;422;0;0;0;0;0;0;16;0;134;0;0;58;1798;19;32
110;Viersen;NW;Brief;0;67599;508;67091;14409;29769;8145;2616;6460;0;3515;1070;0;0;0;0;0;1107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;67308;13043;26479;8846;3500;6508;0;3566;505;1096;163;455;127;0;525;0;0;0;0;0;0;7;0;164;0;0;84;2169;24;47
111;Kleve;NW;Brief;0;74687;386;74301;16851;34238;7661;2374;7129;0;3557;1186;0;0;0;0;0;1305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;74462;14910;30728;8869;3198;7304;0;3971;648;1067;194;388;168;0;542;0;0;0;0;0;0;9;0;161;0;0;74;2183;16;32
112;Wesel I;NW;Brief;0;58029;351;57678;17133;22536;5720;2180;6050;0;2831;880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;0;0;0;0;164;57865;14618;20888;6490;2367;6068;0;2988;391;958;105;391;100;0;321;0;0;0;0;0;0;17;0;107;0;0;125;1885;10;36
113;Krefeld II – Wesel II;NW;Brief;0;45506;228;45278;14135;16805;4741;1626;4576;0;1874;768;0;0;0;0;0;753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;45373;10881;15542;5921;2168;4547;0;2650;298;683;86;327;93;0;328;0;0;0;0;0;0;18;0;89;0;0;48;1646;21;27
114;Duisburg I;NW;Brief;0;42679;320;42359;18154;10715;3937;970;4878;0;2462;560;0;0;0;0;0;599;0;0;0;0;0;84;0;0;0;0;0;0;0;0;188;42491;11830;11609;5560;1413;4800;0;3257;260;814;91;382;132;0;316;0;0;0;0;0;0;28;0;102;0;0;41;1806;26;24
115;Duisburg II;NW;Brief;0;31933;338;31595;11299;7679;3097;723;5998;0;1800;659;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;223;226;31707;9187;7879;2806;882;5299;0;2411;230;682;54;228;133;0;170;0;0;0;0;0;0;28;0;66;0;0;36;1580;19;17
116;Oberhausen – Wesel III;NW;Brief;0;50492;426;50066;17271;16059;5231;1445;6357;0;2811;0;0;0;0;702;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;241;50251;14507;15086;5487;1674;6127;0;2989;214;906;74;405;189;0;302;0;0;0;0;0;0;20;0;128;0;0;60;2035;22;26
117;Mülheim – Essen I;NW;Brief;0;47277;334;46943;16096;15500;5254;1619;5167;0;2400;907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;47127;11940;15384;6163;1938;5050;0;2945;281;751;85;309;93;0;336;0;0;0;0;0;0;24;0;90;0;0;44;1658;15;21
118;Essen II;NW;Brief;0;35482;310;35172;11638;10127;3848;854;5330;0;2472;736;0;0;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;0;133;35349;8999;9456;4163;1052;5046;0;3136;249;683;52;305;110;0;287;0;0;0;0;0;0;38;0;79;0;0;37;1612;29;16
119;Essen III;NW;Brief;0;58738;388;58350;14289;22970;10283;1782;4453;0;3680;749;0;0;0;0;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;207;58531;12821;19353;10330;2708;4621;0;4438;249;779;67;397;91;0;599;0;0;0;0;0;0;35;0;137;0;0;44;1809;30;23
120;Recklinghausen I;NW;Brief;0;45806;249;45557;16034;15390;3899;1063;5747;0;1968;515;0;0;884;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;154;45652;11757;14878;5445;1458;5807;0;2579;239;754;56;371;88;0;284;0;0;0;0;0;0;16;0;92;0;0;57;1738;16;17
121;Recklinghausen II;NW;Brief;0;52631;364;52267;16396;19394;4603;1121;6462;0;2101;882;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;202;0;0;0;1002;203;52428;13714;18106;5597;1727;6715;0;2529;379;855;87;307;99;0;278;0;0;0;0;0;0;25;0;120;0;0;98;1750;12;30
122;Gelsenkirchen;NW;Brief;0;36416;284;36132;12398;10513;3005;1267;6141;0;2062;600;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;187;36229;10149;10737;3131;1049;5677;0;2335;254;762;43;212;99;0;175;0;0;0;0;0;0;53;0;58;0;0;42;1399;35;19
123;Steinfurt I – Borken I;NW;Brief;0;55748;285;55463;13202;25834;6272;2007;4649;0;2396;1103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;55569;10943;24467;6871;2263;4716;0;2674;468;625;93;285;86;0;381;0;0;0;0;0;0;11;0;131;0;0;50;1466;18;21
124;Bottrop – Recklinghausen III;NW;Brief;0;49435;357;49078;15477;18435;4167;1328;6133;0;1878;664;0;0;911;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;214;49221;12670;17441;5090;1624;6163;0;2282;354;849;65;358;100;0;238;0;0;0;0;0;0;27;0;100;0;0;42;1781;19;18
125;Borken II;NW;Brief;0;58016;291;57725;11718;29616;6595;1538;4483;0;2262;1513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;57848;10646;26927;7172;2305;4671;0;2508;589;615;102;253;74;0;377;0;0;0;0;0;0;6;0;141;0;0;47;1379;10;26
126;Coesfeld – Steinfurt II;NW;Brief;0;68367;340;68027;14145;33712;9314;2115;5051;0;2555;0;0;0;0;0;0;1135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;68194;12842;30234;9807;2711;5377;0;3081;348;752;115;323;96;0;563;0;0;0;0;0;0;8;0;159;0;0;59;1675;6;38
