# (c) Die Bundeswahlleiterin, Statistisches Bundesamt (Destatis), 2025;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 21. Deutschen Bundestag (23. Februar 2025);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2025'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich geringfügige Differenzen ergeben.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: SPD;Erststimme: CDU;Erststimme: GRÜNE;Erststimme: FDP;Erststimme: AfD;Erststimme: CSU;Erststimme: Die Linke;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. BSW
SL;Summe;<=1955;Summe;146612;2653;50542;63065;4140;4718;14723;;4268;2505;2463;
SL;Summe;<=1955;ungültig;2016;1058;232;503;;;223;;;;;
SL;Summe;<=1955;SPD;44813;140;42060;1332;303;250;60;;464;205;205;
SL;Summe;<=1955;CDU;60318;491;2115;55969;49;780;513;;161;239;239;
SL;Summe;<=1955;GRÜNE;6558;41;2336;553;3401;8;;;145;74;74;
SL;Summe;<=1955;FDP;6385;10;373;2551;;3130;236;;3;82;82;
SL;Summe;<=1955;AfD;14214;60;299;907;;138;12744;;49;17;17;
SL;Summe;<=1955;CSU;;;;;;;;;;;;
SL;Summe;<=1955;Die Linke;4033;53;856;231;211;4;4;;2574;101;101;
SL;Summe;<=1955;Sonstige;8277;801;2272;1019;177;408;943;;871;1787;1745;
SL;Summe;<=1955;dar. FREIE WÄHLER;994;;72;40;22;;23;;88;750;750;
SL;Summe;<=1955;dar. BSW;5294;447;1755;668;30;328;777;;695;595;560;
SL;m|d|o;Summe;Summe;297750;3805;81550;86686;13915;10464;74251;;18286;8793;8522;
SL;m|d|o;Summe;ungültig;2457;1685;166;352;28;74;68;;14;71;71;
SL;m|d|o;Summe;SPD;59742;174;55041;2043;700;153;315;;933;383;383;
SL;m|d|o;Summe;CDU;78552;521;4582;69965;235;1145;1117;;468;520;510;
SL;m|d|o;Summe;GRÜNE;21400;126;7872;1426;10838;245;15;;718;161;161;
SL;m|d|o;Summe;FDP;14164;35;1058;5093;46;7035;381;;263;253;253;
SL;m|d|o;Summe;AfD;76154;164;1463;3836;52;756;68836;;496;552;517;
SL;m|d|o;Summe;CSU;;;;;;;;;;;;
SL;m|d|o;Summe;Die Linke;18695;52;5958;533;1119;47;145;;10682;159;126;
SL;m|d|o;Summe;Sonstige;26586;1048;5411;3438;899;1010;3374;;4712;6694;6502;
SL;m|d|o;Summe;dar. FREIE WÄHLER;3960;3;317;317;;36;67;;170;3050;3043;
SL;m|d|o;Summe;dar. BSW;15314;799;3466;2182;181;727;2701;;3448;1810;1720;
SL;m|d|o;2001-2007;Summe;19008;253;5749;3125;777;1115;4665;;2704;620;598;
SL;m|d|o;2001-2007;ungültig;120;117;;;;;;;4;;;
SL;m|d|o;2001-2007;SPD;2400;;2127;144;14;45;42;;24;3;3;
SL;m|d|o;2001-2007;CDU;2218;15;436;1631;;67;22;;44;4;4;
SL;m|d|o;2001-2007;GRÜNE;1582;;835;173;432;;;;143;;;
SL;m|d|o;2001-2007;FDP;1590;;131;538;;743;7;;96;75;75;
SL;m|d|o;2001-2007;AfD;5008;7;212;224;;84;4400;;10;71;71;
SL;m|d|o;2001-2007;CSU;;;;;;;;;;;;
SL;m|d|o;2001-2007;Die Linke;3286;33;1151;4;213;35;57;;1757;38;23;
SL;m|d|o;2001-2007;Sonstige;2802;81;858;411;118;141;137;;626;429;423;
SL;m|d|o;2001-2007;dar. FREIE WÄHLER;149;;34;38;;25;3;;;48;48;
SL;m|d|o;2001-2007;dar. BSW;1468;78;491;270;4;39;123;;295;168;168;
SL;m|d|o;1991-2000;Summe;36362;252;9532;6019;2323;1886;10467;;4265;1618;1570;
SL;m|d|o;1991-2000;ungültig;227;170;;;;3;54;;;;;
SL;m|d|o;1991-2000;SPD;5026;;4403;206;181;;15;;155;65;65;
SL;m|d|o;1991-2000;CDU;4965;;625;4067;10;77;65;;118;3;3;
SL;m|d|o;1991-2000;GRÜNE;3712;;1542;208;1713;4;;;216;30;30;
SL;m|d|o;1991-2000;FDP;2238;;253;529;15;1392;21;;25;3;3;
SL;m|d|o;1991-2000;AfD;10932;;206;515;;207;9772;;99;133;133;
SL;m|d|o;1991-2000;CSU;;;;;;;;;;;;
SL;m|d|o;1991-2000;Die Linke;4499;;1514;22;196;8;;;2733;26;11;
SL;m|d|o;1991-2000;Sonstige;4763;82;988;472;208;196;540;;920;1357;1324;
SL;m|d|o;1991-2000;dar. FREIE WÄHLER;866;3;76;4;;4;4;;;775;775;
SL;m|d|o;1991-2000;dar. BSW;2237;4;498;346;61;146;342;;604;237;237;
SL;m|d|o;1981-1990;Summe;44992;377;9878;9780;2859;1177;16010;;3355;1558;1516;
SL;m|d|o;1981-1990;ungültig;267;165;;;28;70;4;;;;;
SL;m|d|o;1981-1990;SPD;6627;;5947;279;99;12;151;;126;11;11;
SL;m|d|o;1981-1990;CDU;8566;52;602;7363;63;148;252;;;86;79;
SL;m|d|o;1981-1990;GRÜNE;3822;;1140;247;2194;62;;;127;52;52;
SL;m|d|o;1981-1990;FDP;1596;;321;449;28;681;25;;89;3;3;
SL;m|d|o;1981-1990;AfD;16085;7;264;614;;136;14903;;77;84;84;
SL;m|d|o;1981-1990;CSU;;;;;;;;;;;;
SL;m|d|o;1981-1990;Die Linke;3239;;989;145;169;;50;;1882;4;;
SL;m|d|o;1981-1990;Sonstige;4790;153;614;682;277;67;624;;1054;1318;1287;
SL;m|d|o;1981-1990;dar. FREIE WÄHLER;855;;37;92;;4;56;;22;645;645;
SL;m|d|o;1981-1990;dar. BSW;2247;78;305;231;7;11;452;;765;397;390;
SL;m|d|o;1966-1980;Summe;66000;710;14899;19202;2787;2074;20831;;3054;2442;2358;
SL;m|d|o;1966-1980;ungültig;468;323;29;30;;;4;;11;71;71;
SL;m|d|o;1966-1980;SPD;10225;7;9270;373;144;17;57;;223;134;134;
SL;m|d|o;1966-1980;CDU;17221;42;1157;15197;89;140;270;;114;211;211;
SL;m|d|o;1966-1980;GRÜNE;4589;28;1865;276;2191;146;;;48;37;37;
SL;m|d|o;1966-1980;FDP;2725;35;74;1090;3;1333;135;;35;18;18;
SL;m|d|o;1966-1980;AfD;21758;64;406;1097;11;173;19615;;229;164;164;
SL;m|d|o;1966-1980;CSU;;;;;;;;;;;;
SL;m|d|o;1966-1980;Die Linke;3031;;1020;217;199;;14;;1579;3;3;
SL;m|d|o;1966-1980;Sonstige;5983;212;1077;922;150;265;736;;816;1803;1719;
SL;m|d|o;1966-1980;dar. FREIE WÄHLER;1054;;104;135;;;;;4;811;804;
SL;m|d|o;1966-1980;dar. BSW;3571;212;723;601;32;250;666;;676;413;365;
SL;m|d|o;1956-1965;Summe;63998;1001;19327;20057;3331;1941;14411;;2587;1342;1303;
SL;m|d|o;1956-1965;ungültig;553;483;;70;;;;;;;;
SL;m|d|o;1956-1965;SPD;15604;67;14534;532;177;48;18;;194;34;34;
SL;m|d|o;1956-1965;CDU;18622;59;994;16879;58;184;249;;132;68;64;
SL;m|d|o;1956-1965;GRÜNE;4506;80;1310;243;2756;30;15;;68;4;4;
SL;m|d|o;1956-1965;FDP;2629;;114;969;;1405;55;;15;71;71;
SL;m|d|o;1956-1965;AfD;14474;87;169;743;41;145;13174;;31;83;48;
SL;m|d|o;1956-1965;CSU;;;;;;;;;;;;
SL;m|d|o;1956-1965;Die Linke;2505;;852;70;191;;22;;1353;18;18;
SL;m|d|o;1956-1965;Sonstige;5104;226;1353;551;108;128;879;;795;1064;1064;
SL;m|d|o;1956-1965;dar. FREIE WÄHLER;508;;42;22;;3;4;;75;362;362;
SL;m|d|o;1956-1965;dar. BSW;3658;207;1013;479;56;125;722;;678;378;378;
SL;m|d|o;<=1955;Summe;67390;1211;22165;28504;1839;2271;7867;;2320;1213;1177;
SL;m|d|o;<=1955;ungültig;822;427;136;252;;;7;;;;;
SL;m|d|o;<=1955;SPD;19860;100;18759;510;84;31;31;;211;135;135;
SL;m|d|o;<=1955;CDU;26959;353;767;24828;15;529;259;;61;148;148;
SL;m|d|o;<=1955;GRÜNE;3188;18;1180;280;1552;4;;;116;37;37;
SL;m|d|o;<=1955;FDP;3386;;165;1519;;1479;138;;3;82;82;
SL;m|d|o;<=1955;AfD;7897;;206;643;;12;6970;;49;17;17;
SL;m|d|o;<=1955;CSU;;;;;;;;;;;;
SL;m|d|o;<=1955;Die Linke;2134;19;432;75;150;4;4;;1378;71;71;
SL;m|d|o;<=1955;Sonstige;3143;294;520;398;38;213;457;;501;722;687;
SL;m|d|o;<=1955;dar. FREIE WÄHLER;527;;23;26;;;;;70;408;408;
SL;m|d|o;<=1955;dar. BSW;2133;220;437;255;23;156;396;;431;216;181;
SL;w;Summe;Summe;307543;4246;97195;90317;16562;10147;54926;;22929;11221;10936;
SL;w;Summe;ungültig;3113;2423;124;262;;4;257;;26;17;17;
SL;w;Summe;SPD;71394;51;65137;2834;1436;351;306;;1009;270;270;
SL;w;Summe;CDU;82561;267;5450;73596;460;751;890;;365;781;781;
SL;w;Summe;GRÜNE;21971;22;7677;1320;12150;109;11;;607;76;76;
SL;w;Summe;FDP;11561;10;902;3430;52;6575;325;;26;242;242;
SL;w;Summe;AfD;53140;119;1026;2685;;464;47959;;231;657;657;
SL;w;Summe;CSU;;;;;;;;;;;;
SL;w;Summe;Die Linke;25385;38;7722;720;1119;89;266;;15227;204;151;
SL;w;Summe;Sonstige;38418;1315;9157;5470;1345;1804;4914;;5439;8975;8743;
SL;w;Summe;dar. FREIE WÄHLER;4516;;522;318;32;25;171;;96;3352;3352;
SL;w;Summe;dar. BSW;21687;592;6341;3327;223;1089;3447;;3654;3014;2951;
SL;w;2001-2007;Summe;18108;208;5466;2381;1261;670;3193;;4592;338;338;
SL;w;2001-2007;ungültig;167;153;7;;;;;;7;;;
SL;w;2001-2007;SPD;2669;;2231;96;25;75;52;;187;4;4;
SL;w;2001-2007;CDU;1709;;137;1494;34;11;29;;;4;4;
SL;w;2001-2007;GRÜNE;1567;;511;19;840;;;;197;;;
SL;w;2001-2007;FDP;519;;44;133;;321;4;;;18;18;
SL;w;2001-2007;AfD;3069;;80;155;;17;2728;;7;82;82;
SL;w;2001-2007;CSU;;;;;;;;;;;;
SL;w;2001-2007;Die Linke;5855;;1885;39;280;29;4;;3595;22;22;
SL;w;2001-2007;Sonstige;2553;54;572;444;82;217;377;;599;207;207;
SL;w;2001-2007;dar. FREIE WÄHLER;55;;27;;;;7;;;21;21;
SL;w;2001-2007;dar. BSW;1704;54;389;292;21;162;248;;383;154;154;
SL;w;1991-2000;Summe;34639;447;10316;5949;2504;1329;7085;;5391;1618;1549;
SL;w;1991-2000;ungültig;389;386;;;;;4;;;;;
SL;w;1991-2000;SPD;5295;4;4771;103;221;7;;;147;43;43;
SL;w;1991-2000;CDU;4448;;517;3671;72;49;79;;;60;60;
SL;w;1991-2000;GRÜNE;3238;;1409;126;1630;;11;;39;23;23;
SL;w;1991-2000;FDP;1408;;178;336;20;821;24;;19;10;10;
SL;w;1991-2000;AfD;7167;;117;523;;4;6341;;59;124;124;
SL;w;1991-2000;CSU;;;;;;;;;;;;
SL;w;1991-2000;Die Linke;6660;;2093;313;272;26;65;;3859;31;4;
SL;w;1991-2000;Sonstige;6034;58;1231;876;290;422;563;;1268;1326;1285;
SL;w;1991-2000;dar. FREIE WÄHLER;421;;67;10;;;22;;;322;322;
SL;w;1991-2000;dar. BSW;3038;10;690;597;36;174;276;;690;564;564;
SL;w;1981-1990;Summe;41191;536;10931;9243;2721;1490;11077;;3282;1912;1881;
SL;w;1981-1990;ungültig;346;321;22;;;4;;;;;;
SL;w;1981-1990;SPD;6905;;6147;317;278;8;23;;128;4;4;
SL;w;1981-1990;CDU;7908;54;641;6543;68;106;188;;136;173;173;
SL;w;1981-1990;GRÜNE;3796;;1466;289;1936;8;;;94;4;4;
SL;w;1981-1990;FDP;1476;;73;499;4;851;45;;;4;4;
SL;w;1981-1990;AfD;10784;4;107;635;;98;9877;;42;21;21;
SL;w;1981-1990;CSU;;;;;;;;;;;;
SL;w;1981-1990;Die Linke;3826;;1232;48;203;26;;;2231;85;82;
SL;w;1981-1990;Sonstige;6149;158;1244;912;232;388;944;;649;1622;1595;
SL;w;1981-1990;dar. FREIE WÄHLER;970;;75;159;7;11;102;;4;613;613;
SL;w;1981-1990;dar. BSW;3182;30;832;486;4;267;652;;383;529;529;
SL;w;1966-1980;Summe;69057;616;18879;19163;3524;2376;15935;;4946;3618;3539;
SL;w;1966-1980;ungültig;355;304;;7;;;7;;19;17;17;
SL;w;1966-1980;SPD;13310;7;11803;845;290;27;115;;205;18;18;
SL;w;1966-1980;CDU;16685;4;1199;14629;46;244;214;;75;275;275;
SL;w;1966-1980;GRÜNE;4961;;1591;441;2664;90;;;166;7;7;
SL;w;1966-1980;FDP;2945;;187;889;22;1557;101;;7;181;181;
SL;w;1966-1980;AfD;15363;10;308;668;;151;13835;;112;279;279;
SL;w;1966-1980;CSU;;;;;;;;;;;;
SL;w;1966-1980;Die Linke;4694;4;1315;92;185;7;187;;2893;10;10;
SL;w;1966-1980;Sonstige;10744;286;2476;1592;318;299;1475;;1468;2830;2751;
SL;w;1966-1980;dar. FREIE WÄHLER;1613;;282;104;3;10;14;;54;1145;1145;
SL;w;1966-1980;dar. BSW;5763;44;1603;922;75;182;1119;;1007;810;772;
SL;w;1956-1965;Summe;65326;998;23226;19020;4250;1836;10780;;2771;2444;2344;
SL;w;1956-1965;ungültig;662;629;;4;;;29;;;;;
SL;w;1956-1965;SPD;18261;;16886;651;403;15;88;;88;131;131;
SL;w;1956-1965;CDU;18452;71;1609;16118;206;89;126;;54;179;179;
SL;w;1956-1965;GRÜNE;5040;;1544;172;3231;7;;;82;4;4;
SL;w;1956-1965;FDP;2214;;211;541;7;1374;53;;;29;29;
SL;w;1956-1965;AfD;10439;46;321;438;;68;9404;;11;151;151;
SL;w;1956-1965;CSU;;;;;;;;;;;;
SL;w;1956-1965;Die Linke;2451;;773;72;119;;10;;1452;25;4;
SL;w;1956-1965;Sonstige;7806;252;1882;1025;284;283;1070;;1083;1925;1847;
SL;w;1956-1965;dar. FREIE WÄHLER;990;;22;30;;4;4;;20;909;909;
SL;w;1956-1965;dar. BSW;4839;227;1508;617;79;132;770;;926;579;553;
SL;w;<=1955;Summe;79223;1442;28377;34561;2301;2446;6856;;1948;1292;1285;
SL;w;<=1955;ungültig;1194;630;96;251;;;217;;;;;
SL;w;<=1955;SPD;24953;40;23300;822;219;219;29;;254;70;70;
SL;w;<=1955;CDU;33358;138;1348;31142;34;252;254;;100;91;91;
SL;w;<=1955;GRÜNE;3370;22;1156;273;1848;4;;;28;37;37;
SL;w;<=1955;FDP;2999;10;208;1032;;1651;97;;;;;
SL;w;<=1955;AfD;6317;60;93;264;;126;5774;;;;;
SL;w;<=1955;CSU;;;;;;;;;;;;
SL;w;<=1955;Die Linke;1898;34;423;155;60;;;;1196;30;30;
SL;w;<=1955;Sonstige;5134;507;1752;621;139;194;485;;370;1065;1058;
SL;w;<=1955;dar. FREIE WÄHLER;467;;49;14;22;;23;;18;342;342;
SL;w;<=1955;dar. BSW;3161;227;1319;413;7;172;381;;265;379;379;
BE;Summe;Summe;Summe;1961177;18539;326663;413893;338231;52575;294546;;423549;93181;9141;41787
BE;Summe;Summe;ungültig;11644;9352;635;631;77;17;462;;322;149;;23
BE;Summe;Summe;SPD;295182;765;222065;15307;23775;601;728;;29226;2714;131;812
BE;Summe;Summe;CDU;356099;1000;12190;315913;6469;4003;5022;;8579;2923;417;1036
BE;Summe;Summe;GRÜNE;328035;546;30235;8782;240342;776;211;;45535;1608;221;152
BE;Summe;Summe;FDP;74076;64;2999;25205;1608;38388;2672;;2371;768;240;341
BE;Summe;Summe;AfD;296990;705;1659;15880;252;1497;268914;;4534;3549;510;1747
BE;Summe;Summe;CSU;;;;;;;;;;;;
BE;Summe;Summe;Die Linke;387222;495;35964;8372;53928;1306;1555;;278382;7221;243;2618
BE;Summe;Summe;Sonstige;211929;5613;20916;23802;11781;5988;14982;;54599;74249;7379;35058
BE;Summe;Summe;dar. FREIE WÄHLER;6402;58;293;1257;48;295;409;;549;3492;2654;88
BE;Summe;Summe;dar. BSW;129651;3769;11938;15090;2212;3168;11550;;37530;44394;1741;33741
BE;Summe;2001-2007;Summe;130291;1006;18929;12731;24168;4438;12037;;51449;5533;428;1655
BE;Summe;2001-2007;ungültig;548;439;28;;;;;;51;30;;
BE;Summe;2001-2007;SPD;11931;25;7295;699;1493;125;41;;2089;164;29;64
BE;Summe;2001-2007;CDU;9192;;880;7260;281;236;205;;302;28;;
BE;Summe;2001-2007;GRÜNE;18555;61;1772;315;12270;223;41;;3774;99;;
BE;Summe;2001-2007;FDP;5716;35;366;1552;179;3131;121;;304;28;;8
BE;Summe;2001-2007;AfD;12110;41;102;717;57;56;10734;;262;141;43;20
BE;Summe;2001-2007;CSU;;;;;;;;;;;;
BE;Summe;2001-2007;Die Linke;56551;;6736;596;8524;264;22;;39581;828;29;182
BE;Summe;2001-2007;Sonstige;15688;404;1750;1591;1364;404;873;;5086;4216;327;1381
BE;Summe;2001-2007;dar. FREIE WÄHLER;332;;18;83;30;;;;90;111;111;
BE;Summe;2001-2007;dar. BSW;7896;218;940;708;284;142;573;;3098;1933;106;1159
BE;Summe;1991-2000;Summe;260774;1461;32436;29015;60237;8786;25502;;90333;13003;1052;3772
BE;Summe;1991-2000;ungültig;790;694;;;50;;28;;19;;;
BE;Summe;1991-2000;SPD;23601;;15902;819;3057;55;59;;3509;200;;49
BE;Summe;1991-2000;CDU;22303;225;1188;18380;873;268;279;;735;356;8;21
BE;Summe;1991-2000;GRÜNE;51792;93;3928;727;37047;220;67;;9485;224;;30
BE;Summe;1991-2000;FDP;11512;;289;3203;509;6455;292;;543;222;66;94
BE;Summe;1991-2000;AfD;25892;88;186;1500;29;29;23348;;376;335;102;29
BE;Summe;1991-2000;CSU;;;;;;;;;;;;
BE;Summe;1991-2000;Die Linke;93094;;7728;643;15646;240;45;;66921;1870;;547
BE;Summe;1991-2000;Sonstige;31790;360;3216;3744;3026;1518;1385;;8745;9797;876;3003
BE;Summe;1991-2000;dar. FREIE WÄHLER;975;;;189;18;158;59;;132;418;178;8
BE;Summe;1991-2000;dar. BSW;15131;286;1582;2376;412;704;945;;4811;4015;136;2848
BE;Summe;1981-1990;Summe;346108;1916;43934;52969;78305;9700;52076;;88395;18812;2137;6703
BE;Summe;1981-1990;ungültig;1149;1011;33;31;;;;;8;67;;
BE;Summe;1981-1990;SPD;38191;;26284;1477;4632;64;41;;5157;536;39;53
BE;Summe;1981-1990;CDU;43489;42;1627;37187;1467;430;815;;1442;480;30;320
BE;Summe;1981-1990;GRÜNE;79583;144;5865;1755;56987;149;;;14144;538;183;
BE;Summe;1981-1990;FDP;12034;;560;3067;399;6848;316;;560;285;55;193
BE;Summe;1981-1990;AfD;53424;81;190;3208;77;577;48026;;555;711;119;329
BE;Summe;1981-1990;CSU;;;;;;;;;;;;
BE;Summe;1981-1990;Die Linke;76399;;5683;1221;11486;179;147;;56294;1388;127;141
BE;Summe;1981-1990;Sonstige;41840;639;3692;5023;3257;1453;2732;;10235;14807;1584;5667
BE;Summe;1981-1990;dar. FREIE WÄHLER;1214;;47;347;;36;76;;135;573;344;
BE;Summe;1981-1990;dar. BSW;20415;378;1654;2929;446;800;1917;;4820;7471;281;5309
BE;Summe;1966-1980;Summe;476458;4489;70397;99295;97769;12027;86132;;84331;22020;2163;8414
BE;Summe;1966-1980;ungültig;2475;2114;73;124;8;8;32;;87;29;;
BE;Summe;1966-1980;SPD;64422;378;46992;2626;7115;232;222;;6312;545;8;148
BE;Summe;1966-1980;CDU;88440;47;3107;76260;2281;1253;2084;;2649;760;244;187
BE;Summe;1966-1980;GRÜNE;97473;141;7658;3259;74620;42;73;;11329;352;;14
BE;Summe;1966-1980;FDP;18090;29;987;6673;350;8862;560;;540;90;53;
BE;Summe;1966-1980;AfD;84975;145;441;3732;90;330;78125;;988;1123;99;478
BE;Summe;1966-1980;CSU;;;;;;;;;;;;
BE;Summe;1966-1980;Die Linke;69883;119;6400;1209;10845;240;457;;49290;1323;8;508
BE;Summe;1966-1980;Sonstige;50700;1516;4740;5412;2461;1060;4579;;13135;17798;1752;7078
BE;Summe;1966-1980;dar. FREIE WÄHLER;1745;33;33;397;;59;138;;159;924;760;15
BE;Summe;1966-1980;dar. BSW;31954;820;2871;3063;436;647;3410;;10059;10649;420;6859
BE;Summe;1956-1965;Summe;338668;3774;61218;85133;45234;7014;70311;;49557;16427;1995;9289
BE;Summe;1956-1965;ungültig;2459;1948;189;8;;9;190;;92;23;;23
BE;Summe;1956-1965;SPD;58478;35;45732;3708;3733;54;181;;4280;755;55;185
BE;Summe;1956-1965;CDU;73117;218;1753;66321;837;427;1030;;1689;843;134;313
BE;Summe;1956-1965;GRÜNE;47120;92;5227;1393;35130;132;;;4750;395;38;108
BE;Summe;1956-1965;FDP;10764;;205;4259;36;5108;816;;256;84;36;47
BE;Summe;1956-1965;AfD;70765;190;367;3356;;192;64753;;1131;777;85;552
BE;Summe;1956-1965;CSU;;;;;;;;;;;;
BE;Summe;1956-1965;Die Linke;41589;288;4334;1759;4439;167;264;;29471;866;50;550
BE;Summe;1956-1965;Sonstige;34375;1005;3410;4328;1058;925;3076;;7889;12685;1596;7509
BE;Summe;1956-1965;dar. FREIE WÄHLER;985;;126;67;;;78;;18;696;696;
BE;Summe;1956-1965;dar. BSW;24893;706;1993;3290;307;521;2629;;6485;8962;443;7392
BE;Summe;<=1955;Summe;408878;5893;99749;134750;32518;10611;48488;;59484;17386;1366;11954
BE;Summe;<=1955;ungültig;4223;3146;312;468;19;;212;;66;;;
BE;Summe;<=1955;SPD;98560;327;79861;5977;3744;72;185;;7879;515;;312
BE;Summe;<=1955;CDU;119558;468;3636;110506;731;1389;609;;1761;457;;195
BE;Summe;<=1955;GRÜNE;33513;14;5785;1333;24289;10;29;;2053;;;
BE;Summe;<=1955;FDP;15959;;593;6450;135;7984;567;;169;60;29;
BE;Summe;<=1955;AfD;49824;159;373;3367;;312;43927;;1222;463;63;338
BE;Summe;<=1955;CSU;;;;;;;;;;;;
BE;Summe;<=1955;Die Linke;49707;88;5082;2944;2987;216;620;;36824;946;30;689
BE;Summe;<=1955;Sonstige;37536;1690;4108;3705;614;628;2338;;9509;14946;1244;10420
BE;Summe;<=1955;dar. FREIE WÄHLER;1152;25;69;175;;42;57;;14;769;565;65
BE;Summe;<=1955;dar. BSW;29362;1362;2898;2724;327;355;2076;;8257;11364;356;10173
BE;m|d|o;Summe;Summe;933433;7910;144816;201872;151481;27595;169572;;189305;40882;4202;18441
BE;m|d|o;Summe;ungültig;5254;4213;269;116;69;8;284;;194;100;;
BE;m|d|o;Summe;SPD;129867;116;98512;6499;9527;111;259;;13608;1235;105;353
BE;m|d|o;Summe;CDU;175689;433;6125;154250;3799;2254;2943;;4700;1184;266;420
BE;m|d|o;Summe;GRÜNE;151772;222;14556;4595;108574;548;202;;22203;872;183;79
BE;m|d|o;Summe;FDP;41150;64;1407;15032;827;20701;1384;;1330;405;163;123
BE;m|d|o;Summe;AfD;172737;399;854;8832;147;864;157652;;2594;1394;104;755
BE;m|d|o;Summe;CSU;;;;;;;;;;;;
BE;m|d|o;Summe;Die Linke;163500;192;14866;2859;22751;456;483;;118870;3024;154;1024
BE;m|d|o;Summe;Sonstige;93465;2270;8227;9689;5786;2654;6365;;25806;32667;3228;15686
BE;m|d|o;Summe;dar. FREIE WÄHLER;2932;25;132;657;30;166;120;;264;1538;1170;73
BE;m|d|o;Summe;dar. BSW;58533;1644;4624;5999;820;1359;5367;;18391;20329;878;15297
BE;m|d|o;2001-2007;Summe;63182;354;9301;7714;10256;2876;8242;;22181;2257;256;855
BE;m|d|o;2001-2007;ungültig;236;166;;;;;;;40;30;;
BE;m|d|o;2001-2007;SPD;6162;;3920;445;455;56;41;;1124;124;29;64
BE;m|d|o;2001-2007;CDU;5871;;604;4665;100;156;112;;234;;;
BE;m|d|o;2001-2007;GRÜNE;9666;;993;141;6210;191;41;;2083;8;;
BE;m|d|o;2001-2007;FDP;3329;35;163;759;36;2043;45;;219;28;;8
BE;m|d|o;2001-2007;AfD;8577;;102;565;;56;7560;;205;88;;20
BE;m|d|o;2001-2007;CSU;;;;;;;;;;;;
BE;m|d|o;2001-2007;Die Linke;21438;;2591;174;2678;79;9;;15681;225;29;76
BE;m|d|o;2001-2007;Sonstige;7903;154;928;966;777;295;434;;2595;1755;198;687
BE;m|d|o;2001-2007;dar. FREIE WÄHLER;220;;18;83;30;;;;90;;;
BE;m|d|o;2001-2007;dar. BSW;4314;60;562;456;94;105;283;;1723;1030;87;617
BE;m|d|o;1991-2000;Summe;124165;688;15739;15941;25126;5010;15353;;39617;6691;459;2077
BE;m|d|o;1991-2000;ungültig;470;402;;;50;;;;19;;;
BE;m|d|o;1991-2000;SPD;11587;;8015;602;1010;8;;;1873;80;;49
BE;m|d|o;1991-2000;CDU;11647;74;606;9621;575;89;139;;387;156;;
BE;m|d|o;1991-2000;GRÜNE;23727;;1966;460;16336;108;67;;4612;178;;30
BE;m|d|o;1991-2000;FDP;7015;;169;2298;286;3686;158;;290;128;19;48
BE;m|d|o;1991-2000;AfD;15931;88;106;943;;29;14336;;300;128;12;29
BE;m|d|o;1991-2000;CSU;;;;;;;;;;;;
BE;m|d|o;1991-2000;Die Linke;37495;;3171;158;5384;183;45;;27555;999;;307
BE;m|d|o;1991-2000;Sonstige;16292;125;1705;1859;1485;907;607;;4582;5022;428;1615
BE;m|d|o;1991-2000;dar. FREIE WÄHLER;455;;;59;;125;;;44;227;122;
BE;m|d|o;1991-2000;dar. BSW;7979;92;711;1263;204;360;490;;2764;2093;110;1538
BE;m|d|o;1981-1990;Summe;172264;704;20657;27947;36535;5436;30277;;42217;8491;1076;2550
BE;m|d|o;1981-1990;ungültig;435;373;21;;;;;;;42;;
BE;m|d|o;1981-1990;SPD;18427;;12932;667;1983;;41;;2520;286;20;
BE;m|d|o;1981-1990;CDU;23546;42;799;19886;835;276;535;;947;226;30;173
BE;m|d|o;1981-1990;GRÜNE;37038;144;2842;764;25774;149;;;7046;319;183;
BE;m|d|o;1981-1990;FDP;7138;;279;1674;292;4273;177;;368;76;55;20
BE;m|d|o;1981-1990;AfD;31241;62;11;1928;69;332;28340;;320;179;;84
BE;m|d|o;1981-1990;CSU;;;;;;;;;;;;
BE;m|d|o;1981-1990;Die Linke;35879;;2360;533;6002;22;97;;26245;621;83;71
BE;m|d|o;1981-1990;Sonstige;18560;83;1414;2496;1581;384;1086;;4772;6743;704;2202
BE;m|d|o;1981-1990;dar. FREIE WÄHLER;614;;8;167;;;;;69;370;181;
BE;m|d|o;1981-1990;dar. BSW;8797;83;699;1330;66;237;889;;2326;3167;109;2087
