# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2022;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 20. Deutschen Bundestag (26. September 2021);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Die Ergebnisse der Männer beinhalten auch die Ergebnisse der Personen mit dem Geschlechtsmerkmal 'divers' als auch derjenigen ohne Geschlechtseintrag im Geburtenregister.;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2021'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien geringfügig vom amtlichen Endergebnis ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: AfD;Erststimme: FDP;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: Sonstige;Erststimme: dar. FREIE WÄHLER;Erststimme: dar. dieBasis
BE;Summe;1997 - 2003;CDU;7922;;6068;346;13;906;178;313;;99;;
BE;Summe;1997 - 2003;SPD;18779;148;768;13147;28;531;1364;2069;;722;56;89
BE;Summe;1997 - 2003;AfD;5136;89;205;61;3964;277;;38;;504;;244
BE;Summe;1997 - 2003;FDP;17293;45;1964;1465;221;11732;246;1093;;527;113;171
BE;Summe;1997 - 2003;DIE LINKE;19943;;180;1617;22;218;13965;2992;;950;;77
BE;Summe;1997 - 2003;GRÜNE;43086;87;1017;2953;;597;4844;31946;;1643;;64
BE;Summe;1997 - 2003;CSU;;;;;;;;;;;;
BE;Summe;1997 - 2003;Sonstige;22048;334;1234;3107;572;1559;2630;2089;;10523;558;858
BE;Summe;1997 - 2003;dar. FREIE WÄHLER;1110;71;;32;53;111;69;;;774;418;118
BE;Summe;1997 - 2003;dar. dieBasis;;;;;;;;;;;;
BE;Summe;1987 - 1996;Summe;281692;2403;24880;45709;12170;25300;44773;92766;;33691;1841;2750
BE;Summe;1987 - 1996;Ungültig;2439;1504;35;105;;140;84;204;;366;;221
BE;Summe;1987 - 1996;CDU;19418;50;15442;881;275;1425;292;603;;450;30;
BE;Summe;1987 - 1996;SPD;40932;158;1562;28011;137;1075;3223;5522;;1243;130;56
BE;Summe;1987 - 1996;AfD;12183;31;472;310;10025;391;234;;;719;77;196
BE;Summe;1987 - 1996;FDP;28644;;4059;1786;420;19142;753;1559;;926;42;21
BE;Summe;1987 - 1996;DIE LINKE;37691;55;190;2198;111;279;27529;5472;;1858;119;167
BE;Summe;1987 - 1996;GRÜNE;98619;271;1169;7820;;486;9200;76999;;2674;;38
BE;Summe;1987 - 1996;CSU;;;;;;;;;;;;
BE;Summe;1987 - 1996;Sonstige;41767;335;1950;4598;1203;2362;3458;2407;;25454;1444;2051
BE;Summe;1987 - 1996;dar. FREIE WÄHLER;2437;176;14;306;199;416;97;77;;1151;883;58
BE;Summe;1987 - 1996;dar. dieBasis;;;;;;;;;;;;
BE;Summe;1977 - 1986;Summe;322436;2874;45970;59974;25546;23607;41489;90949;;32028;2146;4532
BE;Summe;1977 - 1986;Ungültig;3572;1936;259;217;121;149;119;194;;577;;317
BE;Summe;1977 - 1986;CDU;37713;167;31881;2120;173;1455;582;917;;417;94;
BE;Summe;1977 - 1986;SPD;55920;133;2825;41005;342;925;3574;5852;;1264;161;
BE;Summe;1977 - 1986;AfD;26454;115;1292;328;21866;351;555;;;1947;149;1194
BE;Summe;1977 - 1986;FDP;29945;88;5878;1821;906;18048;325;1728;;1151;35;331
BE;Summe;1977 - 1986;DIE LINKE;32339;66;159;2675;249;120;24349;3071;;1650;34;223
BE;Summe;1977 - 1986;GRÜNE;99784;132;1758;8797;86;655;8067;77046;;3244;72;132
BE;Summe;1977 - 1986;CSU;;;;;;;;;;;;
BE;Summe;1977 - 1986;Sonstige;36709;236;1917;3011;1803;1904;3917;2141;;21778;1601;2336
BE;Summe;1977 - 1986;dar. FREIE WÄHLER;4475;;387;169;298;446;187;;;2987;1349;970
BE;Summe;1977 - 1986;dar. dieBasis;;;;;;;;;;;;
BE;Summe;1962 - 1976;Summe;479659;6279;88350;100921;53037;35002;56665;100104;;39302;4675;7071
BE;Summe;1962 - 1976;Ungültig;5364;2711;351;383;343;71;320;258;;927;;782
BE;Summe;1962 - 1976;CDU;73308;536;63969;2114;1330;2458;783;1395;;724;278;87
BE;Summe;1962 - 1976;SPD;105970;545;4897;79597;677;1234;7153;9351;;2517;162;31
BE;Summe;1962 - 1976;AfD;55358;355;1991;364;47879;578;1157;162;;2871;287;2119
BE;Summe;1962 - 1976;FDP;47641;621;11407;2358;826;28743;955;1184;;1547;320;365
BE;Summe;1962 - 1976;DIE LINKE;43939;318;354;3101;285;156;34912;3432;;1381;65;366
BE;Summe;1962 - 1976;GRÜNE;106652;172;2862;10663;;498;8048;82712;;1698;89;135
BE;Summe;1962 - 1976;CSU;;;;;;;;;;;;
BE;Summe;1962 - 1976;Sonstige;41427;1022;2520;2342;1696;1265;3336;1608;;27638;3473;3186
BE;Summe;1962 - 1976;dar. FREIE WÄHLER;5182;16;339;306;328;169;209;14;;3802;2657;603
BE;Summe;1962 - 1976;dar. dieBasis;;;;;;;;;;;;
BE;Summe;1952 - 1961;Summe;266532;5253;59964;70492;28889;14816;40810;32649;;13660;2845;2362
BE;Summe;1952 - 1961;Ungültig;4520;1980;813;746;320;197;107;110;;246;;199
BE;Summe;1952 - 1961;CDU;51464;801;46300;1198;550;659;1127;479;;350;202;
BE;Summe;1952 - 1961;SPD;79435;764;4342;59706;557;505;7775;4486;;1301;383;207
BE;Summe;1952 - 1961;AfD;30601;600;1580;511;26202;88;525;80;;1016;274;477
BE;Summe;1952 - 1961;FDP;19759;32;4501;900;459;12441;450;139;;837;401;129
BE;Summe;1952 - 1961;DIE LINKE;32630;300;788;2427;295;120;26800;1191;;709;;251
BE;Summe;1952 - 1961;GRÜNE;33610;120;841;3774;;135;2797;25567;;376;;
BE;Summe;1952 - 1961;CSU;;;;;;;;;;;;
BE;Summe;1952 - 1961;Sonstige;14512;654;799;1229;506;670;1230;598;;8825;1584;1099
BE;Summe;1952 - 1961;dar. FREIE WÄHLER;2313;322;37;75;104;42;100;35;;1600;1164;266
BE;Summe;1952 - 1961;dar. dieBasis;;;;;;;;;;;;
BE;Summe;1951 und früher;Summe;371136;13205;114211;117371;22630;15133;53278;23499;;11808;1929;1294
BE;Summe;1951 und früher;Ungültig;13186;4747;2750;3104;394;492;1112;284;;302;;131
BE;Summe;1951 und früher;CDU;99866;3272;89671;2477;883;1325;1169;548;;520;260;
BE;Summe;1951 und früher;SPD;127253;2612;7912;101259;579;357;10413;3296;;824;402;30
BE;Summe;1951 und früher;AfD;23961;454;1657;330;19946;373;708;;;494;109;327
BE;Summe;1951 und früher;FDP;22655;427;7861;1224;234;11975;415;202;;316;125;75
BE;Summe;1951 und früher;DIE LINKE;42510;495;1389;2566;153;205;36174;1003;;525;;95
BE;Summe;1951 und früher;GRÜNE;26782;142;1278;5319;;45;1840;17814;;345;53;71
BE;Summe;1951 und früher;CSU;;;;;;;;;;;;
BE;Summe;1951 und früher;Sonstige;14922;1056;1694;1093;441;359;1448;351;;8481;980;566
BE;Summe;1951 und früher;dar. FREIE WÄHLER;1553;163;283;153;;31;31;;;893;628;111
BE;Summe;1951 und früher;dar. dieBasis;;;;;;;;;;;;
BE;m;Summe;Summe;883321;13375;165910;191732;90006;70226;123782;165320;;62971;6541;7910
BE;m;Summe;Ungültig;13304;6085;1616;2067;850;506;815;445;;921;;651
BE;m;Summe;CDU;136674;1147;120990;3919;1803;4608;1808;1639;;760;291;87
BE;m;Summe;SPD;195630;1711;9492;147659;1256;2229;15179;14645;;3459;296;140
BE;m;Summe;AfD;92847;973;4135;870;80578;895;2134;180;;3081;401;1725
BE;m;Summe;FDP;92064;379;20222;4766;1947;56827;1521;3748;;2655;436;659
BE;m;Summe;DIE LINKE;98706;356;1192;7465;566;383;79084;6656;;3004;107;400
BE;m;Summe;GRÜNE;178660;589;4151;18362;46;1249;15496;133962;;4804;148;135
BE;m;Summe;CSU;;;;;;;;;;;;
BE;m;Summe;Sonstige;75436;2136;4113;6624;2960;3528;7745;4044;;44286;4863;4113
BE;m;Summe;dar. FREIE WÄHLER;8594;480;594;487;506;588;297;14;;5629;3655;1104
BE;m;Summe;dar. dieBasis;;;;;;;;;;;;
BE;m;1997 - 2003;Summe;65197;657;6175;11846;2763;9187;10638;17030;;6902;408;807
BE;m;1997 - 2003;Ungültig;406;258;28;;45;;;75;;;;
BE;m;1997 - 2003;CDU;3915;;2876;177;13;597;133;74;;45;;
BE;m;1997 - 2003;SPD;9484;148;290;6856;28;369;493;978;;323;;
BE;m;1997 - 2003;AfD;2726;;109;61;2259;146;;;;151;;109
BE;m;1997 - 2003;FDP;11179;45;1425;1119;192;7060;208;764;;366;113;171
BE;m;1997 - 2003;DIE LINKE;9094;;132;989;22;72;6412;1086;;380;;77
BE;m;1997 - 2003;GRÜNE;18597;57;489;1453;;349;2402;13259;;588;;
BE;m;1997 - 2003;CSU;;;;;;;;;;;;
BE;m;1997 - 2003;Sonstige;9796;148;825;1191;205;594;990;793;;5050;295;451
BE;m;1997 - 2003;dar. FREIE WÄHLER;558;71;;32;31;66;;;;359;184;59
BE;m;1997 - 2003;dar. dieBasis;;;;;;;;;;;;
BE;m;1987 - 1996;Summe;135396;1472;12205;23377;7230;15195;21490;37990;;16436;1160;1182
BE;m;1987 - 1996;Ungültig;1238;801;;16;;140;34;170;;77;;77
BE;m;1987 - 1996;CDU;9772;;7627;448;237;910;242;222;;86;30;
BE;m;1987 - 1996;SPD;20751;64;710;14169;137;438;1796;2804;;633;100;45
BE;m;1987 - 1996;AfD;7225;31;326;229;5934;160;160;;;386;61;104
BE;m;1987 - 1996;FDP;17020;;2063;967;279;11731;326;1088;;566;;5
BE;m;1987 - 1996;DIE LINKE;18038;55;46;1446;26;107;13690;2044;;624;107;85
BE;m;1987 - 1996;GRÜNE;40637;220;614;3830;;336;3839;30564;;1234;;
BE;m;1987 - 1996;CSU;;;;;;;;;;;;
BE;m;1987 - 1996;Sonstige;20715;301;819;2274;617;1371;1403;1098;;12831;862;866
BE;m;1987 - 1996;dar. FREIE WÄHLER;1428;176;;251;185;184;97;;;536;472;18
BE;m;1987 - 1996;dar. dieBasis;;;;;;;;;;;;
BE;m;1977 - 1986;Summe;163749;1666;23151;29498;15757;13788;22237;42871;;14781;1132;1662
BE;m;1977 - 1986;Ungültig;1923;1129;16;159;56;38;107;80;;338;;141
BE;m;1977 - 1986;CDU;18633;94;16022;822;127;850;201;377;;140;;
BE;m;1977 - 1986;SPD;27448;18;1264;20405;235;451;1686;2826;;561;16;
BE;m;1977 - 1986;AfD;15509;40;711;103;13380;154;387;;;734;42;339
BE;m;1977 - 1986;FDP;18351;77;3495;1052;711;11084;252;1089;;592;11;172
BE;m;1977 - 1986;DIE LINKE;16941;66;17;1299;190;50;13083;1415;;820;;
BE;m;1977 - 1986;GRÜNE;46769;87;768;3777;46;268;4074;36087;;1662;59;
BE;m;1977 - 1986;CSU;;;;;;;;;;;;
BE;m;1977 - 1986;Sonstige;18176;154;858;1881;1013;894;2448;996;;9932;1005;1009
BE;m;1977 - 1986;dar. FREIE WÄHLER;2866;;314;61;207;228;130;;;1927;896;633
BE;m;1977 - 1986;dar. dieBasis;;;;;;;;;;;;
BE;m;1962 - 1976;Summe;235093;3129;46276;46576;32945;18742;27606;43207;;16612;2272;2987
BE;m;1962 - 1976;Ungültig;2682;1525;212;239;223;13;119;38;;314;;293
BE;m;1962 - 1976;CDU;38004;247;33505;987;758;1300;351;497;;359;185;87
BE;m;1962 - 1976;SPD;49012;247;1895;36780;325;656;3359;4484;;1267;33;31
BE;m;1962 - 1976;AfD;33987;229;1266;184;30220;205;643;101;;1138;32;961
BE;m;1962 - 1976;FDP;26215;132;6876;1006;535;15827;494;652;;694;154;218
BE;m;1962 - 1976;DIE LINKE;21497;34;72;1661;45;132;17560;1269;;725;;80
BE;m;1962 - 1976;GRÜNE;46414;78;1433;4996;;238;3431;35333;;905;89;135
BE;m;1962 - 1976;CSU;;;;;;;;;;;;
BE;m;1962 - 1976;Sonstige;17280;636;1018;725;838;372;1649;833;;11209;1780;1182
BE;m;1962 - 1976;dar. FREIE WÄHLER;2366;;193;103;57;110;70;14;;1818;1346;283
BE;m;1962 - 1976;dar. dieBasis;;;;;;;;;;;;
BE;m;1952 - 1961;Summe;126572;2221;28138;32590;18442;7647;17972;14462;;5101;1064;906
BE;m;1952 - 1961;Ungültig;2321;872;358;485;187;153;81;46;;140;;140
BE;m;1952 - 1961;CDU;24015;154;21783;459;219;513;479;312;;95;42;
BE;m;1952 - 1961;SPD;36399;245;1980;27837;275;179;3398;2067;;419;48;64
BE;m;1952 - 1961;AfD;19790;407;852;194;17249;88;400;80;;521;266;103
BE;m;1952 - 1961;FDP;9778;;2300;271;161;6476;133;;;437;159;94
BE;m;1952 - 1961;DIE LINKE;14629;77;284;1151;161;;12212;488;;256;;105
BE;m;1952 - 1961;GRÜNE;14601;40;318;1905;;34;822;11247;;236;;
BE;m;1952 - 1961;CSU;;;;;;;;;;;;
BE;m;1952 - 1961;Sonstige;5038;426;262;288;190;203;448;222;;2998;550;400
BE;m;1952 - 1961;dar. FREIE WÄHLER;832;233;37;;26;;;;;537;458;50
BE;m;1952 - 1961;dar. dieBasis;;;;;;;;;;;;
BE;m;1951 und früher;Summe;157314;4231;49965;47844;12869;5668;23839;9759;;3138;504;366
BE;m;1951 und früher;Ungültig;4733;1499;1001;1168;340;162;475;36;;51;;
BE;m;1951 und früher;CDU;42336;651;39176;1026;449;439;402;157;;34;34;
BE;m;1951 und früher;SPD;52536;989;3353;41613;255;137;4447;1485;;257;98;
BE;m;1951 und früher;AfD;13610;266;871;99;11536;142;545;;;151;;108
BE;m;1951 und früher;FDP;9520;126;4063;350;70;4648;109;155;;;;
BE;m;1951 und früher;DIE LINKE;18508;124;640;920;123;22;16126;354;;199;;53
BE;m;1951 und früher;GRÜNE;11640;106;529;2402;;24;928;7471;;180;;
BE;m;1951 und früher;CSU;;;;;;;;;;;;
BE;m;1951 und früher;Sonstige;4431;470;330;266;97;94;807;101;;2266;372;205
BE;m;1951 und früher;dar. FREIE WÄHLER;543;;50;41;;;;;;452;299;61
BE;m;1951 und früher;dar. dieBasis;;;;;;;;;;;;
BE;w;Summe;Summe;973582;18256;178928;225431;57128;59452;136460;215261;;82665;7622;11691
BE;w;Summe;Ungültig;17018;7708;2621;2489;372;543;928;680;;1677;;1089
BE;w;Summe;CDU;153017;3680;132341;5216;1421;3620;2323;2615;;1799;574;
BE;w;Summe;SPD;232659;2649;12814;175065;1064;2398;18324;15932;;4412;999;274
BE;w;Summe;AfD;60847;672;3062;1034;49303;1162;1045;100;;4469;494;2832
BE;w;Summe;FDP;73873;833;15449;4789;1119;45254;1623;2157;;2648;601;433
BE;w;Summe;DIE LINKE;110346;877;1868;7119;549;716;84644;10504;;4069;110;778
BE;w;Summe;GRÜNE;229873;334;4773;20963;40;1166;19300;178122;;5176;66;304
BE;w;Summe;CSU;;;;;;;;;;;;
BE;w;Summe;Sonstige;95949;1501;6000;8756;3261;4592;8275;5150;;58414;4777;5982
BE;w;Summe;dar. FREIE WÄHLER;8476;267;466;553;475;627;397;112;;5579;3444;1023
BE;w;Summe;dar. dieBasis;;;;;;;;;;;;
BE;w;1997 - 2003;Summe;70251;961;5288;10850;2100;6633;12589;23585;;8245;319;785
BE;w;1997 - 2003;Ungültig;835;656;;;;;;;;179;;90
BE;w;1997 - 2003;CDU;4007;;3191;169;;309;45;239;;54;;
BE;w;1997 - 2003;SPD;9294;;479;6291;;162;872;1091;;400;56;89
BE;w;1997 - 2003;AfD;2411;89;96;;1704;131;;38;;353;;135
BE;w;1997 - 2003;FDP;6114;;539;346;29;4672;38;329;;161;;
BE;w;1997 - 2003;DIE LINKE;10850;;48;628;;146;7552;1905;;570;;
BE;w;1997 - 2003;GRÜNE;24488;30;527;1500;;248;2442;18687;;1054;;64
BE;w;1997 - 2003;CSU;;;;;;;;;;;;
BE;w;1997 - 2003;Sonstige;12252;186;408;1916;367;965;1640;1296;;5474;262;407
BE;w;1997 - 2003;dar. FREIE WÄHLER;552;;;;22;46;69;;;415;234;59
BE;w;1997 - 2003;dar. dieBasis;;;;;;;;;;;;
BE;w;1987 - 1996;Summe;146297;931;12675;22331;4940;10105;23283;54776;;17254;681;1568
BE;w;1987 - 1996;Ungültig;1200;703;35;90;;;50;34;;289;;144
BE;w;1987 - 1996;CDU;9646;50;7815;432;38;515;51;381;;364;;
BE;w;1987 - 1996;SPD;20181;94;852;13842;;637;1427;2719;;610;30;11
BE;w;1987 - 1996;AfD;4958;;147;81;4091;231;75;;;333;16;92
BE;w;1987 - 1996;FDP;11624;;1997;820;141;7410;427;470;;360;42;16
BE;w;1987 - 1996;DIE LINKE;19653;;144;752;85;171;13839;3428;;1234;11;82
BE;w;1987 - 1996;GRÜNE;57982;50;554;3990;;150;5360;46435;;1441;;38
BE;w;1987 - 1996;CSU;;;;;;;;;;;;
BE;w;1987 - 1996;Sonstige;21052;34;1131;2324;585;991;2055;1308;;12623;582;1185
BE;w;1987 - 1996;dar. FREIE WÄHLER;1008;;14;55;14;233;;77;;615;411;40
BE;w;1987 - 1996;dar. dieBasis;;;;;;;;;;;;
BE;w;1977 - 1986;Summe;158687;1208;22818;30476;9789;9819;19252;48078;;17247;1014;2869
BE;w;1977 - 1986;Ungültig;1649;807;243;58;65;111;13;114;;239;;175
BE;w;1977 - 1986;CDU;19080;74;15859;1298;47;606;381;540;;276;94;
BE;w;1977 - 1986;SPD;28472;115;1561;20600;107;475;1888;3025;;702;145;
BE;w;1977 - 1986;AfD;10945;75;581;225;8486;196;169;;;1213;107;854
BE;w;1977 - 1986;FDP;11593;11;2383;769;195;6964;74;639;;558;25;159
BE;w;1977 - 1986;DIE LINKE;15398;;142;1376;59;70;11266;1656;;830;34;223
BE;w;1977 - 1986;GRÜNE;53015;45;990;5020;40;386;3993;40959;;1582;13;132
BE;w;1977 - 1986;CSU;;;;;;;;;;;;
BE;w;1977 - 1986;Sonstige;18533;82;1059;1130;790;1011;1470;1145;;11846;596;1327
BE;w;1977 - 1986;dar. FREIE WÄHLER;1609;;74;108;91;218;57;;;1061;453;337
BE;w;1977 - 1986;dar. dieBasis;;;;;;;;;;;;
BE;w;1962 - 1976;Summe;244566;3150;42074;54344;20092;16260;29059;56897;;22690;2403;4084
BE;w;1962 - 1976;Ungültig;2681;1186;139;144;120;58;201;221;;612;;489
BE;w;1962 - 1976;CDU;35304;289;30464;1127;572;1158;432;898;;365;94;
BE;w;1962 - 1976;SPD;56958;298;3002;42817;351;578;3794;4867;;1250;129;
BE;w;1962 - 1976;AfD;21371;126;725;179;17659;373;514;62;;1733;255;1158
BE;w;1962 - 1976;FDP;21426;489;4531;1352;291;12916;461;532;;853;167;147
BE;w;1962 - 1976;DIE LINKE;22442;284;282;1440;241;25;17352;2163;;656;65;286
BE;w;1962 - 1976;GRÜNE;60238;93;1429;5667;;260;4617;47379;;793;;
BE;w;1962 - 1976;CSU;;;;;;;;;;;;
BE;w;1962 - 1976;Sonstige;24147;386;1502;1617;859;893;1687;775;;16429;1694;2004
BE;w;1962 - 1976;dar. FREIE WÄHLER;2816;16;146;204;271;59;139;;;1983;1312;320
BE;w;1962 - 1976;dar. dieBasis;;;;;;;;;;;;
BE;w;1952 - 1961;Summe;139960;3032;31826;37902;10447;7169;22839;18186;;8560;1780;1456
BE;w;1952 - 1961;Ungültig;2199;1108;455;261;133;44;27;64;;106;;59
BE;w;1952 - 1961;CDU;27449;647;24517;738;331;147;648;166;;255;161;
BE;w;1952 - 1961;SPD;43036;520;2362;31870;281;326;4377;2418;;882;334;144
BE;w;1952 - 1961;AfD;10811;193;728;318;8953;;125;;;495;7;373
BE;w;1952 - 1961;FDP;9981;32;2201;628;298;5965;317;139;;400;243;35
BE;w;1952 - 1961;DIE LINKE;18002;224;504;1276;134;120;14588;703;;453;;146
BE;w;1952 - 1961;GRÜNE;19008;80;523;1869;;101;1976;14319;;141;;
BE;w;1952 - 1961;CSU;;;;;;;;;;;;
BE;w;1952 - 1961;Sonstige;9474;228;537;941;316;467;782;376;;5827;1035;699
BE;w;1952 - 1961;dar. FREIE WÄHLER;1481;88;;75;78;42;100;35;;1063;706;217
BE;w;1952 - 1961;dar. dieBasis;;;;;;;;;;;;
BE;w;1951 und früher;Summe;213822;8974;64247;69527;9760;9465;29439;13740;;8670;1425;928
BE;w;1951 und früher;Ungültig;8453;3249;1749;1936;54;330;637;248;;251;;131
BE;w;1951 und früher;CDU;57530;2621;50495;1451;434;886;767;391;;486;226;
BE;w;1951 und früher;SPD;74717;1623;4559;59646;325;221;5966;1811;;568;304;30
BE;w;1951 und früher;AfD;10352;189;786;231;8410;231;163;;;343;109;218
BE;w;1951 und früher;FDP;13135;301;3798;873;164;7327;307;48;;316;125;75
BE;w;1951 und früher;DIE LINKE;24001;370;748;1646;30;184;20047;650;;326;;42
BE;w;1951 und früher;GRÜNE;15142;36;748;2917;;21;912;10343;;165;53;71
BE;w;1951 und früher;CSU;;;;;;;;;;;;
BE;w;1951 und früher;Sonstige;10492;586;1363;828;344;266;641;250;;6215;608;361
BE;w;1951 und früher;dar. FREIE WÄHLER;1010;163;233;112;;31;31;;;441;329;50
BE;w;1951 und früher;dar. dieBasis;;;;;;;;;;;;
BE-O;Summe;Summe;Summe;821070;11139;114664;146740;84656;48380;187305;158523;;69664;6519;8430
BE-O;Summe;Summe;Ungültig;12057;5438;1460;1086;751;215;1327;479;;1301;;726
BE-O;Summe;Summe;CDU;92720;1311;78434;2499;1953;2718;3853;1181;;772;203;
BE-O;Summe;Summe;SPD;175376;1352;10639;117088;1011;1600;27963;12030;;3694;509;45
BE-O;Summe;Summe;AfD;88192;893;4300;936;74796;825;2889;84;;3468;319;1843
BE-O;Summe;Summe;FDP;60071;133;10062;3605;1598;38135;2553;1850;;2134;401;85
BE-O;Summe;Summe;DIE LINKE;137191;665;2605;5211;546;587;115010;8705;;3863;121;456
BE-O;Summe;Summe;GRÜNE;175651;324;2639;11967;86;962;23933;130331;;5411;214;209
BE-O;Summe;Summe;CSU;;;;;;;;;;;;
BE-O;Summe;Summe;Sonstige;79812;1023;4525;4348;3916;3339;9777;3863;;49020;4750;5067
BE-O;Summe;Summe;dar. FREIE WÄHLER;8573;214;523;344;776;718;509;14;;5474;3418;1061
BE-O;Summe;Summe;dar. dieBasis;;;;;;;;;;;;
BE-O;Summe;1997 - 2003;Summe;48744;789;3050;5686;2741;4821;11733;13861;;6062;258;374
BE-O;Summe;1997 - 2003;Ungültig;740;606;;;45;;;;;89;;
BE-O;Summe;1997 - 2003;CDU;1926;;1412;14;13;275;67;107;;38;;
BE-O;Summe;1997 - 2003;SPD;5901;;238;3874;;168;758;507;;357;13;
BE-O;Summe;1997 - 2003;AfD;2799;89;128;30;2312;30;;38;;173;;
BE-O;Summe;1997 - 2003;FDP;4804;45;540;379;80;3267;211;241;;40;;
BE-O;Summe;1997 - 2003;DIE LINKE;9310;;146;380;22;179;7003;1092;;488;;
BE-O;Summe;1997 - 2003;GRÜNE;15588;12;246;609;;296;2736;11042;;647;;
BE-O;Summe;1997 - 2003;CSU;;;;;;;;;;;;
BE-O;Summe;1997 - 2003;Sonstige;7677;38;341;400;270;607;959;833;;4230;245;374
BE-O;Summe;1997 - 2003;dar. FREIE WÄHLER;535;;;;17;111;69;;;337;165;59
BE-O;Summe;1997 - 2003;dar. dieBasis;;;;;;;;;;;;
BE-O;Summe;1987 - 1996;Summe;123146;756;9642;15053;6420;9521;24154;41503;;16096;685;1356
BE-O;Summe;1987 - 1996;Ungültig;878;474;29;13;;;;103;;259;;114
BE-O;Summe;1987 - 1996;CDU;7685;;5937;329;233;464;276;267;;178;;
BE-O;Summe;1987 - 1996;SPD;16086;63;622;9802;;337;1904;2787;;573;100;45
BE-O;Summe;1987 - 1996;AfD;6228;;322;289;4951;138;164;;;365;38;58
BE-O;Summe;1987 - 1996;FDP;11429;;1471;774;261;7338;331;652;;603;;
BE-O;Summe;1987 - 1996;DIE LINKE;18472;55;81;386;99;77;14233;2577;;963;22;18
BE-O;Summe;1987 - 1996;GRÜNE;44264;79;509;2434;;222;5331;34268;;1420;;38
BE-O;Summe;1987 - 1996;CSU;;;;;;;;;;;;
BE-O;Summe;1987 - 1996;Sonstige;18104;85;672;1027;876;946;1914;849;;11735;526;1083
BE-O;Summe;1987 - 1996;dar. FREIE WÄHLER;1091;;14;68;157;165;97;;;590;321;58
BE-O;Summe;1987 - 1996;dar. dieBasis;;;;;;;;;;;;
BE-O;Summe;1977 - 1986;Summe;162812;1108;19424;23385;15672;11355;28633;46418;;16817;1255;2008
BE-O;Summe;1977 - 1986;Ungültig;1687;832;198;;109;22;31;194;;301;;211
BE-O;Summe;1977 - 1986;CDU;15745;50;13220;721;111;654;582;305;;102;;
BE-O;Summe;1977 - 1986;SPD;24329;18;1304;15899;179;365;2877;2979;;707;89;
BE-O;Summe;1977 - 1986;AfD;16485;53;1000;229;13445;213;555;;;990;107;538
BE-O;Summe;1977 - 1986;FDP;13938;;2114;915;501;8819;325;683;;581;35;31
BE-O;Summe;1977 - 1986;DIE LINKE;19719;;116;978;120;84;15812;1633;;976;34;84
BE-O;Summe;1977 - 1986;GRÜNE;52104;109;739;3465;86;247;6134;39586;;1739;72;71
BE-O;Summe;1977 - 1986;CSU;;;;;;;;;;;;
BE-O;Summe;1977 - 1986;Sonstige;18805;45;733;1178;1121;950;2316;1040;;11422;916;1072
BE-O;Summe;1977 - 1986;dar. FREIE WÄHLER;2468;;219;51;198;350;53;;;1598;740;523
BE-O;Summe;1977 - 1986;dar. dieBasis;;;;;;;;;;;;
BE-O;Summe;1962 - 1976;Summe;222429;2206;30418;38647;31840;13915;42283;43314;;19806;2441;3652
BE-O;Summe;1962 - 1976;Ungültig;2007;962;50;183;131;43;229;27;;382;;339
BE-O;Summe;1962 - 1976;CDU;25375;147;21815;373;836;809;779;297;;320;143;
BE-O;Summe;1962 - 1976;SPD;45090;148;1871;30772;407;452;5973;4297;;1170;91;
BE-O;Summe;1962 - 1976;AfD;33571;263;1324;265;28657;394;1055;47;;1566;85;1176
BE-O;Summe;1962 - 1976;FDP;17363;88;2846;1004;542;11338;821;237;;487;138;40
BE-O;Summe;1962 - 1976;DIE LINKE;29621;207;320;1241;127;150;24368;2351;;858;65;222
BE-O;Summe;1962 - 1976;GRÜNE;48019;96;836;4035;;139;6541;35138;;1233;89;100
BE-O;Summe;1962 - 1976;CSU;;;;;;;;;;;;
BE-O;Summe;1962 - 1976;Sonstige;21384;295;1357;774;1143;589;2518;919;;13789;1830;1775
BE-O;Summe;1962 - 1976;dar. FREIE WÄHLER;2768;16;226;162;300;62;159;14;;1831;1393;321
BE-O;Summe;1962 - 1976;dar. dieBasis;;;;;;;;;;;;
BE-O;Summe;1952 - 1961;Summe;117051;1779;21687;24732;16170;4891;33241;8308;;6242;1248;830
