# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe in der Kombination der Erst- und Zweitstimmen nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Kumulation einzelner Merkmalsgruppen in den Länderergebnissen weichen daher geringfügig zu den entsprechenden Bundesergebnissen ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Geschlecht;Geburtsjahresgruppe;Partei Zweitstimme;Erststimme: Summe;Erststimme: Ungültig;Erststimme: CDU;Erststimme: SPD;Erststimme: DIE LINKE;Erststimme: GRÜNE;Erststimme: CSU;Erststimme: FDP;Erststimme: AfD;Erststimme: Sonstige;Erststimme: dar. NPD;Erststimme: dar. FREIE WÄHLER
HE;m;1993 - 1999;Ungültig;1456;1112;162;138;0;44;;0;0;0;0;0
HE;m;1993 - 1999;CDU;26626;194;20079;2848;127;1185;;1343;416;435;0;177
HE;m;1993 - 1999;SPD;25853;54;2466;19414;966;1567;;735;359;291;24;107
HE;m;1993 - 1999;DIE LINKE;14579;142;504;3502;7925;1607;;178;179;542;0;163
HE;m;1993 - 1999;GRÜNE;16518;80;3145;4386;860;7448;;399;98;102;0;54
HE;m;1993 - 1999;FDP;20746;96;7430;2693;378;674;;8674;502;299;0;116
HE;m;1993 - 1999;AfD;11130;53;1153;817;27;104;;606;8124;245;79;143
HE;m;1993 - 1999;Sonstige;12679;398;1324;2511;1849;1737;;1013;616;3230;174;1226
HE;m;1993 - 1999;dar. NPD;529;33;82;74;0;0;;38;162;140;140;0
HE;m;1993 - 1999;dar. FREIE WÄHLER;973;0;105;184;22;0;;82;47;533;0;431
HE;m;1983 - 1992;Summe;208464;2796;58206;54146;19351;16994;;18583;29146;9241;659;3963
HE;m;1983 - 1992;Ungültig;2014;1762;147;0;0;45;;0;59;0;0;0
HE;m;1983 - 1992;CDU;45565;92;36149;3652;414;1675;;2092;642;849;0;675
HE;m;1983 - 1992;SPD;39234;84;2857;31418;1168;1880;;525;807;496;50;147
HE;m;1983 - 1992;DIE LINKE;21666;73;607;4794;13350;1452;;156;319;916;0;181
HE;m;1983 - 1992;GRÜNE;19608;25;2382;6313;846;9093;;358;260;332;0;62
HE;m;1983 - 1992;FDP;30687;49;11861;3095;277;879;;13433;508;585;0;431
HE;m;1983 - 1992;AfD;30874;47;2622;1705;391;108;;704;24735;563;269;153
HE;m;1983 - 1992;Sonstige;18815;663;1580;3169;2906;1864;;1317;1816;5500;340;2314
HE;m;1983 - 1992;dar. NPD;2143;0;234;314;90;0;;36;1034;434;308;81
HE;m;1983 - 1992;dar. FREIE WÄHLER;1947;0;244;293;0;27;;150;15;1219;0;1129
HE;m;1973 - 1982;Summe;212563;2455;68878;49581;16036;14682;;14738;37841;8352;480;4757
HE;m;1973 - 1982;Ungültig;2075;1547;181;125;24;23;;38;76;62;0;0
HE;m;1973 - 1982;CDU;55387;186;46446;3618;427;1677;;1514;773;744;0;609
HE;m;1973 - 1982;SPD;35880;44;2115;29484;909;1525;;423;708;673;28;376
HE;m;1973 - 1982;DIE LINKE;18803;24;812;4256;11887;847;;167;447;362;0;173
HE;m;1973 - 1982;GRÜNE;19279;40;2988;5859;580;8954;;355;110;393;0;120
HE;m;1973 - 1982;FDP;27911;76;12352;2647;249;538;;10720;817;511;0;349
HE;m;1973 - 1982;AfD;38909;42;2876;1618;366;158;;902;32507;439;58;280
HE;m;1973 - 1982;Sonstige;14319;495;1107;1974;1593;960;;620;2404;5168;393;2850
HE;m;1973 - 1982;dar. NPD;2198;24;67;134;13;0;;112;1373;475;393;82
HE;m;1973 - 1982;dar. FREIE WÄHLER;2636;28;337;64;121;30;;24;155;1877;0;1877
HE;m;1958 - 1972;Summe;508421;6101;155749;143250;35404;37086;;32514;84438;13877;885;8898
HE;m;1958 - 1972;Ungültig;4642;3382;327;356;174;74;;42;287;0;0;0
HE;m;1958 - 1972;CDU;127305;367;109503;7137;899;2995;;3617;1616;1169;0;982
HE;m;1958 - 1972;SPD;116167;581;5176;99712;2378;4242;;1127;1832;1119;0;741
HE;m;1958 - 1972;DIE LINKE;44230;316;1425;9557;27243;2724;;210;1213;1544;0;819
HE;m;1958 - 1972;GRÜNE;48316;184;5709;16190;1137;23799;;532;87;677;0;339
HE;m;1958 - 1972;FDP;59947;204;26144;4523;425;1537;;24340;1710;1065;0;872
HE;m;1958 - 1972;AfD;90047;246;6036;3671;1493;254;;1851;75646;850;207;534
HE;m;1958 - 1972;Sonstige;17767;820;1430;2103;1655;1460;;796;2047;7454;677;4611
HE;m;1958 - 1972;dar. NPD;1765;23;143;90;35;0;;35;806;633;633;0
HE;m;1958 - 1972;dar. FREIE WÄHLER;4368;58;449;477;101;94;;150;130;2910;0;2855
HE;m;1948 - 1957;Summe;273279;4100;84441;90206;20116;13080;;17662;39599;4075;225;2841
HE;m;1948 - 1957;Ungültig;3100;2049;256;153;114;75;;139;227;85;0;13
HE;m;1948 - 1957;CDU;68878;250;61770;3330;461;842;;1463;645;118;0;118
HE;m;1948 - 1957;SPD;74644;270;2917;66330;1709;1857;;615;791;156;0;68
HE;m;1948 - 1957;DIE LINKE;26533;300;857;7369;15577;1259;;267;556;348;0;211
HE;m;1948 - 1957;GRÜNE;18855;118;1890;7696;623;8173;;129;27;198;0;84
HE;m;1948 - 1957;FDP;32052;341;13142;2970;30;531;;13991;667;381;0;381
HE;m;1948 - 1957;AfD;43948;336;3037;1951;866;117;;994;36062;586;80;385
HE;m;1948 - 1957;Sonstige;5269;437;572;406;736;226;;65;624;2203;144;1581
HE;m;1948 - 1957;dar. NPD;487;39;47;56;0;0;;41;160;144;144;0
HE;m;1948 - 1957;dar. FREIE WÄHLER;1704;0;300;120;72;0;;0;56;1156;0;1132
HE;m;1947 und früher;Summe;312855;4721;137330;99588;9858;6740;;20990;31705;1923;230;1336
HE;m;1947 und früher;Ungültig;5858;2969;1261;1017;93;37;;207;274;0;0;0
HE;m;1947 und früher;CDU;117139;549;109227;2916;294;671;;2538;761;183;0;183
HE;m;1947 und früher;SPD;89566;242;3494;82359;796;1219;;656;552;250;0;172
HE;m;1947 und früher;DIE LINKE;14003;92;596;4393;7600;475;;252;506;89;0;45
HE;m;1947 und früher;GRÜNE;9941;83;1341;4018;236;4014;;173;0;76;0;54
HE;m;1947 und früher;FDP;38518;402;17642;2659;100;220;;16283;1078;134;0;134
HE;m;1947 und früher;AfD;35632;267;3431;1960;546;93;;826;28292;219;56;113
HE;m;1947 und früher;Sonstige;2198;118;338;266;194;11;;56;244;973;175;635
HE;m;1947 und früher;dar. NPD;407;33;34;40;0;0;;0;126;175;175;0
HE;m;1947 und früher;dar. FREIE WÄHLER;651;29;50;21;0;0;;26;40;484;0;484
HE;w;Summe;Summe;1750272;28587;644525;501873;107249;167270;;121000;142504;37264;1668;24419
HE;w;Summe;Ungültig;27397;17904;4147;2603;324;479;;667;825;448;32;216
HE;w;Summe;CDU;592301;2842;496176;38018;3444;23432;;20459;4033;3897;134;3311
HE;w;Summe;SPD;407083;1985;21988;343469;8914;18917;;5348;3926;2535;37;1852
HE;w;Summe;DIE LINKE;131343;670;6668;29538;76648;10882;;1996;2637;2305;0;816
HE;w;Summe;GRÜNE;191218;656;28302;53523;6566;97245;;2759;464;1702;0;803
HE;w;Summe;FDP;176882;875;67530;15397;1840;5255;;80229;3748;2008;28;1521
HE;w;Summe;AfD;148172;1070;9804;7840;2565;711;;4205;120249;1726;277;1110
HE;w;Summe;Sonstige;75878;2584;9910;11486;6947;10350;;5337;6621;22642;1160;14789
HE;w;Summe;dar. NPD;4374;22;327;262;122;216;;370;1924;1130;1029;101
HE;w;Summe;dar. FREIE WÄHLER;16228;143;2057;1803;474;644;;1131;708;9267;21;9076
HE;w;1993 - 1999;Summe;127481;1754;35075;38173;10862;22426;;8151;6492;4550;201;1943
HE;w;1993 - 1999;Ungültig;1285;915;82;115;23;85;;0;41;24;0;0
HE;w;1993 - 1999;CDU;31342;162;21673;4483;241;2953;;1015;233;582;0;445
HE;w;1993 - 1999;SPD;26672;57;2766;18872;1106;2811;;599;235;226;0;145
HE;w;1993 - 1999;DIE LINKE;13090;50;628;3536;6755;1630;;275;74;143;0;23
HE;w;1993 - 1999;GRÜNE;23881;84;3560;6770;1169;11554;;434;38;273;0;42
HE;w;1993 - 1999;FDP;12043;52;3796;1724;94;923;;5047;196;210;0;68
HE;w;1993 - 1999;AfD;7190;21;405;802;232;23;;416;5107;183;61;53
HE;w;1993 - 1999;Sonstige;11977;412;2166;1870;1243;2447;;364;568;2908;139;1168
HE;w;1993 - 1999;dar. NPD;484;0;56;0;0;60;;0;232;135;109;26
HE;w;1993 - 1999;dar. FREIE WÄHLER;947;0;245;210;26;0;;0;120;346;0;346
HE;w;1983 - 1992;Summe;207590;3426;65841;58095;17225;26238;;12975;17061;6730;406;3571
HE;w;1983 - 1992;Ungültig;2589;2239;153;83;16;24;;45;28;0;0;0
HE;w;1983 - 1992;CDU;60054;189;45843;6264;530;3695;;2070;580;883;21;656
HE;w;1983 - 1992;SPD;41874;70;3001;32723;1261;2946;;845;654;374;0;207
HE;w;1983 - 1992;DIE LINKE;21263;97;1384;4956;12102;1939;;198;132;454;0;60
HE;w;1983 - 1992;GRÜNE;28069;96;4237;7721;1114;14001;;427;129;345;0;182
HE;w;1983 - 1992;FDP;18594;74;7520;1966;247;623;;7696;368;99;0;80
HE;w;1983 - 1992;AfD;17534;224;1474;1195;221;157;;546;13372;345;51;205
HE;w;1983 - 1992;Sonstige;17613;436;2229;3186;1733;2852;;1147;1798;4230;333;2182
HE;w;1983 - 1992;dar. NPD;1372;0;114;155;41;25;;67;661;308;308;0
HE;w;1983 - 1992;dar. FREIE WÄHLER;3230;18;382;537;32;203;;325;148;1586;0;1586
HE;w;1973 - 1982;Summe;220497;3297;76253;57189;14506;24867;;15119;22064;7202;375;4617
HE;w;1973 - 1982;Ungültig;2852;2204;251;171;50;0;;0;132;44;0;0
HE;w;1973 - 1982;CDU;70000;266;55612;5617;677;4002;;2754;487;585;33;491
HE;w;1973 - 1982;SPD;42921;96;3033;34342;925;2805;;654;556;510;0;387
HE;w;1973 - 1982;DIE LINKE;17714;29;988;3902;10300;1333;;196;587;379;0;119
HE;w;1973 - 1982;GRÜNE;29070;24;5068;7732;725;14581;;495;86;360;0;160
HE;w;1973 - 1982;FDP;21843;146;8350;2402;249;837;;8817;464;578;28;400
HE;w;1973 - 1982;AfD;23388;84;1419;1427;450;85;;884;18758;282;58;147
HE;w;1973 - 1982;Sonstige;12709;448;1532;1597;1129;1226;;1320;993;4464;255;2913
HE;w;1973 - 1982;dar. NPD;1088;0;66;54;39;0;;163;516;250;208;42
HE;w;1973 - 1982;dar. FREIE WÄHLER;3081;0;316;163;182;24;;414;16;1966;21;1818
HE;w;1958 - 1972;Summe;518856;7477;172447;143220;36788;60881;;36028;50327;11689;365;8678
HE;w;1958 - 1972;Ungültig;6671;4752;748;516;104;143;;226;80;101;0;74
HE;w;1958 - 1972;CDU;158927;699;130595;10475;847;8014;;5830;1386;1080;30;1002
HE;w;1958 - 1972;SPD;113091;481;5765;94870;3027;5654;;1218;1321;756;37;646
HE;w;1958 - 1972;DIE LINKE;44609;293;1908;9122;26869;3737;;740;1151;789;0;315
HE;w;1958 - 1972;GRÜNE;70352;244;9392;18555;2268;38393;;856;116;529;0;286
HE;w;1958 - 1972;FDP;51517;228;18535;4132;684;1700;;24189;1290;758;0;659
HE;w;1958 - 1972;AfD;51471;147;3145;2397;1015;314;;1509;42482;462;59;330
HE;w;1958 - 1972;Sonstige;22217;632;2359;3154;1973;2926;;1461;2500;7213;239;5366
HE;w;1958 - 1972;dar. NPD;1000;0;50;53;18;90;;69;476;244;211;33
HE;w;1958 - 1972;dar. FREIE WÄHLER;5062;125;506;484;157;339;;136;320;2995;0;2977
HE;w;1948 - 1957;Summe;287806;4895;103625;90450;18772;20160;;20760;24684;4461;192;3372
HE;w;1948 - 1957;Ungültig;5068;3304;696;483;76;98;;162;186;63;32;32
HE;w;1948 - 1957;CDU;96473;527;82310;5947;886;2255;;3496;591;459;25;434
HE;w;1948 - 1957;SPD;75735;375;3141;66475;1477;2769;;794;340;364;0;188
HE;w;1948 - 1957;DIE LINKE;23176;10;1036;5188;13942;1639;;442;455;464;0;224
HE;w;1948 - 1957;GRÜNE;24388;61;3145;7611;939;12145;;235;94;158;0;96
HE;w;1948 - 1957;FDP;30193;176;11102;2427;404;619;;14531;708;225;0;176
HE;w;1948 - 1957;AfD;25728;229;1322;1138;521;132;;486;21683;217;20;164
HE;w;1948 - 1957;Sonstige;7044;212;874;1180;527;503;;613;626;2511;115;2059
HE;w;1948 - 1957;dar. NPD;237;22;40;0;0;0;;22;39;115;115;0
HE;w;1948 - 1957;dar. FREIE WÄHLER;2445;0;320;301;77;55;;160;103;1428;0;1403
HE;w;1947 und früher;Summe;388042;7739;191285;114746;9098;12699;;27968;21875;2632;130;2237
HE;w;1947 und früher;Ungültig;8931;4490;2218;1235;54;128;;233;359;215;0;110
HE;w;1947 und früher;CDU;175505;998;160143;5232;263;2513;;5293;755;307;24;283
HE;w;1947 und früher;SPD;106790;906;4283;96187;1119;1932;;1239;819;305;0;280
HE;w;1947 und früher;DIE LINKE;11490;190;723;2833;6681;604;;145;238;75;0;75
HE;w;1947 und früher;GRÜNE;15457;147;2901;5135;351;6573;;312;0;38;0;38
HE;w;1947 und früher;FDP;42691;198;18225;2745;162;552;;19949;721;138;0;138
HE;w;1947 und früher;AfD;22861;365;2040;881;125;0;;365;18848;238;26;211
HE;w;1947 und früher;Sonstige;4318;444;752;499;343;396;;432;136;1316;79;1102
HE;w;1947 und früher;dar. NPD;193;0;0;0;24;40;;49;0;79;79;0
HE;w;1947 und früher;dar. FREIE WÄHLER;1462;0;289;108;0;23;;97;0;946;0;946
RP;Summe;Summe;Summe;2392093;36513;932382;676438;133323;140906;;161479;223659;87393;1031;62699
RP;Summe;Summe;Ungültig;29587;16646;5213;4597;259;410;;717;1265;480;0;244
RP;Summe;Summe;CDU;848003;5974;734061;51433;3907;17684;;22913;3765;8265;0;6691
RP;Summe;Summe;SPD;570518;4290;38932;481499;9474;17728;;7359;4988;6249;11;4952
RP;Summe;Summe;DIE LINKE;160912;841;7549;34254;96793;10765;;2722;3312;4678;36;2141
RP;Summe;Summe;GRÜNE;179233;1068;26639;53222;6634;82483;;4168;677;4342;0;2241
RP;Summe;Summe;FDP;245235;1553;92366;25460;1900;5108;;109184;3722;5942;0;4492
RP;Summe;Summe;AfD;265688;4911;20134;18632;8775;1745;;10286;190677;10527;168;9071
RP;Summe;Summe;Sonstige;92917;1231;7489;7342;5581;4982;;4130;15252;46909;816;32866
RP;Summe;Summe;dar. NPD;7685;201;734;620;198;93;;550;3552;1737;562;792
RP;Summe;Summe;dar. FREIE WÄHLER;33090;339;3539;2355;768;894;;1711;1058;22425;54;21781
RP;Summe;1993 - 1999;Summe;186551;2323;58982;56391;12704;20137;;16324;10726;8965;19;4347
RP;Summe;1993 - 1999;Ungültig;1812;1356;204;40;0;0;;66;16;130;0;44
RP;Summe;1993 - 1999;CDU;51518;220;38774;6185;368;2722;;2496;153;602;0;370
RP;Summe;1993 - 1999;SPD;40097;179;4064;31258;824;2109;;756;343;564;0;211
RP;Summe;1993 - 1999;DIE LINKE;16719;4;801;4460;8128;2033;;425;187;681;0;144
RP;Summe;1993 - 1999;GRÜNE;26418;181;4683;7714;1796;10433;;760;91;759;0;291
RP;Summe;1993 - 1999;FDP;24723;60;8082;3789;239;1015;;10605;280;653;0;379
RP;Summe;1993 - 1999;AfD;13593;248;1312;1520;377;377;;540;8635;585;0;418
RP;Summe;1993 - 1999;Sonstige;11671;76;1061;1426;971;1448;;677;1022;4991;19;2489
RP;Summe;1993 - 1999;dar. NPD;718;0;5;136;0;0;;100;338;138;12;0
RP;Summe;1993 - 1999;dar. FREIE WÄHLER;2521;5;208;158;115;115;;180;60;1681;0;1549
RP;Summe;1983 - 1992;Summe;285898;3462;99671;71535;21051;22944;;21998;29237;16000;91;10194
RP;Summe;1983 - 1992;Ungültig;3063;2255;324;277;10;0;;0;160;37;0;37
RP;Summe;1983 - 1992;CDU;86771;539;71369;7247;484;2599;;2745;706;1081;0;729
RP;Summe;1983 - 1992;SPD;55140;152;5704;42828;1594;2593;;1008;741;520;0;418
RP;Summe;1983 - 1992;DIE LINKE;24842;14;1275;5321;14379;1850;;286;585;1132;0;433
RP;Summe;1983 - 1992;GRÜNE;26898;109;3546;6832;1493;13453;;385;212;869;0;268
RP;Summe;1983 - 1992;FDP;34786;42;12858;3855;326;1178;;14721;640;1166;0;926
RP;Summe;1983 - 1992;AfD;35169;200;2727;3608;930;175;;2131;23780;1618;15;1383
RP;Summe;1983 - 1992;Sonstige;19230;151;1867;1567;1835;1097;;722;2414;9577;76;6000
RP;Summe;1983 - 1992;dar. NPD;1656;17;180;25;9;0;;115;1052;257;67;153
RP;Summe;1983 - 1992;dar. FREIE WÄHLER;5467;3;775;390;184;60;;239;260;3556;0;3411
RP;Summe;1973 - 1982;Summe;307041;3378;114897;74081;18426;19695;;22930;36853;16781;464;11620
RP;Summe;1973 - 1982;Ungültig;3066;1940;161;436;60;0;;91;286;92;0;40
RP;Summe;1973 - 1982;CDU;103461;301;85839;7546;566;2565;;3683;745;2217;0;1965
RP;Summe;1973 - 1982;SPD;58298;264;4382;46990;1246;2525;;1035;1124;731;11;450
RP;Summe;1973 - 1982;DIE LINKE;21121;89;1319;3643;13089;1329;;634;413;605;0;226
RP;Summe;1973 - 1982;GRÜNE;25612;14;4453;7224;796;11535;;761;9;820;0;363
RP;Summe;1973 - 1982;FDP;34588;138;13958;3441;433;712;;14206;643;1056;0;825
RP;Summe;1973 - 1982;AfD;43857;438;3195;3650;1365;284;;1773;31180;1971;54;1757
RP;Summe;1973 - 1982;Sonstige;17038;194;1590;1150;870;745;;748;2453;9288;399;5995
RP;Summe;1973 - 1982;dar. NPD;2401;0;391;127;7;93;;192;960;630;274;288
RP;Summe;1973 - 1982;dar. FREIE WÄHLER;5306;90;662;445;38;117;;183;92;3678;0;3530
RP;Summe;1958 - 1972;Summe;722486;9486;254665;202242;44924;51245;;48764;81036;30123;280;24025
RP;Summe;1958 - 1972;Ungültig;6678;3915;1135;998;32;253;;66;184;96;0;79
RP;Summe;1958 - 1972;CDU;233551;1021;198272;15628;1435;6657;;7031;984;2522;0;2093
RP;Summe;1958 - 1972;SPD;165354;1397;11113;138181;2788;5946;;2301;1366;2262;0;2018
RP;Summe;1958 - 1972;DIE LINKE;55607;367;2038;11483;33896;3831;;583;1475;1933;36;1127
RP;Summe;1958 - 1972;GRÜNE;65888;459;8532;20882;1790;30876;;1533;272;1544;0;1113
RP;Summe;1958 - 1972;FDP;71320;535;25234;7963;459;1470;;32436;1105;2117;0;1665
RP;Summe;1958 - 1972;AfD;95039;1316;6510;5222;3121;663;;3738;69961;4506;51;3891
RP;Summe;1958 - 1972;Sonstige;29049;475;1831;1886;1402;1549;;1076;5688;15142;193;12040
RP;Summe;1958 - 1972;dar. NPD;2128;125;158;168;182;0;;99;776;620;123;346
RP;Summe;1958 - 1972;dar. FREIE WÄHLER;12796;126;1056;710;288;600;;551;480;8984;54;8866
RP;Summe;1948 - 1957;Summe;418386;7381;165956;128056;24173;17473;;26229;39636;9483;29;7753
RP;Summe;1948 - 1957;Ungültig;5323;2996;692;1103;85;66;;96;286;0;0;0
RP;Summe;1948 - 1957;CDU;150695;1239;133498;7951;644;1988;;3807;611;957;0;730
RP;Summe;1948 - 1957;SPD;115077;713;7519;98649;2109;2820;;1146;657;1464;0;1296
RP;Summe;1948 - 1957;DIE LINKE;28410;244;1418;5753;18320;1257;;642;503;273;0;157
RP;Summe;1948 - 1957;GRÜNE;22378;46;3087;7185;588;10805;;396;94;176;0;166
RP;Summe;1948 - 1957;FDP;39659;472;15813;3724;201;248;;18279;494;428;0;291
RP;Summe;1948 - 1957;AfD;46708;1417;3392;2675;2018;206;;1239;34567;1194;0;1082
RP;Summe;1948 - 1957;Sonstige;10137;254;538;1016;208;82;;624;2423;4991;29;4031
RP;Summe;1948 - 1957;dar. NPD;573;59;0;164;0;0;;44;285;21;21;0
RP;Summe;1948 - 1957;dar. FREIE WÄHLER;4397;115;368;481;25;3;;355;131;2919;0;2833
RP;Summe;1947 und früher;Summe;471730;10484;238211;144133;12045;9412;;25234;26171;6040;149;4760
RP;Summe;1947 und früher;Ungültig;9644;4185;2698;1743;72;91;;398;332;126;0;45
RP;Summe;1947 und früher;CDU;222006;2655;206309;6876;410;1154;;3151;566;885;0;804
RP;Summe;1947 und früher;SPD;136552;1585;6151;123593;912;1734;;1113;759;706;0;559
RP;Summe;1947 und früher;DIE LINKE;14212;123;697;3592;8980;465;;152;148;55;0;54
RP;Summe;1947 und früher;GRÜNE;12039;257;2338;3386;170;5380;;334;0;174;0;41
RP;Summe;1947 und früher;FDP;40160;306;16420;2687;241;486;;18937;561;522;0;406
RP;Summe;1947 und früher;AfD;31322;1293;2998;1957;964;40;;866;22553;652;48;540
RP;Summe;1947 und früher;Sonstige;5793;80;601;297;296;62;;283;1253;2920;101;2311
RP;Summe;1947 und früher;dar. NPD;209;0;0;0;0;0;;0;140;69;64;5
RP;Summe;1947 und früher;dar. FREIE WÄHLER;2603;0;470;171;117;0;;202;36;1607;0;1593
RP;m;Summe;Summe;1177871;17497;424370;341160;69868;55518;;82401;142367;44691;552;30747
RP;m;Summe;Ungültig;13398;8255;2243;1854;92;30;;218;487;220;0;87
RP;m;Summe;CDU;368984;2057;323038;21487;1506;5768;;9477;2087;3563;0;2737
RP;m;Summe;SPD;284399;1515;17612;243004;5007;7588;;3525;2872;3276;0;2524
RP;m;Summe;DIE LINKE;86235;437;3539;19696;52129;4763;;1240;1776;2655;36;1210
RP;m;Summe;GRÜNE;74824;566;9146;26336;2492;32132;;1686;412;2054;0;985
RP;m;Summe;FDP;133790;851;52377;13548;622;2488;;58271;2293;3341;0;2366
RP;m;Summe;AfD;167862;3192;12808;11152;4986;1074;;5840;122406;6404;88;5536
RP;m;Summe;Sonstige;48380;624;3608;4083;3034;1675;;2144;10033;23179;427;15301
RP;m;Summe;dar. NPD;4761;162;468;297;153;60;;270;2368;984;327;379
RP;m;Summe;dar. FREIE WÄHLER;15308;129;1796;1255;277;163;;977;491;10220;0;9876
RP;m;1993 - 1999;Summe;96542;1015;29221;29754;6780;7621;;9948;6819;5385;13;2237
RP;m;1993 - 1999;Ungültig;825;543;178;0;0;0;;49;10;44;0;44
RP;m;1993 - 1999;CDU;24119;0;18417;3138;189;784;;1115;134;340;0;192
RP;m;1993 - 1999;SPD;20900;68;2024;16365;463;904;;523;168;386;0;130
RP;m;1993 - 1999;DIE LINKE;8698;4;472;2320;4467;770;;195;24;446;0;116
RP;m;1993 - 1999;GRÜNE;10516;88;1489;3533;807;3634;;508;31;426;0;132
RP;m;1993 - 1999;FDP;16202;55;5371;2497;38;661;;6957;183;440;0;216
RP;m;1993 - 1999;AfD;8735;209;697;1107;182;336;;179;5537;489;0;322
RP;m;1993 - 1999;Sonstige;6548;48;573;793;634;533;;421;732;2814;13;1084
RP;m;1993 - 1999;dar. NPD;418;0;5;34;0;0;;40;205;135;9;0
RP;m;1993 - 1999;dar. FREIE WÄHLER;1209;5;116;101;58;26;;143;19;742;0;643
RP;m;1983 - 1992;Summe;142427;1679;46283;36420;10318;9336;;12560;17704;8128;41;4656
RP;m;1983 - 1992;Ungültig;1451;1075;174;122;10;0;;0;66;3;0;3
RP;m;1983 - 1992;CDU;36246;203;30707;2639;153;728;;1140;277;399;0;158
RP;m;1983 - 1992;SPD;27912;0;2461;22054;601;1348;;552;635;262;0;220
RP;m;1983 - 1992;DIE LINKE;12952;9;659;2968;7262;1011;;144;247;652;0;134
RP;m;1983 - 1992;GRÜNE;10692;97;1334;3054;505;5088;;154;202;258;0;25
RP;m;1983 - 1992;FDP;21031;42;8025;2308;75;693;;8965;402;521;0;321
RP;m;1983 - 1992;AfD;21722;141;2045;2150;551;89;;1220;14731;795;5;693
RP;m;1983 - 1992;Sonstige;10420;111;878;1125;1162;379;;385;1142;5237;36;3101
RP;m;1983 - 1992;dar. NPD;928;17;98;15;0;0;;73;686;39;36;3
RP;m;1983 - 1992;dar. FREIE WÄHLER;2786;3;341;291;130;0;;115;124;1782;0;1753
RP;m;1973 - 1982;Summe;150437;1706;52381;34851;8893;8029;;12037;23575;8964;187;5940
RP;m;1973 - 1982;Ungültig;1414;944;0;132;60;0;;0;202;76;0;40
RP;m;1973 - 1982;CDU;44831;202;37692;2913;202;975;;1585;331;929;0;759
RP;m;1973 - 1982;SPD;27684;112;1801;22686;644;1033;;378;595;434;0;242
RP;m;1973 - 1982;DIE LINKE;10074;27;553;1849;6406;459;;309;171;300;0;135
RP;m;1973 - 1982;GRÜNE;10544;9;1400;3262;238;4753;;364;0;517;0;220
RP;m;1973 - 1982;FDP;18922;42;8047;1560;96;287;;8031;364;495;0;392
RP;m;1973 - 1982;AfD;27714;314;2010;1841;730;181;;1011;20384;1243;0;1117
RP;m;1973 - 1982;Sonstige;9254;55;877;608;517;340;;359;1527;4971;187;3035
RP;m;1973 - 1982;dar. NPD;1393;0;290;76;3;60;;75;580;309;127;152
RP;m;1973 - 1982;dar. FREIE WÄHLER;2777;3;422;244;38;18;;137;59;1856;0;1760
RP;m;1958 - 1972;Summe;364539;4741;121314;104880;23365;19357;;23519;52339;15025;205;11970
RP;m;1958 - 1972;Ungültig;3040;2100;436;488;0;0;;0;0;16;0;0
RP;m;1958 - 1972;CDU;106614;350;92570;6618;542;2159;;2870;560;945;0;826
RP;m;1958 - 1972;SPD;85366;498;5606;72583;1410;2349;;834;747;1338;0;1170
RP;m;1958 - 1972;DIE LINKE;29708;223;834;6441;18322;1650;;330;861;1047;36;687
RP;m;1958 - 1972;GRÜNE;27953;204;3099;10766;629;12080;;395;121;658;0;466
RP;m;1958 - 1972;FDP;37410;287;14121;4022;187;511;;16336;783;1165;0;900
RP;m;1958 - 1972;AfD;59846;898;3945;2977;1802;222;;2191;45114;2697;35;2386
RP;m;1958 - 1972;Sonstige;14602;181;703;984;473;387;;562;4153;7159;134;5535
RP;m;1958 - 1972;dar. NPD;1486;86;75;101;150;0;;39;576;459;118;220
RP;m;1958 - 1972;dar. FREIE WÄHLER;5658;30;490;341;30;116;;356;238;4057;0;4004
RP;m;1948 - 1957;Summe;209253;4023;75294;67092;13675;7275;;12442;24931;4521;29;3723
RP;m;1948 - 1957;Ungültig;2454;1567;268;429;0;0;;24;165;0;0;0
RP;m;1948 - 1957;CDU;66479;637;59085;3038;275;779;;1662;442;561;0;436
RP;m;1948 - 1957;SPD;59126;324;3266;51529;1292;1035;;717;310;653;0;583
RP;m;1948 - 1957;DIE LINKE;16278;124;583;3675;10418;719;;257;325;177;0;106
RP;m;1948 - 1957;GRÜNE;10381;33;1151;4294;184;4335;;179;59;147;0;137
