Wahlkreis-Nr.;Wahlkreisname;Land;Wahlbezirksart;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;WGr/EB;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
243;Fürth;BY;Urne;255491;135161;1317;133844;0;31442;9768;12701;51944;6861;15058;0;0;5529;0;0;0;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1155;134006;0;25645;11344;14163;45276;11595;16657;626;470;3164;1357;839;1260;439;0;0;35;18;0;0;0;0;0;172;225;34;228;0;0;0;0;0;221;238
244;Nürnberg-Nord;BY;Urne;192214;93000;911;92089;0;24677;10052;11320;27340;5939;9357;0;0;1706;0;1443;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;92300;0;17594;11748;13830;23910;9011;10101;572;201;973;974;755;1335;156;0;0;91;15;0;0;0;0;0;203;253;79;167;0;0;0;0;0;132;200
245;Nürnberg-Süd;BY;Urne;181809;90268;1064;89204;0;23988;8072;6696;30261;4929;12876;0;0;2382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899;89369;0;19033;8749;8190;26466;7196;13859;497;371;1316;1051;575;870;240;0;0;59;13;0;0;0;0;0;164;164;44;182;0;0;0;0;0;174;156
246;Roth;BY;Urne;227560;120752;1280;119472;0;25113;6212;9470;51796;5484;13039;1398;0;5579;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1076;119676;0;22513;8125;11881;43814;10088;14735;610;376;3620;1163;744;849;286;0;0;31;14;0;0;0;0;0;126;156;19;230;0;0;0;0;0;151;145
247;Aschaffenburg;BY;Urne;183362;96319;1541;94778;0;16293;4985;8809;43640;7358;11005;0;0;0;0;1822;0;0;0;0;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;595;1209;95110;0;17014;6277;9130;34710;10072;12175;337;326;1401;886;685;885;263;0;0;84;16;0;0;0;0;0;113;127;13;242;0;0;0;0;0;152;202
248;Bad Kissingen;BY;Urne;216030;106089;1234;104855;0;20081;6240;7281;52798;5608;11617;0;0;0;0;1230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;105081;0;17143;6917;7006;45424;9181;12994;414;556;2279;826;642;683;269;0;0;26;20;0;0;0;0;0;100;91;13;192;0;0;0;0;0;161;144
249;Main-Spessart;BY;Urne;196183;93850;1243;92607;0;21439;4996;6581;41542;4492;9276;0;0;3107;0;1174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;842;93008;0;17843;5746;7367;36880;8080;11155;319;273;2286;791;510;697;175;0;0;36;12;0;0;0;0;0;91;105;14;218;0;0;0;0;0;119;291
250;Schweinfurt;BY;Urne;199041;102789;1379;101410;0;17729;8498;7445;47173;5982;12264;0;0;0;0;1229;0;912;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;966;101823;0;17555;7494;7663;40151;8811;13616;376;386;2195;1010;553;719;394;0;0;87;14;0;0;0;0;0;85;105;13;281;0;0;0;0;0;146;169
251;Würzburg;BY;Urne;225998;99408;984;98424;0;19000;6280;13790;39652;7501;8585;0;0;0;0;1569;2047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;98691;0;18013;7953;13139;34211;9937;9761;384;200;1206;993;575;1181;166;0;0;38;10;0;0;0;0;0;147;163;15;302;0;0;0;0;0;107;190
252;Augsburg-Stadt;BY;Urne;210528;108930;1258;107672;0;21480;9563;14006;36432;6214;15772;0;0;2117;0;1561;0;0;0;0;283;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1038;107892;0;17794;10206;12835;33009;10192;16409;737;261;1473;1101;780;1174;490;0;0;110;57;0;0;0;0;0;188;223;29;248;0;0;0;0;0;155;421
253;Augsburg-Land;BY;Urne;248812;135704;1387;134317;0;19467;5305;10135;63654;7872;17196;0;0;8264;0;2424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;134704;0;17745;7020;11990;54684;13693;19397;520;367;3989;1230;1251;778;960;0;0;36;20;0;0;0;0;0;138;158;19;245;0;0;0;0;0;169;295
254;Donau-Ries;BY;Urne;190782;96255;1003;95252;0;17658;4202;6129;44305;4402;12890;0;0;4441;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815;95440;0;13504;4634;6705;40833;8382;14806;335;415;2889;635;678;423;662;0;0;17;8;0;0;0;0;0;64;76;12;134;0;0;0;0;0;111;117
255;Neu-Ulm;BY;Urne;239647;121678;1261;120417;0;18040;5657;10623;53474;6963;17609;924;0;5271;0;1535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;0;1041;120637;0;16916;6602;9796;47068;12062;19566;627;636;2916;1109;1068;699;546;0;0;32;23;0;0;0;0;0;166;136;20;263;0;0;0;0;0;185;201
256;Oberallgäu;BY;Urne;226604;111563;942;110621;0;14403;5842;9990;54485;7162;11811;0;0;4420;0;1346;0;1162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;871;110692;0;14467;7055;12371;44710;11201;12899;416;262;2848;999;959;650;805;0;0;30;20;0;0;0;0;0;302;119;13;284;0;0;0;0;0;115;167
257;Ostallgäu;BY;Urne;247539;128284;1303;126981;0;14940;7190;10631;61582;6875;17093;0;0;4173;0;2477;0;1750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;1204;127080;0;15790;7383;10755;52351;12626;18326;451;405;3166;981;1798;645;1431;0;0;26;15;0;0;0;0;0;192;119;18;281;0;0;0;0;0;132;189
258;Stuttgart I;BW;Urne;194368;99589;770;98819;29983;13723;7105;28910;0;7834;7389;952;0;0;992;407;1091;0;0;0;162;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;636;98953;26593;15509;10059;19233;0;15492;7948;651;76;298;629;283;1013;0;0;0;115;0;0;9;0;155;0;237;241;32;162;0;0;0;90;0;0;128
259;Stuttgart II;BW;Urne;182501;95806;1056;94750;30370;18364;9030;14323;0;7775;10827;1018;0;0;1240;389;1059;0;0;0;289;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;982;94824;26057;17033;9324;13845;0;12681;11187;733;130;339;860;285;972;0;0;0;215;0;0;23;0;209;0;278;181;25;244;0;0;0;106;0;0;97
260;Böblingen;BW;Urne;245678;143678;1838;141840;53781;28169;7361;16920;0;17571;17103;0;0;0;0;0;0;0;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;656;1422;142256;48739;22811;7995;17813;0;20988;17867;837;405;1025;995;351;945;0;0;0;129;0;0;48;0;290;0;160;248;19;292;0;0;0;148;0;0;151
261;Esslingen;BW;Urne;168715;95436;1054;94382;36385;18736;5770;14269;0;7942;11026;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;918;94518;30122;16505;6180;13650;0;12634;11204;548;213;650;881;217;729;0;0;0;124;0;0;19;0;207;0;143;152;8;127;0;0;0;99;0;0;106
262;Nürtingen;BW;Urne;207044;120521;1389;119132;45884;23482;5936;17078;0;11549;14959;0;0;0;0;0;0;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1205;119316;38830;18698;6787;16780;0;17541;15542;623;297;823;1144;300;801;0;0;0;98;0;0;55;0;234;0;143;190;9;193;0;0;0;115;0;0;113
263;Göppingen;BW;Urne;178409;102412;1724;100688;37062;22457;4771;11888;0;9056;15174;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1416;100996;32475;18167;5415;12289;0;12510;15577;652;299;663;944;253;717;0;0;0;117;0;0;33;0;235;0;128;109;17;175;0;0;0;98;0;0;123
264;Waiblingen;BW;Urne;222891;131594;1543;130051;46934;25114;6683;15736;0;17193;16994;0;0;0;0;1165;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1230;130364;41808;21152;7622;15695;0;20804;17742;887;318;744;1133;482;709;0;0;0;122;0;0;15;0;356;0;144;163;12;217;0;0;0;111;0;0;128
265;Ludwigsburg;BW;Urne;218074;124533;1417;123116;45969;22908;7102;16949;0;12356;15053;0;0;2393;0;0;0;0;0;0;386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1113;123420;39738;20841;7872;16876;0;17707;14883;672;261;963;893;363;920;0;0;0;189;0;0;34;0;325;0;195;183;15;211;0;0;0;128;0;0;151
266;Neckar-Zaber;BW;Urne;229280;136973;1582;135391;52896;27283;6439;16598;0;12001;17698;0;0;2241;0;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1285;135688;43544;22885;7401;17669;0;19620;18491;617;443;1326;1007;427;931;0;0;0;112;0;0;45;0;344;0;154;172;11;196;0;0;0;149;0;0;144
267;Heilbronn;BW;Urne;242553;142373;2235;140138;48344;32774;6827;11084;0;12984;23277;0;0;1381;0;846;1664;0;0;0;239;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513;2162;140211;43471;25286;8423;14192;0;17728;24557;606;646;938;887;542;1227;0;0;0;156;0;0;118;0;352;0;127;163;20;417;0;0;0;205;0;0;150
268;Schwäbisch Hall – Hohenlohe;BW;Urne;225785;137294;1618;135676;54851;24873;5933;16322;0;11340;19393;1304;0;0;0;1445;0;0;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1782;135512;45949;22129;7665;15827;0;17074;20901;730;665;712;813;842;803;0;0;0;100;0;0;45;0;290;0;130;125;26;291;0;0;0;178;0;0;217
269;Backnang – Schwäbisch Gmünd;BW;Urne;176968;102548;1601;100947;40757;20326;5854;11132;0;8113;14152;0;382;0;0;0;0;0;0;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1225;101323;34861;17008;6171;11249;0;12280;15408;587;378;497;864;319;649;0;0;0;76;0;0;32;0;191;0;142;156;22;205;0;0;0;113;0;0;115
270;Aalen – Heidenheim;BW;Urne;221853;129311;2211;127100;58373;26973;6850;11613;0;7480;14859;0;665;0;0;0;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1750;127561;47945;24230;7315;13528;0;12981;16499;494;546;778;890;393;801;0;0;0;101;0;0;52;0;258;0;151;124;54;145;0;0;0;159;0;0;117
271;Karlsruhe-Stadt;BW;Urne;208868;109515;1227;108288;29609;26398;8926;18013;0;8772;12214;0;0;0;1697;0;1965;0;0;0;189;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;1037;108478;28402;18898;11218;19233;0;12326;12681;684;152;392;1189;282;1526;0;0;0;110;0;0;61;0;269;0;261;313;24;191;0;0;0;116;0;0;150
272;Karlsruhe-Land;BW;Urne;209741;121766;1649;120117;47642;24093;5760;13799;0;10535;14762;0;0;1772;0;0;1619;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1417;120349;41470;20959;6854;14865;0;15085;15756;522;225;997;1038;215;1058;0;0;0;50;0;0;88;0;319;0;170;202;21;183;0;0;0;154;0;0;118
273;Rastatt;BW;Urne;206484;115236;1896;113340;48849;21867;5531;12087;0;8041;14875;0;0;1913;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;1698;113538;41775;19693;6457;12689;0;12700;15538;505;249;1059;794;194;706;0;0;0;47;0;0;79;0;294;0;105;154;20;236;0;0;0;133;0;0;111
274;Heidelberg;BW;Urne;217934;123905;1253;122652;38605;33137;7796;19486;0;8050;11855;874;0;1238;0;0;1475;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1081;122824;35113;23527;10677;20749;0;15087;12610;539;227;699;798;252;1300;0;0;0;59;0;0;19;0;294;0;183;242;27;145;0;0;0;118;0;0;159
275;Mannheim;BW;Urne;197289;98582;1191;97391;26867;28164;7715;11884;0;6281;13643;0;0;1011;0;0;1621;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1123;97459;24502;21184;9597;12488;0;10269;14008;519;303;546;1110;161;1356;0;0;0;121;0;0;29;0;304;0;263;201;31;187;0;0;0;129;0;0;151
276;Odenwald – Tauber;BW;Urne;210876;127499;1832;125667;58672;24103;6725;8293;0;8642;17715;0;0;0;0;1517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1909;125590;49459;21396;7130;10358;0;13369;18154;438;561;972;942;849;786;0;0;0;35;0;0;36;0;308;0;128;100;19;266;0;0;0;157;0;0;127
277;Rhein-Neckar;BW;Urne;198251;116251;1586;114665;41929;27806;6254;10770;0;9194;15685;0;0;1624;0;0;1403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1461;114790;37163;21559;7620;12942;0;13870;16303;493;419;994;903;251;1080;0;0;0;61;0;0;55;0;284;0;124;136;11;208;0;0;0;129;0;0;185
278;Bruchsal – Schwetzingen;BW;Urne;196426;111685;1784;109901;44025;21823;5474;9280;0;7440;16640;0;0;1772;2085;0;1136;0;0;0;0;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;1570;110115;36623;19499;6668;11374;0;12956;17368;426;340;1067;1461;169;1015;0;0;0;70;0;0;77;0;273;0;119;146;9;159;0;0;0;167;0;0;129
279;Pforzheim;BW;Urne;219577;122076;1658;120418;42436;23262;5977;11209;0;13769;20727;0;0;0;2812;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;1651;120425;37659;20071;6859;12683;0;15890;21322;482;346;817;1846;265;909;0;0;0;97;0;0;89;0;288;0;186;132;12;193;0;0;0;154;0;0;125
280;Calw;BW;Urne;198021;115044;1472;113572;48500;19330;5383;9375;0;10446;17134;759;0;1098;1408;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1680;113364;41411;16596;6005;10755;0;15815;18043;490;410;808;967;341;568;0;0;0;74;0;0;51;0;239;0;173;120;10;245;0;0;0;110;0;0;133
281;Freiburg;BW;Urne;222308;120227;1143;119084;32681;28489;9222;28909;0;5999;9550;0;0;0;1843;0;1656;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;235;0;0;0;0;0;0;0;327;1119;119108;32289;21946;13922;24237;0;10652;10382;438;183;383;1318;449;1246;0;0;0;109;0;0;22;0;195;0;512;360;25;173;0;0;0;149;0;0;118
282;Lörrach – Müllheim;BW;Urne;232208;128463;1557;126906;48703;27470;6925;18344;0;10738;13016;1552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;1468;126995;42568;23361;8347;19036;0;13521;14164;700;338;840;1172;333;978;0;0;0;134;0;0;41;0;342;0;338;191;17;241;0;0;0;195;0;0;138
283;Emmendingen – Lahr;BW;Urne;218287;127683;1830;125853;47049;29985;6728;13585;0;10467;14525;0;0;0;2283;1231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1833;125850;44786;23048;7395;16545;0;12926;15378;572;284;926;1583;699;714;0;0;0;48;0;0;24;0;237;0;167;135;8;169;0;0;0;98;0;0;108
284;Offenburg;BW;Urne;205551;117852;1845;116007;55477;20170;6326;14202;0;7048;12784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882;115970;42701;19341;6510;15713;0;12417;14194;529;308;937;1020;296;756;0;0;0;25;0;0;38;0;300;0;141;119;19;259;0;0;0;166;0;0;181
285;Rottweil – Tuttlingen;BW;Urne;199227;114192;1723;112469;47657;18311;4603;9990;0;12182;15722;0;0;1350;0;1232;0;0;0;0;0;0;0;0;1422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1786;112406;41762;16815;5586;10959;0;15052;16755;445;437;1053;666;789;620;0;0;0;37;0;0;31;0;618;0;154;109;24;256;0;0;0;123;0;0;115
286;Schwarzwald-Baar;BW;Urne;165041;92216;1400;90816;42027;15332;4123;8424;0;7497;11302;0;564;1080;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;1447;90769;33533;14497;5034;10733;0;10789;12229;371;466;681;733;202;527;0;0;0;79;0;0;33;0;255;0;102;76;22;177;0;0;0;113;0;0;117
287;Konstanz;BW;Urne;205135;110364;1374;108990;47899;18876;7868;13812;0;7728;11568;0;0;0;0;0;1016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;1237;109127;35301;17619;8199;16623;0;13825;12411;499;277;675;1035;290;1019;0;0;0;69;0;0;32;0;265;0;227;194;19;281;0;0;0;139;0;0;128
288;Waldshut;BW;Urne;177806;100193;1268;98925;41749;23837;5005;11178;0;6004;9514;0;0;978;0;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1293;98900;38720;16496;5559;13274;0;10469;10223;335;235;791;875;359;626;0;0;0;14;0;0;31;0;235;0;150;123;6;151;0;0;0;133;0;0;95
289;Reutlingen;BW;Urne;199934;115549;1570;113979;45840;17547;7461;15747;0;10917;14597;0;0;0;0;0;1130;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541;1413;114136;38524;17465;7324;15414;0;15269;15689;506;285;607;709;319;903;0;0;0;132;0;0;35;0;243;0;133;146;18;165;0;0;0;105;0;0;145
290;Tübingen;BW;Urne;196488;114295;1332;112963;40275;20015;10101;20268;0;8858;10656;0;0;0;0;0;1584;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;995;1226;113069;34337;18145;11090;19455;0;13210;12272;516;262;528;696;414;947;0;0;0;116;0;0;27;0;208;0;171;232;37;155;0;0;0;122;0;0;129
291;Ulm;BW;Urne;222673;130903;1652;129251;55633;26113;6290;14456;0;9819;14660;2043;0;0;0;0;0;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1407;129496;47818;20839;7633;16919;0;14382;15955;785;411;911;1027;478;917;0;0;0;78;0;0;41;0;294;0;189;184;14;298;0;0;0;155;0;0;168
292;Biberach;BW;Urne;167025;100497;1350;99147;44808;16421;3787;12913;0;7083;11782;0;0;1141;0;1212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1293;99204;42780;12632;4659;10861;0;10614;13006;495;312;872;660;877;473;0;0;0;31;0;0;32;0;227;0;133;92;13;184;0;0;0;150;0;0;101
293;Bodensee;BW;Urne;172782;98425;1112;97313;40128;17654;5398;12847;0;8398;10769;0;0;924;0;972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;1056;97369;35585;14199;6245;13844;0;12448;10902;339;218;725;617;532;608;0;0;0;47;0;0;38;0;197;0;173;131;15;201;0;0;0;177;0;0;128
294;Ravensburg;BW;Urne;186958;107939;1254;106685;41323;13648;6048;20431;0;10482;10858;0;0;1476;0;1747;0;0;0;0;101;0;0;0;0;0;0;0;0;0;455;0;0;0;0;0;0;0;0;0;0;116;1219;106720;41151;14664;6780;15336;0;11874;11719;380;212;962;716;1161;591;0;0;0;50;0;0;36;0;218;0;167;113;12;162;0;0;0;309;0;0;107
295;Zollernalb – Sigmaringen;BW;Urne;183588;107144;1966;105178;46895;15643;5242;12618;0;9575;14801;0;0;0;0;0;0;0;0;0;404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1642;105502;39410;15302;5674;11823;0;13736;15016;487;441;789;865;276;554;0;0;0;137;0;0;33;0;254;0;156;84;9;185;0;0;0;144;0;0;127
296;Saarbrücken;SL;Urne;199885;105806;1787;104019;30447;34187;14808;6117;0;5121;10136;1051;740;1137;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1731;104075;27190;27534;16791;8680;0;8017;10963;658;725;744;0;0;1812;0;0;70;123;0;0;0;0;0;0;262;0;0;191;0;0;0;0;0;0;315
297;Saarlouis;SL;Urne;207501;123465;1962;121503;44230;39708;13999;4260;0;4525;11450;739;0;1035;0;0;1382;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2335;121130;38738;32890;16629;6771;0;9175;12478;650;608;942;0;0;1428;0;0;149;64;0;0;0;0;0;0;136;0;0;146;0;0;0;0;0;0;326
298;St. Wendel;SL;Urne;177468;104716;1997;102719;41320;31705;10672;3530;0;4733;9188;0;0;1571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2101;102615;35403;28670;12373;5156;0;7108;10004;528;516;893;0;0;1301;0;0;98;58;0;0;0;0;0;0;133;0;0;153;0;0;0;0;0;0;221
299;Homburg;SL;Urne;192410;107055;2082;104973;33028;33567;12414;5087;0;5221;12506;0;0;1330;0;0;1653;0;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1931;105124;30207;29185;14128;6056;0;8002;13308;527;621;941;0;0;1388;0;0;85;80;0;0;0;0;0;0;130;0;0;190;0;0;0;0;0;0;276
001;Flensburg – Schleswig;SH;Brief;0;34480;210;34270;14556;8563;2088;4309;0;2434;1708;0;0;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;138;34342;12663;7086;2447;4846;0;4426;1929;0;42;225;0;84;370;0;0;0;13;0;0;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0
002;Nordfriesland – Dithmarschen Nord;SH;Brief;0;28737;196;28541;13109;6444;1441;3193;0;2459;1488;0;0;407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;28618;11185;5792;1703;3370;0;4179;1659;0;39;210;0;48;267;0;0;0;18;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0
003;Steinburg – Dithmarschen Süd;SH;Brief;0;23952;116;23836;10195;5748;1186;1915;0;3084;1466;0;0;217;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;23859;9095;4896;1489;2602;0;3493;1680;0;46;176;0;35;224;0;0;0;13;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0
004;Rendsburg-Eckernförde;SH;Brief;0;31866;163;31703;14348;8247;1371;3269;0;2197;1942;0;0;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;31744;12249;6451;1756;4235;0;4286;2024;0;39;194;0;54;304;0;0;0;9;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0
005;Kiel;SH;Brief;0;40874;264;40610;14227;11449;2490;6389;0;3176;1714;0;0;0;0;0;977;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;163;40711;12502;8615;3627;7341;0;5352;2027;0;33;124;0;126;720;0;0;0;44;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0
006;Plön – Neumünster;SH;Brief;0;26540;180;26360;11618;6984;1278;2703;0;1969;1545;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;26412;9670;5717;1466;3500;0;3742;1771;0;41;143;0;46;210;0;0;0;10;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0
007;Pinneberg;SH;Brief;0;45313;338;44975;19422;12958;2246;3916;0;3721;2712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;45052;17128;9814;2594;4958;0;6576;2964;0;67;207;0;123;460;0;0;0;11;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0
008;Segeberg – Stormarn-Mitte;SH;Brief;0;42554;240;42314;18604;10898;2069;3938;0;3607;2667;0;0;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;42389;15950;9075;2539;4719;0;6144;2869;0;70;360;0;101;406;0;0;0;15;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0
009;Ostholstein – Stormarn-Nord;SH;Brief;0;29947;185;29762;13407;8195;1061;2332;0;2451;1953;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;151;29796;11578;6408;1482;3113;0;4479;2124;0;41;192;0;48;219;0;0;0;12;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0
